{' !': -0.0001226242, '!': -9.049479, ' @': -12.556361, ' ': -13.919071, '!.': -14.5979395}
{' !': -0.34684741, ' #': -1.2281492, '#': -8.991508, '!': -9.12277, ' ': -11.113148}
{' !': -0.3654704, ' $': -1.1878085, '$': -6.9215155, '!': -8.569932, ' ': -10.554238}
{' !': -0.26662406, ' $': -1.4568688, '$': -7.1343665, '!': -8.8784485, ' $$': -9.622924}
{' !': -0.15616606, ' @': -1.9366378, '@': -8.588577, '!': -8.884228, ' ': -9.860212}
{' !': -0.13205509, ' @': -2.0930781, '!': -8.594268, '@': -8.733855, ' ': -10.041949}
{' @': -0.5204817, ' #': -0.90540564, '@': -6.979237, ' ': -8.870805, '#': -9.361407}
{' @': -0.47043702, ' #': -0.98261917, '@': -7.6098447, ' @@': -8.824838, ' ': -8.967172}
{' @': -0.29459876, ' $': -1.3767234, '@': -6.9028254, ' $$': -6.974286, '$': -7.8506513}
{' $': -0.6736485, ' @': -0.7204337, ' $$': -6.2501593, '$': -7.316737, '@': -7.569808}
{' #': -0.6436097, ' !': -0.74563384, '#': -9.332791, '!': -9.525491, ' ': -11.689863}
{' #': -0.38568792, ' !': -1.140054, '#': -8.97701, '!': -9.623248, ' ': -11.093729}
{' #': -0.03826511, ' @': -3.2886677, '#': -8.878219, ' ': -10.052063, '@': -10.905851}
{' #': -0.02106894, ' @': -3.8821986, '#': -9.005692, ' ': -9.580099, '\n': -11.208357}
{' #': -0.13744271, ' $': -2.0555985, ' $$': -8.837468, '#': -9.543311, ' ': -9.938197}
{' #': -0.09078828, ' $': -2.4488623, ' $$': -8.729746, '#': -9.483015, ' ': -9.843742}
{' !': -0.17808577, ' $': -1.8160518, '!': -8.131493, ' ': -9.936433, '$': -9.979437}
{' !': -0.28051734, ' $': -1.4123075, '!': -7.526099, '$': -8.619532, ' ': -9.143771}
{' $': -0.14217068, ' @': -2.047572, ' $$': -5.7988133, ' ': -8.735002, '$': -9.786447}
{' $': -0.18010302, ' @': -1.8299042, ' $$': -5.663587, ' ': -8.244181, '$': -8.406997}
{' #': -0.4780068, ' $': -0.96964884, ' $$': -7.7439103, ' ': -8.777105, '$.': -10.081847}
{' #': -0.38980693, ' $': -1.1330435, ' $$': -7.637373, ' ': -8.966873, '#': -10.687736}
{' !': -0.0021679213, ' @': -6.349318, '!': -7.8227377, ' ': -11.56083, '@': -12.700793}
{' !': -0.001728432, ' @': -6.5563273, '!': -8.162315, ' ': -11.135846, ' !!': -13.029725}
{' !': -0.19886479, ' #': -1.7140586, '!': -9.058611, '#': -9.513025, ' ': -11.305867}
{' !': -0.08132591, ' #': -2.552479, '!': -8.792282, '#': -9.899566, ' ': -11.258573}
{' !': -0.17547025, ' $': -1.8308142, '$': -7.7283325, '!': -8.694576, ' ': -10.88409}
{' !': -0.12371064, ' $': -2.157278, '$': -7.6519065, '!': -8.687845, ' ': -10.311403}
{' !': -0.3588544, ' @': -1.2014486, '@': -7.562002, '!': -9.017349, ' ': -9.266863}
{' !': -0.41633365, ' @': -1.0791947, '@': -7.7654753, '!': -8.800372, ' ': -9.548877}
{' @': -0.24803986, ' #': -1.5241151, '@': -6.5176754, ' ': -8.860346, ' @@': -9.595108}
{' @': -0.17328297, ' #': -1.8445227, '@': -7.299309, ' @@': -9.053152, ' ': -9.083082}
{' @': -0.2003763, ' $': -1.7202871, '@': -6.6156898, ' $$': -7.4621787, '$': -8.427384}
{' @': -0.18786436, ' $': -1.7784003, ' $$': -7.005771, '@': -7.1532702, ' @@': -8.414415}
{' #': -0.20590167, ' !': -1.6828552, '#': -8.632205, '!': -9.963836, ' ': -11.40018}
{' #': -0.07195332, ' !': -2.6708112, '#': -8.563744, ' ': -11.047949, '!': -11.200667}
{' #': -0.0030431743, ' @': -5.8477654, '#': -9.185838, ' ': -10.433328, '\n': -11.747795}
{' #': -0.0024118482, ' @': -6.0861135, '#': -9.411265, ' ': -10.332578, '\n': -11.795454}
{' #': -0.018491337, ' $': -4.0086055, '#': -9.875009, ' $$': -10.131089, ' ': -10.618266}
{' #': -0.022060817, ' $': -3.833811, '#': -9.716038, ' $$': -9.836233, ' ': -10.469397}
{' !': -0.23237374, ' $': -1.5762229, '!': -8.110326, '$': -9.378206, ' ': -9.555117}
{' !': -0.48027042, ' $': -0.96796036, '!': -7.3925457, '$': -7.869972, ' $$': -8.764387}
{' $': -0.03930428, ' @': -3.3068557, ' $$': -6.4826536, ' ': -9.178182, '$.': -9.204919}
{' $': -0.1025097, ' @': -2.3739312, ' $$': -5.643853, ' ': -8.338286, '$': -8.99026}
{' $': -0.60049874, ' #': -0.7972112, ' $$': -7.494906, ' ': -8.9755335, '$.': -10.137202}
{' $': -0.3977386, ' #': -1.1176198, ' $$': -7.199949, ' ': -8.976013, '$.': -9.786863}
{' @': -0.004287334, '@': -5.9965696, ' !': -6.378417, ' ': -9.741519, ' @@': -11.422869}
{' @': -0.008724631, ' !': -5.1152406, '@': -5.970774, ' ': -9.474803, ' @@': -10.892355}
{' #': -0.0002745909, '#': -8.72833, ' !': -9.194055, ' ': -11.960968, '\n': -13.0297}
{' #': -0.0004023657, ' !': -8.463744, '#': -8.637843, ' ': -11.637392, '\n': -12.861161}
{' $': -0.0030841886, '$': -6.0130706, ' !': -7.586698, ' $\\': -10.043108, ' $$': -10.195075}
{' $': -0.004519382, '$': -5.5901513, ' !': -7.4469094, ' $$': -9.557045, ' $\\': -10.081556}
{' !': -0.0007455852, '!': -7.8656225, ' @': -7.963863, ' ': -11.971188, ' !!': -12.834495}
{' !': -0.00079939154, '!': -7.631365, ' @': -8.127771, ' ': -11.312363, '\n': -13.0454035}
{' #': -0.0031963582, ' @': -5.85095, '#': -8.254584, ' ': -10.919152, '\n': -11.020042}
{' #': -0.0022192926, ' @': -6.2368994, '#': -8.423747, ' ': -10.823388, '\n': -11.419637}
{' $': -0.00673061, ' @': -5.350414, '$': -6.509335, ' $$': -8.000482, ' $(': -10.314282}
{' $': -0.0030113074, '$': -6.4214377, ' @': -7.034364, ' $$': -7.9859304, ' ': -10.156884}
{' !': -0.0072520254, ' #': -4.9701633, '!': -8.219606, ' ': -11.961486, '#': -12.335366}
{' !': -0.094171956, ' #': -2.4135804, '!': -8.131462, '#': -9.94309, ' ': -10.864382}
{' @': -0.16905992, ' #': -1.8660033, '@': -7.351591, ' ': -9.887686, ' @@': -10.362699}
{' @': -0.47640315, ' #': -0.9726322, '@': -7.450509, ' ': -9.118724, '#': -9.119021}
{' $': -0.08878484, ' #': -2.4758239, '$': -7.454486, ' $$': -8.996821, ' $(': -9.745879}
{' $': -0.32850716, ' #': -1.2764461, '$': -7.5784435, ' $$': -8.490511, ' $(': -9.571324}
{' !': -0.005653699, ' $': -5.5218735, '!': -6.4534473, ' ': -10.784009, ' 3': -10.921028}
{' !': -0.041125257, ' $': -3.2708576, '!': -6.284598, ' 3': -8.531257, '$': -9.020273}
{' @': -0.025789026, ' $': -3.6991498, '@': -8.121479, ' $$': -8.594818, ' @@': -9.390166}
{' @': -0.07054839, ' $': -2.6999638, ' $$': -7.9815836, '@': -8.375093, ' ': -9.110706}
{' #': -0.003998963, ' $': -5.5498185, '#': -10.131551, ' $$': -10.710575, ' ': -10.883955}
{' #': -0.008651458, ' $': -4.7776294, ' $$': -9.81272, '#': -9.860045, ' ': -10.137496}
{' @': -0.0039334353, '@': -5.766716, ' !': -7.2709203, ' ': -9.805717, ' @@': -10.789814}
{' @': -0.004510343, '@': -5.9398303, ' !': -6.354654, ' ': -9.474394, ' @@': -10.548383}
{' #': -0.00021288394, '#': -9.028993, ' !': -9.380071, ' ': -12.128229, '\n': -13.50093}
{' #': -0.00027995434, '#': -8.850045, ' !': -8.996741, ' ': -11.653841, '\n': -13.077295}
{' $': -0.0028269482, '$': -5.943075, ' !': -9.491756, ' $$': -10.339893, ' $\\': -10.374886}
{' $': -0.007511304, '$': -4.9480705, ' $$': -8.852775, ' !': -9.51361, ' $(': -9.901347}
{' !': -0.000493718, '!': -7.9402595, ' @': -9.008324, ' ': -11.781944, ' !!': -12.797739}
{' !': -0.00064502197, '!': -7.795873, ' @': -8.445187, ' ': -11.325968, ' !!': -13.052804}
{' #': -0.0024701636, ' @': -6.1517105, '#': -8.1382065, ' ': -10.984773, '\n': -11.320352}
{' #': -0.0029830302, ' @': -5.9280252, '#': -8.246082, ' ': -10.59178, '\n': -11.29592}
{' $': -0.0055330414, ' @': -5.7267604, '$': -6.4937797, ' $$': -7.427742, ' $(': -10.085977}
{' $': -0.005053611, ' @': -5.830505, '$': -6.5170984, ' $$': -7.6463213, ' ': -10.181556}
{' !': -0.0013169494, ' #': -6.874839, '!': -8.198911, ' ': -12.282546, '#': -14.105468}
{' !': -0.0081541315, ' #': -4.857765, '!': -8.037336, ' ': -11.186662, ' 3': -11.904697}
{' @': -0.018966135, ' #': -4.0333605, '@': -6.9418573, ' ': -10.050412, ' @@': -10.337154}
{' @': -0.06757713, ' #': -2.7393072, '@': -7.490646, ' ': -9.366403, ' @@': -10.341315}
{' $': -0.017376404, ' #': -4.1147237, '$': -7.3332276, ' $$': -9.2571125, ' $(': -9.6837635}
{' $': -0.03609428, ' #': -3.36486, '$': -7.3869524, ' $$': -9.151893, ' $(': -9.69122}
{' !': -0.0016646658, '!': -6.7376227, ' $': -7.7150354, ' ': -11.33999, ' 3': -11.513277}
{' !': -0.012459537, ' $': -4.5421476, '!': -6.590206, ' 3': -8.38814, ' ': -9.718315}
{' @': -0.00763292, ' $': -4.971563, '@': -7.7510533, ' @@': -9.30204, ' ': -9.80885}
{' @': -0.033645365, ' $': -3.4330919, '@': -7.8813066, ' $$': -8.767367, ' @@': -9.319531}
{' #': -0.0016092019, ' $': -6.488412, '#': -10.05477, ' ': -10.993182, ' $$': -11.406912}
{' #': -0.0037711053, ' $': -5.6148586, '#': -10.125466, ' ': -10.514498, ' $$': -10.586258}
{' !': -2.4750101e-05, '!': -10.790024, ' ': -12.509955, '  ': -15.52637, ' !!': -16.265293}
{' !': -2.2604345e-05, '!': -10.867465, ' ': -12.845279, ' @': -14.388054, ' !!': -15.900896}
{' !': -3.9172486e-05, '!': -10.205989, ' ': -13.25268, ' !!': -15.827766, '  ': -16.285923}
{' !': -3.0707724e-05, '!': -10.556962, ' #': -12.6149, ' ': -13.665732, ' !!': -15.894024}
{' !': -6.373136e-05, '!': -10.076456, ' $': -10.896767, ' ': -12.91014, '$': -15.805427}
{' !': -6.373136e-05, '!': -10.353998, ' $': -10.442669, ' ': -13.1874485, '$': -14.982869}
{' @': -0.0007997482, '@': -7.311121, ' ': -9.380243, ' !': -10.481762, ' "@': -12.085657}
{' @': -0.0010739487, '@': -7.105394, ' !': -8.775999, ' ': -9.435221, ' "@': -12.378849}
{' @': -0.00078978814, '@': -7.321243, ' #': -9.597678, ' ': -10.12596, ' @@': -11.40447}
{' @': -0.0024732105, ' #': -6.498498, '@': -7.02905, ' ': -9.892697, ' @@': -11.019386}
{' @': -0.0012852577, '@': -6.8116393, ' $': -9.426393, ' ': -9.882491, ' @@': -10.413987}
{' @': -0.0032575328, ' $': -6.3556156, '@': -6.592883, ' ': -9.783687, ' @@': -10.008463}
{' #': -6.9573514e-05, ' !': -10.421359, '#': -10.475148, ' ': -11.572405, ' "#': -13.994341}
{' #': -0.00014253768, ' !': -9.400859, '#': -9.953786, ' ': -11.492017, '\n': -14.137626}
{' #': -3.8457234e-05, '#': -10.76479, ' @': -11.730158, ' ': -11.938987, '\n': -13.739223}
{' #': -6.7069195e-05, ' @': -10.287123, '#': -10.841045, ' ': -11.515402, '\n': -13.3051}
{' #': -6.802381e-05, '#': -10.534252, ' $': -10.677909, ' ': -11.587092, '\n': -12.322229}
{' #': -0.00037302624, ' $': -8.096026, '#': -10.230994, ' ': -11.213056, '\n': -11.790928}
{' $': -0.001921549, '$': -7.067379, ' !': -7.4677925, '$.': -8.190136, ' $\\': -9.195434}
{' $': -0.0034185278, ' !': -6.3005395, '$': -6.71942, '$.': -8.826437, ' $\\': -9.14267}
{' $': -0.0006959005, ' $\\': -8.57129, '$.': -8.675273, '$': -8.991002, ' ': -9.283575}
{' $': -0.0008623262, '$': -8.223711, ' $\\': -8.754089, '$.': -8.924652, ' @': -9.190607}
{' $': -0.00049622235, '$': -8.582853, ' $\\': -9.353117, ' $$': -9.500203, ' #': -9.707124}
{' $': -0.0014777496, ' #': -7.0043592, '$': -8.203286, ' $$': -9.259337, ' ': -9.410735}
{' !': -2.3317722e-05, '!': -10.837959, ' ': -12.61776, '  ': -15.60392, ' !!': -16.693989}
{' !': -2.8206221e-05, '!': -10.6336355, ' ': -12.5293, '  ': -15.600607, ' !!': -16.040873}
{' !': -2.9756868e-05, '!': -10.485564, ' ': -13.359867, ' !!': -15.935741, '  ': -16.188536}
{' !': -3.559716e-05, '!': -10.309958, ' ': -13.210468, ' !!': -15.718914, '  ': -16.126066}
{' !': -2.665838e-05, '!': -10.664064, ' ': -13.273837, ' $': -13.64389, '!.': -16.091026}
{' !': -2.9041616e-05, '!': -10.662708, ' ': -12.791186, ' $': -12.936154, '  ': -15.67499}
{' @': -0.00067639357, '@': -7.4276247, ' ': -9.68028, ' "@': -12.078159, ' @@': -12.675226}
{' @': -0.00073115254, '@': -7.360569, ' ': -9.596832, ' !': -11.940321, ' @@': -12.15728}
{' @': -0.00078978814, '@': -7.2306113, ' ': -10.17591, ' #': -11.414272, ' @@': -11.87106}
{' @': -0.0008227761, '@': -7.2048364, ' ': -10.206631, ' #': -11.017521, ' @@': -11.178821}
{' @': -0.0012101826, '@': -6.802832, ' ': -10.061514, ' $': -10.727965, ' @@': -11.055065}
{' @': -0.00157219, '@': -6.6665363, ' $': -8.645792, ' ': -9.838439, ' @@': -10.151226}
{' #': -3.333313e-05, '#': -10.751559, ' ': -11.682349, ' !': -13.860922, ' "#': -14.025827}
{' #': -3.965026e-05, '#': -10.586009, ' ': -11.702402, ' !': -12.531396, '\n': -13.963222}
{' #': -2.9996223e-05, '#': -10.885499, ' ': -11.830053, ' @': -13.587532, '\n': -13.690573}
{' #': -2.8565719e-05, '#': -11.104667, ' ': -11.747143, ' @': -12.798564, '\n': -13.518864}
{' #': -4.048565e-05, '#': -10.713659, ' ': -11.553429, '\n': -12.595795, ' $': -12.919918}
{' #': -4.370523e-05, '#': -10.8285675, ' $': -11.547201, ' ': -11.944376, '\n': -12.411267}
{' $': -0.00082361064, '$': -7.979129, '$.': -8.2936125, ' $\\': -9.037505, ' ': -10.012922}
{' $': -0.0012856163, '$': -7.1428957, '$.': -8.610833, ' $\\': -8.874794, ' ': -9.66284}
{' $': -0.00058639667, ' $\\': -8.39493, '$.': -8.794155, '$': -9.293968, ' ': -9.75201}
{' $': -0.00073174766, ' $\\': -8.370211, '$': -8.401023, '$.': -8.9670725, ' ': -9.382582}
{' $': -0.000425204, ' $\\': -8.703142, '$': -8.847645, ' $$': -10.29096, '$.': -10.384026}
{' $': -0.00061454397, '$': -7.979578, ' $\\': -8.948397, ' ': -10.071567, ' $$': -10.234773}
{' @': -0.0017118911, '@': -6.424542, ' ': -9.664357, ' @@': -11.942282, '\n': -12.026576}
{' @': -0.002269055, '@': -6.141158, ' ': -9.407701, '\n': -11.546712, ' @@': -12.058733}
{' #': -0.00010045139, '#': -9.373614, ' ': -11.619058, ' "#': -12.8106365, '\n': -13.612255}
{' #': -9.842577e-05, '#': -9.359942, ' ': -11.686019, ' "#': -13.452828, '\n': -13.739276}
{' $': -0.0021575885, '$': -6.340685, ' $\\': -8.03334, ' $$': -10.556926, ' ': -10.961829}
{' $': -0.0023915318, '$': -6.165187, ' $\\': -8.434823, ' $$': -10.403367, ' ': -10.797036}
{' !': -0.00013931624, '!': -8.934347, ' @': -12.598872, ' ': -12.954133, '!.': -14.30659}
{' !': -0.00013300005, '!': -9.018815, ' @': -11.730808, ' ': -12.93691, ' !!': -14.23082}
{' #': -0.00014587646, '#': -9.0174, ' @': -11.338428, ' ': -11.926322, '\n': -13.005812}
{' #': -0.00013478725, '#': -9.1152525, ' @': -11.555159, ' ': -11.593356, '\n': -12.953249}
{' $': -0.0023785674, '$': -6.218645, ' $\\': -8.443279, ' $$': -9.28693, ' @': -10.662845}
{' $': -0.0028002313, '$': -6.0106792, ' $\\': -8.769522, ' $$': -9.339611, ' @': -10.188294}
{' !': -0.00010498132, '!': -9.644125, ' #': -10.209806, ' ': -13.0972595, ' !!': -14.259153}
{' !': -0.00016244836, '!': -9.237387, ' #': -9.724054, ' ': -12.62547, ' !!': -13.530273}
{' @': -0.0013835005, '@': -6.7916465, ' #': -8.780449, ' ': -9.65245, ' @@': -10.9924345}
{' @': -0.0023504866, '@': -6.7155404, ' #': -6.9539623, ' ': -9.075471, ' @@': -10.430132}
{' $': -0.0016002471, '$': -7.111139, ' #': -7.740199, ' $\\': -8.689376, ' $$': -8.984794}
{' $': -0.005428219, ' #': -5.861797, '$': -6.1243315, ' $$': -8.577856, ' $\\': -9.348566}
{' !': -0.00036444137, '!': -7.9320164, ' $': -13.1407175, ' ': -13.38373, '!.': -13.786839}
{' !': -0.00030487834, '!': -8.148665, ' $': -11.442317, ' ': -12.909865, '!.': -13.788174}
{' @': -0.0011226384, '@': -6.965611, ' ': -9.334883, ' @@': -10.296622, ' $': -10.450795}
{' @': -0.0013090722, '@': -6.871613, ' ': -9.124351, ' $': -9.39764, ' @@': -10.006647}
{' #': -8.185389e-05, '#': -10.316903, ' \\': -10.670785, ' ': -11.271027, ' $': -11.975644}
{' #': -5.7057543e-05, '#': -10.741863, ' ': -11.259995, ' $': -11.406104, ' \\': -11.950508}
{' @': -0.0022787936, '@': -6.1351447, ' ': -9.404613, '\n': -11.857395, ' @@': -12.046249}
{' @': -0.0026650357, '@': -5.972405, ' ': -9.378603, '\n': -11.516964, ' @@': -12.086544}
{' #': -0.00013109177, '#': -9.116195, ' ': -11.27233, ' "#': -12.775832, '\n': -13.156322}
{' #': -0.00015088324, '#': -8.907801, ' ': -11.372424, '\n': -13.481793, ' "#': -13.789696}
{' $': -0.001989508, '$': -6.470615, ' $\\': -7.928137, ' $$': -10.312722, ' $(': -11.011989}
{' $': -0.0024157895, '$': -6.1394753, ' $\\': -8.690299, ' $$': -10.24595, ' ': -10.572352}
{' !': -0.00013764732, '!': -8.9203415, ' ': -13.013875, '!.': -14.327756, ' !!': -14.733732}
{' !': -0.00016292612, '!': -8.762253, ' ': -12.644046, ' @': -13.282382, ' !!': -14.323324}
{' #': -0.00016912498, '#': -8.860412, ' ': -11.384486, ' @': -12.115284, '\n': -12.249466}
{' #': -0.00014372978, '#': -9.09387, ' ': -11.298237, ' @': -11.35282, '\n': -12.493613}
{' $': -0.0026738225, '$': -6.0870357, ' $\\': -8.443866, ' $$': -9.064878, ' $(': -10.991816}
{' $': -0.0026823678, '$': -6.0395226, ' $$': -9.119667, ' $\\': -9.159889, ' ': -10.498948}
{' !': -6.575884e-05, '!': -9.680908, ' ': -12.945596, ' !!': -14.861015, ' #': -15.628739}
{' !': -0.00012179443, '!': -9.072663, ' ': -12.409761, ' #': -13.371521, ' !!': -14.330108}
{' @': -0.0015212081, '@': -6.622699, ' ': -9.237351, ' #': -10.011434, '\n': -11.072068}
{' @': -0.0021418764, '@': -6.4631915, ' #': -7.7959976, ' ': -9.059734, '\n': -10.852691}
{' $': -0.0014926723, '$': -6.9122953, ' $\\': -8.546775, ' $$': -8.567979, ' #': -10.132073}
{' $': -0.0031666432, '$': -6.084725, ' #': -7.569668, ' $$': -8.520369, ' $\\': -9.723938}
{' !': -0.00012536882, '!': -9.004579, ' ': -13.696037, '!.': -14.017206, ' !!': -15.382337}
{' !': -0.00017472965, '!': -8.678088, ' ': -12.851339, '!.': -14.290937, ' !!': -14.800345}
{' @': -0.0014037351, '@': -6.6977115, ' ': -9.216194, ' @@': -10.794887, ' $': -10.884973}
{' @': -0.0018824317, '@': -6.438653, ' ': -8.859571, ' $': -9.501201, '\n': -10.40104}
{' #': -0.000100332174, '#': -10.056848, ' \\': -10.58632, ' ': -10.803434, '\n': -12.368702}
{' #': -6.9690854e-05, '#': -10.63536, ' ': -10.778556, ' $': -11.161733, ' \\': -12.244415}
{' @': -0.060027603, ' !': -2.868827, '@': -6.5773325, ' ': -9.597964, '     ': -11.922677}
{' @': -0.15378408, ' !': -1.9546912, '@': -7.092479, ' ': -9.717222, ' @@': -11.277542}
{' #': -0.002815531, ' !': -5.9197083, '#': -9.080652, ' ': -11.67085, '     ': -14.530157}
{' #': -0.0067101475, ' !': -5.0226245, '#': -9.298581, ' ': -11.989576, '\n': -14.513585}
{' $': -0.017508205, ' !': -4.2846055, '$': -5.712399, ' $\\': -8.859101, ' $$': -9.397079}
{' $': -0.046851065, ' !': -3.1583428, '$': -5.8415227, ' $$': -8.61452, ' $\\': -8.889295}
{' !': -0.023759989, ' @': -3.7626953, '!': -8.498165, '@': -10.3921585, ' ': -11.464262}
{' !': -0.028677145, ' @': -3.5735893, '!': -8.77902, '@': -10.452251, ' ': -11.333517}
{' #': -0.05199455, ' @': -2.9929106, '#': -8.0233135, '@': -9.331709, ' ': -10.011906}
{' #': -0.07085853, ' @': -2.6878912, '#': -8.681842, '@': -9.367034, ' ': -10.07859}
{' $': -0.18574864, ' @': -1.7907022, ' $$': -6.741841, '$': -7.298554, '@': -7.976407}
{' $': -0.24967714, ' @': -1.52856, ' $$': -5.8129377, '$': -7.879504, '@': -8.1841}
{' !': -0.019917931, ' #': -3.9310925, '!': -9.351207, ' ': -12.313579, '#': -12.687848}
{' !': -0.03387082, ' #': -3.405916, '!': -9.100056, '#': -12.301964, ' ': -12.330867}
{' @': -0.34479612, ' #': -1.2382956, '@': -6.6706095, ' ': -8.739303, '#': -9.223672}
{' @': -0.26357535, ' #': -1.4689147, '@': -6.900807, ' ': -8.777527, '@#': -9.031308}
{' $': -0.2533296, ' #': -1.5010006, '$': -8.294122, ' $$': -8.334202, ' $\\': -9.134731}
{' $': -0.31613562, ' #': -1.3091642, '$': -7.8730392, ' $$': -8.303968, ' $\\': -9.176223}
{' !': -0.0039222445, ' $': -5.669375, '!': -7.7582364, ' ': -11.40889, '!.': -11.590447}
{' !': -0.008370487, ' $': -4.8220053, '!': -8.333674, ' !!': -11.276943, ' ': -11.627286}
{' @': -0.036655977, ' $': -3.3962977, ' $$': -6.465355, '@': -7.6035404, ' @@': -8.686548}
{' @': -0.04153407, ' $': -3.3050132, ' $$': -5.9200163, '@': -7.568326, ' @@': -7.6857767}
{' #': -0.02980364, ' $': -3.5393727, ' ': -9.169341, ' $$': -9.1921, '#': -10.342621}
{' #': -0.018541308, ' $': -4.0155597, ' $$': -9.060128, ' ': -9.548274, ' ##': -10.065891}
{' @': -0.040792108, ' !': -3.2456372, '@': -6.9655986, ' ': -9.893823, '     ': -11.62367}
{' @': -0.06813989, ' !': -2.7326312, '@': -7.2105484, ' ': -9.952632, ' @@': -11.530115}
{' #': -0.002944051, ' !': -5.8639226, '#': -9.3468895, ' ': -11.664497, '     ': -14.086881}
{' #': -0.0045326734, ' !': -5.419928, '#': -9.399401, ' ': -11.701313, '     ': -13.954517}
{' $': -0.016543675, ' !': -4.2755175, '$': -6.0647187, ' $\\': -9.476082, ' $$': -9.697177}
{' $': -0.03182183, ' !': -3.548511, '$': -6.0896826, ' $$': -8.827025, ' $\\': -9.281058}
{' !': -0.012372028, ' @': -4.4210157, '!': -8.378236, '@': -10.781571, ' ': -11.544599}
{' !': -0.047286216, ' @': -3.080836, '!': -8.705117, '@': -9.899482, ' ': -10.785752}
{' #': -0.2545142, ' @': -1.4979776, '@': -7.4798403, '#': -8.056811, ' ': -8.985904}
{' #': -0.27601573, ' @': -1.4254164, '@': -7.849692, '#': -8.546432, ' ': -9.371011}
{' $': -0.28058323, ' @': -1.4198062, ' $$': -6.922137, '$': -7.214293, '@': -7.311297}
{' $': -0.25098646, ' @': -1.5251793, ' $$': -5.7625446, '$': -7.845427, '@': -7.862522}
{' !': -0.03482025, ' #': -3.377336, '!': -9.650738, ' ': -11.9866085, '#': -12.035044}
{' !': -0.073463015, ' #': -2.6496043, '!': -9.061041, '#': -11.330351, ' ': -11.600876}
{' @': -0.35469785, ' #': -1.2147748, '@': -6.641395, ' ': -8.689289, '#': -9.046668}
{' @': -0.34131688, ' #': -1.2458274, '@': -6.989903, ' ': -8.589169, '@#': -9.339511}
{' $': -0.5766916, ' #': -0.8271494, '$': -8.206298, ' $$': -8.457802, ' ': -9.097462}
{' $': -0.4468176, ' #': -1.0229895, '$': -8.138, ' $$': -8.595947, ' $\\': -9.525271}
{' !': -0.0023646462, ' $': -6.200391, '!': -8.15641, '!.': -10.81103, ' !!': -11.57926}
{' !': -0.007848789, ' $': -4.906639, '!': -7.95672, ' !!': -10.816775, '!.': -10.913104}
{' @': -0.04093417, ' $': -3.265139, ' $$': -6.8403916, '@': -7.679192, ' ': -8.95855}
{' @': -0.033860646, ' $': -3.5488427, ' $$': -5.8020754, '@': -7.497726, ' @@': -7.505473}
{' #': -0.030136647, ' $': -3.5290856, ' ': -8.96838, ' $$': -9.402501, '#': -10.18082}
{' #': -0.009911097, ' $': -4.6453953, ' ': -9.539755, ' $$': -9.731294, '#': -10.171688}
{' !': -0.0008858901, ' @': -7.150185, '!': -9.27946, ' ': -12.477297, '@': -13.405543}
