{' Right': -0.023665998, ' right': -3.813581, 'Right': -7.2528434, ' "': -7.8961616, 'right': -8.905826}
{' Right': -0.36935878, ' Left': -1.6672007, ' right': -2.6737716, ' left': -3.0879254, ' "': -6.1781464}
{' Right': -0.37110454, ' Left': -1.4691689, ' right': -3.2211447, ' left': -3.3564615, ' "': -5.978617}
{' Left': -0.4204243, ' Right': -1.6231374, ' left': -2.071681, ' right': -4.205357, ' "': -6.35521}
{' Left': -0.13242878, ' left': -2.3937335, ' Right': -3.5897174, ' "': -6.494005, ' right': -6.668756}
{' Left': -0.100277156, ' left': -2.5067081, ' Right': -4.5625095, 'left': -6.7988877, 'Left': -6.896442}
{' Left': -0.092459336, ' left': -2.477717, 'left': -6.667567, 'Left': -6.695542, ' Right': -6.71275}
{' Left': -0.09329437, ' left': -2.560255, ' Right': -4.957123, ' "': -6.1902137, 'left': -6.7254505}
{' Left': -0.14601065, ' left': -2.2251446, ' Right': -3.7950277, 'left': -6.414502, ' right': -6.7009993}
{' Left': -0.1615938, ' left': -2.182687, ' Right': -3.5110905, ' "': -6.1436033, ' right': -6.2303553}
{' Left': -0.1643244, ' left': -2.176749, ' Right': -3.4494958, ' "': -6.2088127, ' right': -6.266421}
{' Right': -0.39864254, ' right': -1.9598342, ' Left': -1.9908724, ' left': -3.0365667, 'right': -6.804425}
{' Right': -0.7155713, ' Left': -1.5790834, ' right': -1.7195462, ' left': -2.1064787, ' "': -6.6822743}
{' Right': -0.73790216, ' right': -1.6358972, ' Left': -1.6380237, ' left': -2.0503373, 'right': -6.7910485}
{' Right': -0.6382433, ' Left': -1.3613918, ' right': -2.1516786, ' left': -2.3576343, ' "': -6.402537}
{' Right': -0.7923837, ' Left': -1.5664907, ' right': -1.6116033, ' left': -2.000607, ' "': -6.7051697}
{' Right': -0.6529497, ' Left': -1.2383628, ' right': -2.3030732, ' left': -2.4501872, ' "': -7.00019}
{' Right': -0.84803635, ' Left': -1.2254206, ' right': -1.9751765, ' left': -2.009297, ' "': -6.672623}
{' Right': -0.7994646, ' Left': -1.5663923, ' right': -1.6845946, ' left': -1.8781809, 'right': -7.0433683}
{' Left': -0.47036588, ' left': -0.9875301, 'left': -6.332004, 'Left': -7.4207435, ' Right': -8.709799}
{' left': -0.57522166, ' Left': -0.8439404, ' Right': -5.8998103, ' right': -6.1176867, 'left': -6.3669868}
{' Left': -0.60254925, ' left': -0.80384135, ' Right': -6.1750793, 'left': -6.6009636, ' right': -7.0364113}
{' Left': -0.44740242, ' left': -1.0471224, ' Right': -5.3067923, 'left': -6.3648696, ' right': -6.3704824}
{' left': -0.5324355, ' Left': -0.89213854, 'left': -6.173602, 'Left': -7.76431, ' "': -8.084445}
{' Left': -0.3949159, ' left': -1.1287758, 'left': -6.5669055, ' Right': -7.4801645, 'Left': -7.5765333}
{' Left': -0.5708081, ' left': -0.84246784, 'left': -6.3556647, ' Right': -6.768209, 'Left': -7.4362135}
{' Left': -0.6240593, ' left': -0.77395034, 'left': -6.3114195, 'Left': -7.7927737, ' Right': -7.940557}
{' Right': -0.4561007, ' Left': -1.5553917, ' right': -2.305857, ' left': -2.9457228, 'right': -6.8405566}
{' Right': -0.66482514, ' Left': -1.6480558, ' right': -1.657829, ' left': -2.3183665, 'right': -6.4652286}
{' Right': -0.5765616, ' right': -1.7220829, ' Left': -1.7551067, ' left': -2.4861, 'right': -6.6300263}
{' Right': -0.43305197, ' right': -1.7787399, ' Left': -2.0428102, ' left': -3.0158079, 'right': -6.408283}
{' Right': -0.2935378, ' right': -1.9705797, ' Left': -2.5297153, ' left': -3.494183, 'right': -6.1439896}
{' Right': -0.47398362, ' Left': -1.645601, ' right': -2.1105402, ' left': -2.8226812, 'right': -6.375993}
{' Left': -0.81444305, ' Right': -1.0703062, ' left': -1.9712174, ' right': -2.6378148, 'Right': -7.1909895}
{' Right': -0.30763966, ' right': -1.9405437, ' Left': -2.467359, ' left': -3.4274497, 'right': -6.3260107}
{' Left': -0.16067564, ' left': -1.9286124, 'left': -6.6678643, ' Right': -6.957197, 'Left': -7.5875115}
{' Left': -0.32121658, ' left': -1.3216686, ' Right': -5.496458, 'left': -6.4499164, ' right': -6.9320025}
{' Left': -0.31894076, ' left': -1.3205849, ' Right': -5.832162, 'left': -6.5008364, ' right': -7.296558}
{' Left': -0.3605625, ' left': -1.2246888, ' Right': -5.405839, 'left': -6.296949, ' right': -6.726962}
{' Left': -0.16876465, ' left': -1.8792176, 'left': -6.802878, 'Left': -7.3106694, ' Right': -7.867396}
{' Left': -0.1691142, ' left': -1.8805113, 'left': -6.763045, ' Right': -6.97715, 'Left': -7.4364204}
{' Left': -0.34093064, ' left': -1.2847668, ' Right': -4.9566875, ' right': -6.096931, 'left': -6.3393316}
{' Left': -0.41777906, ' left': -1.0897304, ' Right': -6.15775, 'left': -6.401782, ' right': -7.3678293}
{' Left': -0.6621168, ' Right': -0.9125404, ' left': -2.853645, ' right': -3.8678758, ' "': -6.398105}
{' Left': -0.60585433, ' Right': -1.0674003, ' left': -2.5347009, ' right': -3.6007311, ' "': -6.5668445}
{' Left': -0.66619706, ' Right': -0.9731657, ' left': -2.5740855, ' right': -3.5863764, ' "': -6.1558037}
{' Right': -0.680441, ' Left': -1.006529, ' left': -2.6405811, ' right': -2.9666119, ' "': -5.941124}
{' Left': -0.7544905, ' Right': -0.87535733, ' left': -2.6079319, ' right': -3.361998, ' "': -6.322485}
{' Left': -0.3598962, ' Right': -1.5664315, ' left': -2.5675263, ' right': -4.3072343, ' "': -6.794274}
{' Left': -0.67320377, ' Right': -1.0112754, ' left': -2.4445412, ' right': -3.4129705, ' "': -5.560921}
{' Left': -0.7028279, ' Right': -0.96884775, ' left': -2.4253488, ' right': -3.4331155, ' "': -6.1617527}
{' Left': -0.19155975, ' left': -1.7850846, ' Right': -5.697605, 'left': -6.9150667, ' "': -6.9576564}
{' Left': -0.22554012, ' left': -1.6515598, ' Right': -5.05417, ' "': -6.836822, ' right': -6.8780384}
{' Left': -0.15054423, ' left': -2.027421, ' Right': -5.2748594, ' "': -6.8813214, 'left': -7.259535}
{' Left': -0.24454853, ' left': -1.56575, ' Right': -5.65295, ' "': -6.2803664, 'left': -6.8138866}
{' Left': -0.22107174, ' left': -1.6460938, ' Right': -6.315011, ' "': -6.6338124, 'left': -6.6898413}
{' Left': -0.17615919, ' left': -1.8650515, ' Right': -5.7327175, ' "': -6.8479347, 'left': -6.8772855}
{' Left': -0.19246118, ' left': -1.7791768, ' Right': -5.7975006, ' "': -6.7335396, 'left': -7.099788}
{' Left': -0.19575876, ' left': -1.7591437, ' Right': -6.117023, ' "': -6.7554774, 'left': -6.8287196}
{' Right': -0.69055665, ' Left': -1.0225364, ' left': -2.6146421, ' right': -2.7708654, 'Right': -6.9252024}
{' Right': -0.36305153, ' Left': -1.7091455, ' right': -2.432723, ' left': -3.434806, 'Right': -6.620852}
{' Right': -0.5421704, ' Left': -1.2248486, ' right': -2.674531, ' left': -2.9343896, 'Right': -6.911685}
{' Right': -0.5374818, ' Left': -1.2290044, ' right': -2.6869836, ' left': -2.9535108, ' "': -6.957335}
{' Right': -0.42369938, ' Left': -1.6048384, ' right': -2.3695993, ' left': -3.0775194, ' "': -6.2012987}
{' Right': -0.6623884, ' Left': -1.0523288, ' left': -2.6971211, ' right': -2.732983, 'Right': -6.937384}
{' Left': -0.75612175, ' Right': -1.0224315, ' left': -2.2382479, ' right': -2.7994833, ' "': -6.958581}
{' Right': -0.4856071, ' Left': -1.5343244, ' right': -2.2796364, ' left': -2.7576675, 'Right': -6.721994}
{' Left': -0.21897346, ' left': -1.6784023, ' Right': -5.0771465, 'left': -6.5096836, ' right': -7.0966167}
{' Left': -0.32709965, ' left': -1.3560303, ' Right': -4.183558, ' right': -5.7952027, 'left': -6.4637856}
{' Left': -0.32474867, ' left': -1.3125473, ' Right': -5.3949385, 'left': -6.642307, ' right': -6.9019804}
{' Left': -0.25764504, ' left': -1.5205655, ' Right': -5.2892513, 'left': -6.775526, ' right': -6.996401}
{' Left': -0.222745, ' left': -1.638015, ' Right': -6.1791296, 'left': -6.5876093, 'Left': -7.1009297}
{' Left': -0.24197838, ' left': -1.6018207, ' Right': -4.6885247, ' right': -6.495133, 'left': -6.5940895}
{' Left': -0.380397, ' left': -1.2853538, ' Right': -3.5350637, ' right': -4.9252596, 'left': -6.4478955}
{' Left': -0.33182704, ' left': -1.3270683, ' Right': -4.4155974, ' right': -6.0446863, 'left': -6.4503355}
{' Right': -0.051331494, ' right': -3.0522337, 'Right': -6.461282, ' Left': -7.8104653, 'right': -8.026395}
{' Right': -0.04825856, ' right': -3.1268334, 'Right': -6.4346223, ' Left': -7.3989377, ' "': -7.777034}
{' Right': -0.06601065, ' right': -2.800769, 'Right': -6.4720407, ' Left': -7.6333303, 'right': -7.757201}
{' Right': -0.066297404, ' right': -2.7993085, 'Right': -6.3225207, 'right': -7.617042, ' Left': -7.870868}
{' Right': -0.1799161, ' right': -1.8273846, 'Right': -6.3426905, 'right': -6.989183, ' "': -7.1891947}
{' Right': -0.11582479, ' right': -2.243707, 'Right': -6.28652, 'right': -7.2947593, ' "': -7.7101474}
{' Right': -0.07544084, ' right': -2.6707454, 'Right': -6.1792293, 'right': -7.5311728, ' "': -7.6188025}
{' Right': -0.079101816, ' right': -2.6122706, 'Right': -6.530573, ' "': -7.5788665, 'right': -7.7528534}
{' Left': -0.18220276, ' left': -1.8087686, 'Left': -6.512376, 'left': -7.067689, ' "': -7.950293}
{' Left': -0.19742501, ' left': -1.7384349, 'Left': -6.437058, 'left': -6.9977174, ' "': -7.119608}
{' Left': -0.21805945, ' left': -1.6474969, 'Left': -6.4447517, 'left': -6.813465, ' "': -7.30372}
{' Left': -0.20866702, ' left': -1.6861259, 'Left': -6.438643, 'left': -6.965434, ' "': -7.5684977}
{' Left': -0.6128576, ' left': -0.7899988, 'left': -6.262102, 'Left': -6.684484, ' "': -6.77055}
{' Left': -0.49040765, ' left': -0.9584804, 'left': -6.3672156, 'Left': -6.5630736, ' "': -6.9374933}
{' Left': -0.21914351, ' left': -1.6428647, 'Left': -6.4520783, 'left': -6.959788, ' "': -7.129101}
{' Left': -0.40049642, ' left': -1.1207992, 'left': -6.50056, 'Left': -6.522368, ' "': -6.941922}
{' Right': -0.034641225, ' right': -3.6894412, ' Left': -5.029852, 'Right': -6.4808803, ' left': -7.5037894}
{' Right': -0.047110755, ' right': -3.5567105, ' Left': -4.2812967, ' left': -6.5122523, 'Right': -6.545327}
{' Right': -0.03631065, ' right': -3.5721416, ' Left': -5.260464, 'Right': -6.5702972, ' left': -7.565801}
{' Right': -0.052558534, ' right': -3.3837025, ' Left': -4.2927547, ' left': -6.443809, 'Right': -6.592124}
{' Right': -0.043542728, ' right': -3.3877177, ' Left': -5.270677, 'Right': -6.1789875, ' left': -7.268989}
{' Right': -0.05720162, ' right': -3.1185608, ' Left': -4.8241634, 'Right': -6.574166, ' left': -6.654228}
{' Right': -0.07884529, ' right': -2.9868596, ' Left': -3.9107084, ' left': -5.7879076, 'Right': -6.525398}
{' Right': -0.05562495, ' right': -3.057816, ' Left': -5.4753466, 'Right': -6.537911, ' left': -7.298814}
{' Left': -0.056625314, ' left': -2.9348311, 'Left': -6.596296, 'left': -7.8569756, ' "': -9.109188}
{' Left': -0.07539199, ' left': -2.6516821, 'Left': -6.6098485, 'left': -7.6240387, ' "': -8.609173}
{' Left': -0.073423706, ' left': -2.6768248, 'Left': -6.616918, 'left': -7.6095104, ' "': -8.853909}
{' Left': -0.070241176, ' left': -2.7231858, 'Left': -6.5484743, 'left': -7.6045446, ' "': -8.680331}
{' Left': -0.10305427, ' left': -2.3516982, 'Left': -6.4576597, 'left': -7.3907337, ' "': -7.6359444}
{' Left': -0.09506762, ' left': -2.424272, 'Left': -6.577768, 'left': -7.507013, ' "': -8.789088}
{' Left': -0.11943278, ' left': -2.2082276, 'Left': -6.531428, 'left': -7.221411, ' "': -7.828936}
{' Left': -0.09379342, ' left': -2.4399867, 'Left': -6.613914, 'left': -7.5149794, ' "': -7.7472696}
{' Right': -0.6189362, ' Left': -1.0800015, ' left': -2.598762, ' right': -3.1353126, ' "': -6.264945}
{' Left': -0.74292815, ' Right': -0.8863531, ' left': -2.5026612, ' right': -3.630625, ' "': -6.227944}
{' Left': -0.7493023, ' Right': -0.80477184, ' left': -2.8667774, ' right': -3.9524655, ' "': -6.1043916}
{' Right': -0.54875875, ' Left': -1.0618452, ' left': -3.1104522, ' right': -3.601411, ' "': -5.927285}
{' Left': -0.55620867, ' Right': -1.1965952, ' left': -2.3495016, ' right': -3.8347309, ' "': -5.2631216}
{' Left': -0.3875508, ' Right': -1.5420116, ' left': -2.407269, ' right': -4.41531, ' "': -5.7769094}
{' Left': -0.386469, ' Right': -1.5414563, ' left': -2.445883, ' right': -4.3042865, ' "': -5.4534836}
{' Left': -0.56254685, ' Right': -1.1903887, ' left': -2.312032, ' right': -3.9441423, ' "': -5.1428328}
{' Right': -0.2357839, ' right': -1.869405, ' Left': -3.322183, ' left': -4.1789794, ' "': -6.290664}
{' Right': -0.13955575, ' right': -2.0734947, ' Left': -6.610596, 'Right': -6.8513265, ' "': -7.1289425}
{' Right': -0.098817155, ' right': -2.450143, ' Left': -5.4860315, ' left': -6.6779075, 'Right': -6.8724017}
{' Right': -0.118320316, ' right': -2.642759, ' Left': -3.5286844, ' left': -5.045147, ' "': -5.9966006}
{' Right': -0.16344659, ' right': -1.928324, ' "': -6.303201, 'Right': -6.49815, 'right': -6.9463596}
{' Right': -0.1321276, ' right': -2.1464307, ' Left': -6.0327506, ' "': -6.572334, 'Right': -6.6100836}
{' Right': -0.14859626, ' right': -2.1176, ' Left': -4.711186, ' "': -5.665375, ' left': -5.834907}
{' Right': -0.15672769, ' right': -2.3174522, ' Left': -3.495236, ' left': -4.7128797, ' "': -5.2560105}
{' Left': -0.47464746, ' Right': -1.3540248, ' left': -2.3083076, ' right': -4.086279, ' "': -6.935175}
{' Left': -0.22884302, ' Right': -2.067386, ' left': -2.6722023, ' right': -5.1233015, ' "': -6.7058268}
{' Left': -0.27529567, ' Right': -1.7376674, ' left': -2.8620188, ' right': -5.1939373, ' "': -7.2072773}
{' Left': -0.33014604, ' Right': -1.5109092, ' left': -2.9787667, ' right': -5.008172, ' "': -6.748883}
{' Left': -0.23168975, ' left': -2.306454, ' Right': -2.3492203, ' right': -5.2802315, ' "': -5.4796104}
{' Left': -0.18789205, ' Right': -2.3734083, ' left': -2.6261628, ' right': -5.6823335, 'Left': -7.009949}
{' Left': -0.23075996, ' Right': -2.075267, ' left': -2.644733, ' right': -5.204641, ' "': -6.1642795}
{' Left': -0.2922705, ' Right': -1.8468816, ' left': -2.47286, ' right': -4.937282, ' "': -6.114167}
{' Right': -0.09759332, ' right': -2.6015148, ' Left': -4.3823586, ' left': -5.697374, 'Right': -6.4344864}
{' Right': -0.07191284, ' right': -2.7783203, ' Left': -5.539343, 'Right': -6.723573, ' left': -7.0041676}
{' Right': -0.054934558, ' right': -3.5427942, ' Left': -3.8993483, ' left': -6.036343, 'Right': -6.8681664}
{' Right': -0.04238124, ' right': -3.2902312, ' Left': -6.3265624, 'Right': -6.6766224, ' "': -7.379007}
{' Right': -0.05254076, ' right': -3.0396392, 'Right': -6.410487, ' "': -6.9234114, 'right': -7.9466505}
{' Right': -0.044683125, ' right': -3.1939504, 'Right': -6.5731897, ' "': -7.6304965, ' Left': -7.8140635}
{' Right': -0.06072039, ' right': -2.9054964, 'Right': -6.577472, ' Left': -6.732345, ' "': -7.012977}
{' Right': -0.06246874, ' right': -3.0205793, ' Left': -4.945039, ' "': -6.504098, ' left': -6.517747}
{' Right': -0.30928808, ' Left': -1.7538775, ' right': -2.7096043, ' left': -3.7175882, 'Right': -6.733555}
{' Right': -0.48266968, ' Left': -1.3548143, ' right': -2.6186178, ' left': -3.0309215, 'Right': -6.578523}
{' Right': -0.81436026, ' Left': -0.86649, ' left': -2.5091655, ' right': -2.9394727, 'Right': -6.9689274}
{' Right': -0.36021805, ' Left': -1.9267062, ' right': -2.2587624, ' left': -3.045305, 'Right': -6.0752025}
{' Right': -0.4898658, ' Left': -1.5541053, ' right': -2.1458411, ' left': -2.906818, 'Right': -6.3210926}
{' Right': -0.6612469, ' Left': -1.2044579, ' right': -2.299049, ' left': -2.5140264, 'Right': -6.818077}
{' Right': -0.44210505, ' right': -1.8874937, ' Left': -1.9038838, ' left': -2.9296136, 'Right': -6.5321198}
{' Right': -0.55146164, ' Left': -1.3385787, ' right': -2.3447967, ' left': -2.7580101, 'Right': -6.9207735}
{' Right': -0.14974633, ' right': -2.0005362, 'Right': -6.457365, ' Left': -6.813984, 'right': -7.649454}
{' Right': -0.16212167, ' right': -1.9327058, 'Right': -6.2921357, ' Left': -6.490298, 'right': -7.2874303}
{' Right': -0.1578498, ' right': -1.9483408, 'Right': -6.4761934, ' Left': -6.9531302, 'right': -7.5295978}
{' Right': -0.37704965, ' Left': -1.7487289, ' right': -2.3586473, ' left': -3.2054095, 'Right': -6.328522}
{' Right': -0.22594954, ' right': -1.6250775, 'Right': -6.1536207, ' Left': -6.97491, 'right': -6.9865274}
{' Right': -0.19370234, ' right': -1.7651095, 'Right': -6.102222, ' Left': -6.891384, 'right': -7.133123}
{' Right': -0.16353299, ' right': -1.9134338, 'Right': -6.43235, 'right': -7.516533, ' "': -7.5354447}
{' Right': -0.18063127, ' right': -1.8307606, 'Right': -6.3325415, ' Left': -6.51741, 'right': -7.411737}
{' Right': -0.86793834, ' Left': -0.89060336, ' left': -2.4685109, ' right': -2.5045884, 'Right': -6.5891085}
{' Right': -0.7332541, ' Left': -1.061751, ' right': -2.341515, ' left': -2.5979393, 'Right': -6.78222}
{' Left': -0.60231715, ' Right': -1.0241904, ' left': -2.8556817, ' right': -3.3780282, 'Right': -7.3314962}
{' Left': -0.7308944, ' Right': -0.82278854, ' left': -3.0945094, ' right': -3.474764, 'Right': -6.8172283}
{' Left': -0.55981785, ' Right': -1.4015727, ' left': -2.0255446, ' right': -3.1530623, ' "': -5.434232}
{' Left': -0.9131181, ' Right': -0.9996298, ' left': -2.0260024, ' right': -2.3535287, ' "': -6.7668657}
{' Right': -0.6919389, ' Left': -1.3430237, ' right': -1.8936563, ' left': -2.4852567, 'Right': -6.4351373}
{' Left': -0.94874495, ' Right': -1.0269177, ' left': -1.8983033, ' right': -2.286338, ' "': -6.820447}
{' Right': -0.14224255, ' right': -2.049633, 'Right': -6.3378906, ' "': -7.079117, ' Left': -7.66123}
{' Right': -0.12721932, ' right': -2.159049, 'Right': -6.45288, ' "': -6.833577, ' Left': -7.375764}
{' Right': -0.16567981, ' right': -1.8978976, 'Right': -6.590959, ' Left': -7.6670074, 'right': -7.9754505}
{' Right': -0.2768505, ' right': -1.9362684, ' Left': -2.7100513, ' left': -3.6770732, 'Right': -5.9567285}
{' Right': -0.2229829, ' right': -1.6482491, ' "': -5.9914784, 'Right': -6.207867, ' Left': -6.5548887}
{' Right': -0.25619996, ' right': -1.5125362, ' Left': -6.3791895, 'Right': -6.4249797, ' "': -7.076659}
{' Right': -0.17585504, ' right': -1.847425, 'Right': -6.4694414, ' "': -6.8061175, 'right': -7.746133}
{' Right': -0.092966795, ' right': -2.45818, 'Right': -6.7353497, ' Left': -6.937109, ' "': -7.6716447}
{' Right': -0.10267534, ' right': -2.3679628, 'Right': -6.1469197, 'right': -7.133318, ' "': -7.7773232}
{' Right': -0.08726203, ' right': -2.5491207, 'Right': -6.1660805, ' Left': -6.7189183, 'right': -7.1883163}
{' Right': -0.07163549, ' right': -2.7423468, 'Right': -6.0979147, ' Left': -7.204375, ' "': -7.25216}
{' Right': -0.1234733, ' right': -2.2054415, 'Right': -5.8180223, 'right': -6.6247487, ' "': -6.9355497}
{' Right': -0.070634685, ' right': -2.7641904, 'Right': -6.082082, ' "': -6.5354433, 'right': -7.37548}
{' Right': -0.11471754, ' right': -2.264288, 'Right': -6.0386405, 'right': -6.9646406, ' "': -7.3075843}
{' Right': -0.1077443, ' right': -2.3413658, 'Right': -5.8892975, ' "': -6.361408, 'right': -6.998938}
{' Right': -0.07526892, ' right': -2.676923, 'Right': -6.3742986, ' "': -7.026086, 'right': -7.510148}
{' Left': -0.30022278, ' left': -1.3636632, 'left': -6.265877, 'Left': -6.841942, ' "': -7.530859}
{' Left': -0.18705298, ' left': -1.8000938, ' "': -6.2749395, 'left': -6.5628214, 'Left': -6.716163}
{' Left': -0.25190312, ' left': -1.5237708, 'left': -6.1876917, 'Left': -6.717269, ' "': -6.8736696}
{' Left': -0.23358004, ' left': -1.594008, 'left': -6.1263714, 'Left': -6.5079637, ' "': -6.5594635}
{' Left': -0.1865576, ' left': -1.8075044, ' "': -5.8551364, 'left': -6.3375297, 'Left': -6.5564}
{' Left': -0.16471212, ' left': -1.9188931, ' "': -6.1726427, 'left': -6.4472966, 'Left': -6.5986524}
{' Left': -0.3067834, ' left': -1.3492771, 'left': -6.318443, ' "': -6.3873606, 'Left': -6.823608}
{' Left': -0.17245355, ' left': -1.8731601, ' "': -6.3347516, 'left': -6.438336, 'Left': -6.6440187}
