{' Yes': -0.0061298776, 'Yes': -5.340942, ' Generally': -7.020786, ' yes': -8.552528, ' An': -10.049665}
{' Yes': -0.10590818, ' No': -2.9730706, 'Yes': -3.2993894, 'No': -4.8184, ' yes': -5.9959245}
{' Yes': -0.0603859, 'Yes': -3.0678186, ' No': -4.7552958, 'No': -6.4140954, ' yes': -7.2461214}
{' Yes': -0.04340907, 'Yes': -3.1995444, ' yes': -6.9734035, ' Generally': -8.048097, ' ': -8.941986}
{' Yes': -0.05066925, 'Yes': -3.0807726, ' yes': -6.064213, ' ': -7.836813, ' YES': -8.691359}
{' Yes': -0.071539, 'Yes': -2.874281, ' No': -4.902874, 'No': -6.386459, ' yes': -6.546179}
{' Yes': -0.08534155, 'Yes': -2.610568, ' No': -5.652001, ' yes': -6.3933306, 'No': -6.898537}
{' Yes': -0.067913964, 'Yes': -2.7715309, ' yes': -6.5500703, ' ': -7.92983, ' Generally': -8.003571}
{' Yes': -0.015957013, 'Yes': -4.310007, ' yes': -6.424797, ' No': -8.110449, ' ': -8.6763735}
{' Yes': -0.019653229, 'Yes': -4.0833373, ' No': -6.7085047, ' yes': -6.9948673, ' ': -8.613445}
{' Yes': -0.0295554, 'Yes': -3.8278167, ' No': -5.2538424, ' yes': -6.8653684, 'No': -7.8544292}
{' Yes': -0.018698769, 'Yes': -4.080926, ' yes': -6.8089314, ' Generally': -8.418544, ' ': -9.081736}
{' Yes': -0.8300725, ' No': -1.2671795, 'No': -1.7818453, 'Yes': -2.829731, ' Generally': -3.9611416}
{' No': -0.62101704, 'No': -0.8813073, ' AN': -3.4347508, ' Yes': -5.2304964, ' An': -5.7463217}
{' Yes': -0.34491956, 'Yes': -2.130522, ' No': -2.7373698, 'No': -3.1450505, ' Ant': -3.4605372}
{'No': -1.0175802, ' No': -1.0258524, ' Yes': -1.9952222, ' AN': -2.6316357, 'Yes': -3.2406063}
{' Yes': -0.05181833, 'Yes': -3.2884152, ' yes': -4.7175574, ' No': -5.8904357, 'yes': -7.758914}
{' No': -0.27007815, ' Yes': -2.2663875, 'No': -2.2858272, ' AN': -3.8387923, 'Yes': -5.625602}
{' Yes': -0.053296212, 'Yes': -3.1501417, ' yes': -5.6592627, ' No': -6.3499312, ' Generally': -6.608177}
{' Yes': -0.06893882, 'Yes': -2.8096669, ' yes': -5.270902, ' ': -8.10666, 'yes': -8.108303}
{' Yes': -0.06919506, ' yes': -2.8265114, 'Yes': -5.359089, ' YES': -6.7932086, ' ': -6.797081}
{' Yes': -0.07063846, ' yes': -2.8763404, 'Yes': -4.7402225, ' ': -6.425185, 'yes': -7.3628716}
{' Yes': -0.049421526, ' yes': -3.1727543, 'Yes': -5.423746, ' YES': -6.859695, ' ': -7.6852117}
{' Yes': -0.09232015, ' yes': -2.5589204, 'Yes': -4.7870965, 'yes': -7.0941343, ' ': -7.102609}
{' Yes': -0.04133539, 'Yes': -3.7096071, ' yes': -4.330045, ' ': -6.8857784, ' YES': -7.2859507}
{' Yes': -0.04289471, 'Yes': -3.5985131, ' yes': -4.55793, '\n': -6.387954, ' ': -6.4752235}
{' Yes': -0.04392992, 'Yes': -3.5144231, ' yes': -4.567903, '\n': -6.9541283, ' ': -7.2102885}
{' Yes': -0.043941442, 'Yes': -3.437397, ' yes': -4.7608967, '\n': -7.00803, ' ': -7.3089213}
{' Yes': -0.09421367, 'Yes': -2.9269466, '\n': -4.176363, ' yes': -4.2378635, ' ': -5.7788653}
{' Yes': -0.8706894, ' No': -1.3174878, '\n': -1.8322983, 'No': -2.6881673, 'Yes': -3.0392609}
{' Yes': -0.10832936, 'Yes': -2.8439765, '\n': -3.6329095, ' yes': -4.6743884, ' ': -5.75827}
{' Yes': -0.10678689, 'Yes': -2.7493038, '\n': -3.7653217, ' yes': -4.6333256, ' ': -5.804647}
{' Yes': -0.015767768, 'Yes': -4.599624, ' yes': -5.320501, ' ': -8.181647, ' YES': -8.793315}
{' Yes': -0.018552056, 'Yes': -4.278966, ' yes': -5.621194, ' ': -7.846799, '\n': -8.164992}
{' Yes': -0.01566131, 'Yes': -4.3894844, ' yes': -5.9619823, ' No': -8.707834, ' ': -8.880203}
{' Yes': -0.015904082, 'Yes': -4.38555, ' yes': -5.8214154, 'yes': -8.944953, ' ': -9.296476}
{' Yes': -0.6334152, ' No': -1.4377116, 'Yes': -2.5431042, 'No': -2.7135828, '\n': -3.0109823}
{' No': -0.3521268, 'No': -1.4455296, '\n': -3.0969002, ' ': -4.8934054, ' Yes': -5.666883}
{' Yes': -0.6190959, ' No': -1.4010057, 'Yes': -2.504638, 'No': -2.8458967, '\n': -3.5794802}
{' Yes': -0.19827497, 'Yes': -2.0565627, ' yes': -3.608517, '\n': -4.2615886, ' ': -5.4749236}
{' Yes': -0.19138376, ' yes': -1.8984722, 'Yes': -4.1313286, ' YES': -5.6213336, 'yes': -6.1314993}
{' Yes': -0.11493964, ' yes': -2.4195242, 'Yes': -4.2654405, ' ': -6.210408, '\n': -6.490036}
{' Yes': -0.18462297, ' yes': -2.005542, 'Yes': -3.763673, ' YES': -5.4682035, 'yes': -5.663824}
{' Yes': -0.1863267, ' yes': -2.0146747, 'Yes': -3.6055748, 'yes': -5.5080667, '\n': -5.866159}
{' Yes': -0.008335389, 'Yes': -5.34708, ' yes': -6.57044, '\n': -6.6762004, ' ': -7.452278}
{' Yes': -0.0056873877, 'Yes': -5.7601557, ' yes': -6.9069777, '\n': -6.984052, ' ': -7.681688}
{' Yes': -0.008115132, 'Yes': -5.7701197, '\n': -5.813064, ' ': -7.076134, ' yes': -7.2106752}
{' Yes': -0.007442125, 'Yes': -5.38483, ' yes': -6.6093974, '\n': -7.1474166, ' ': -7.71639}
{' Yes': -0.039323807, 'Yes': -3.8116608, '\n': -4.6857243, ' ': -5.5333176, ' yes': -6.213793}
{' Yes': -0.037274722, 'Yes': -3.8093445, '\n': -4.7813883, ' ': -5.7615066, ' yes': -6.4860773}
{' Yes': -0.039258897, 'Yes': -4.0386486, '\n': -4.231548, ' ': -5.8439403, ' No': -6.2429934}
{' Yes': -0.026978409, 'Yes': -3.9081638, '\n': -5.5624127, ' ': -6.7002206, ' yes': -6.8645487}
{' Yes': -0.04600748, 'Yes': -3.7108917, '\n': -4.4978275, ' ': -5.3365555, ' yes': -6.1609964}
{' Yes': -0.067202665, 'Yes': -3.6294336, '\n': -3.7420168, ' ': -4.887637, ' An': -5.9864087}
{' Yes': -0.065773174, 'Yes': -3.813597, '\n': -3.9557555, ' No': -4.5942287, ' ': -5.352693}
{' Yes': -0.024594285, 'Yes': -4.062728, '\n': -5.804688, ' ': -6.3930516, ' yes': -6.468228}
{' Yes': -0.014410807, 'Yes': -5.155869, '\n': -5.622441, ' ': -5.713582, ' yes': -6.948418}
{' Yes': -0.011715008, 'Yes': -5.489731, '\n': -5.5806026, ' ': -5.8368354, ' yes': -7.39051}
{' Yes': -0.022730825, '\n': -4.9565763, ' No': -5.0869913, 'Yes': -5.2192674, ' ': -5.850344}
{' Yes': -0.01232152, 'Yes': -4.8966427, '\n': -5.953613, ' ': -6.616319, ' yes': -7.2069016}
{' Yes': -0.77851695, ' No': -0.7994921, 'No': -3.3639393, 'Yes': -3.992876, '\n': -4.218176}
{' No': -0.39278877, ' Yes': -1.4709405, 'No': -2.9577682, '\n': -4.051684, ' ': -4.588532}
{' Yes': -0.48487106, ' No': -1.1169244, 'Yes': -4.085245, 'No': -4.272684, ' ': -4.487694}
{' Yes': -0.0360391, 'Yes': -3.591867, ' ': -6.007894, ' yes': -6.2512336, '\n': -6.3618217}
{' Yes': -0.029498309, 'Yes': -4.2738676, ' yes': -4.715209, ' ': -5.9908676, '\n': -6.070096}
{' Yes': -0.025669957, 'Yes': -4.5481954, ' yes': -5.053641, '\n': -5.570664, ' ': -5.6182756}
{' Yes': -0.02251, 'Yes': -4.3657393, ' yes': -5.160592, '\n': -6.557227, ' ': -6.5726633}
{' Yes': -0.0273427, 'Yes': -4.3256383, ' yes': -4.514601, ' ': -6.8425736, '\n': -6.9295297}
{' No': -0.022691315, 'No': -3.9993927, ' Generally': -6.05054, ' It': -7.5221195, ' Not': -7.7813077}
{' No': -0.04914646, 'No': -3.7496696, ' Generally': -4.7023406, ' It': -5.4565825, ' Yes': -5.8840876}
{' No': -0.019661982, 'No': -4.0481215, ' Generally': -6.5697775, '\n': -8.799216, ' ': -9.084361}
{' No': -0.060477458, 'No': -3.305162, ' Generally': -4.476161, ' It': -6.073748, ' Not': -6.3916783}
{' No': -0.08371344, 'No': -2.5967062, ' Generally': -5.6724105, ' ': -7.651104, ' It': -7.855188}
{' No': -0.070085175, 'No': -2.7719529, ' Generally': -5.854213, ' It': -7.651696, ' ': -8.0310135}
{' No': -0.0817569, 'No': -2.5623114, ' ': -7.491075, ' Generally': -8.066729, ' Ant': -8.55974}
{' No': -0.06586516, 'No': -2.7995574, ' Generally': -6.646122, ' ': -7.5615845, ' AN': -8.024803}
{' No': -0.08298435, 'No': -2.5882602, '\n': -6.4863405, ' ': -6.9901495, ' Generally': -7.0574865}
{' No': -0.06405243, 'No': -2.8447304, '\n': -6.4203033, ' ': -7.109432, ' Generally': -7.5083995}
{' No': -0.09695486, 'No': -2.4189975, '\n': -6.5729103, ' ': -6.825211, ' Generally': -8.037932}
{' No': -0.092885815, 'No': -2.489288, ' ': -6.7391734, '\n': -6.7742414, ' Generally': -6.793287}
{' No': -0.028156763, 'No': -3.7190058, ' Generally': -6.2431235, ' An': -7.21385, ' ': -9.014971}
{' No': -0.032613803, 'No': -3.599083, ' Generally': -6.109392, ' An': -7.204472, ' Ant': -8.216453}
{' No': -0.029793449, 'No': -3.558743, ' Ant': -7.9719887, ' Generally': -8.067228, ' ': -9.153346}
{' No': -0.04399376, 'No': -3.2341087, ' Generally': -6.3769855, ' Ant': -6.7018, ' On': -8.710889}
{' No': -0.14266372, 'No': -2.1237483, '\n': -5.1618133, ' ': -6.0369763, ' Generally': -6.4456}
{' No': -0.13964614, 'No': -2.0923972, '\n': -5.9734583, ' ': -6.4253173, ' Generally': -7.1399264}
{' No': -0.1927115, 'No': -1.8514926, '\n': -5.1450553, ' ': -5.40927, ' Generally': -6.0364547}
{' No': -0.15921931, 'No': -2.0242934, ' AN': -4.9526362, ' ': -5.9700785, '\n': -6.1582046}
{' No': -0.08118524, 'No': -2.7014704, ' Generally': -5.1176934, ' An': -6.5328417, ' ': -7.0731807}
{' No': -0.12525468, 'No': -2.276988, ' Generally': -4.8382306, ' An': -6.3985367, ' Yes': -7.022702}
{' No': -0.085449584, 'No': -2.5814977, ' Ant': -6.300136, ' Generally': -6.345749, ' ': -6.7954655}
{' No': -0.10678005, 'No': -2.4187956, ' Generally': -5.4554343, ' Ant': -5.865799, ' AN': -6.6042547}
{' No': -0.008996021, 'No': -4.9192324, ' ': -6.9328084, '\n': -7.7554502, ' no': -9.347649}
{' No': -0.008649776, 'No': -5.0238667, ' ': -7.5351596, '\n': -7.9766383, ' Generally': -8.069617}
{' No': -0.005337611, 'No': -5.5563703, '\n': -7.1881866, ' ': -7.394589, ' no': -10.2134075}
{' No': -0.010688381, 'No': -4.881021, '\n': -6.7302527, ' ': -6.8368716, ' Generally': -7.793279}
{' No': -0.0732942, 'No': -2.7315123, '\n': -5.913954, ' ': -6.225282, ' An': -8.228439}
{' No': -0.07650779, 'No': -2.6892207, '\n': -5.7793007, ' ': -6.5613937, ' An': -7.9371943}
{' No': -0.040954974, 'No': -3.2839072, ' ': -6.6318226, '\n': -6.9429564, ' Ant': -9.081813}
{' No': -0.06501932, 'No': -2.8690221, ' ': -5.9594855, '\n': -6.105077, ' AN': -7.235483}
{' No': -0.1630056, 'No': -2.427866, '\n': -2.9537697, ' ': -4.7902217, ' An': -7.592951}
{' No': -0.16634959, 'No': -2.337477, '\n': -3.063284, ' ': -4.8826375, ' An': -6.9465714}
{' No': -0.23765625, '\n': -2.0952935, 'No': -2.5975976, ' ': -4.3987355, ' Ant': -7.384582}
{' No': -0.20753671, 'No': -2.3572845, '\n': -2.5204124, ' ': -4.5543118, ' AN': -7.3392787}
{' No': -0.016812949, 'No': -4.157972, ' ': -7.2097907, '\n': -9.12304, ' NO': -9.836673}
{' No': -0.012191728, 'No': -4.4583144, ' ': -7.991668, '\n': -9.787323, ' An': -10.000912}
{' No': -0.008889931, 'No': -4.768446, ' ': -8.3212805, '\n': -9.933946, ' Ant': -10.528725}
{' No': -0.015635094, 'No': -4.1978498, ' ': -8.07148, '\n': -9.796381, ' AN': -10.533}
{' No': -0.29169336, 'No': -1.5257746, '\n': -3.851334, ' ': -4.638616, ' NO': -6.5268455}
{' No': -0.29136115, 'No': -1.4554504, '\n': -4.4383893, ' ': -5.117297, ' An': -7.6954074}
{' No': -0.2451375, 'No': -1.647201, '\n': -4.1671515, ' ': -5.0747414, ' NO': -6.7359076}
{' No': -0.3065055, 'No': -1.4163973, '\n': -4.4926605, ' ': -4.8962283, ' AN': -6.8024707}
{' No': -0.051438294, 'No': -3.1909513, ' ': -5.6029515, ' An': -6.490105, ' no': -6.9412384}
{' No': -0.05855802, 'No': -3.129061, ' An': -5.6895537, ' ': -5.996474, ' Generally': -6.501462}
{' No': -0.05762128, 'No': -3.00338, ' ': -6.0925384, ' no': -6.63927, '\n': -6.7748933}
{' No': -0.07014329, 'No': -2.9568715, ' ': -5.494313, ' AN': -5.5528045, '\n': -6.2408404}
{' No': -0.15814118, 'No': -1.9941206, ' An': -6.128806, ' no': -6.4357047, ' Generally': -6.442301}
{' No': -0.18205115, 'No': -1.9031833, ' AN': -5.6712503, ' An': -6.0437965, ' Generally': -6.070501}
{' No': -0.18643953, 'No': -1.8888016, ' no': -5.322053, ' Ant': -5.672955, ' ': -6.0806894}
{' No': -0.19314392, 'No': -1.8994597, ' AN': -4.8466406, ' Ant': -5.6499677, ' Generally': -5.654015}
{' No': -0.12673593, 'No': -2.134827, ' ': -8.32087, ' no': -8.323094, ' NO': -9.641549}
{' No': -0.12401814, 'No': -2.1525693, ' ': -8.548698, ' AN': -9.513628, ' no': -9.584859}
{' No': -0.15777065, 'No': -1.9330984, ' Generally': -7.530286, ' ': -8.229173, ' Ant': -9.410764}
{' No': -0.19985491, 'No': -1.7186117, ' AN': -7.449755, ' Generally': -7.4989686, ' ': -8.225908}
{' No': -0.17676261, 'No': -1.8280019, ' ': -7.4815025, '\n': -8.862241, ' An': -9.222398}
{' No': -0.2278277, 'No': -1.5999972, ' ': -7.591496, ' AN': -7.7734585, '\n': -8.205779}
{' No': -0.23003927, 'No': -1.5956913, ' ': -7.3502827, '\n': -7.6875954, ' Generally': -7.748722}
{' No': -0.2918805, 'No': -1.405732, ' AN': -5.4941506, '\n': -6.911745, ' ': -7.132459}
{' No': -0.035562918, 'No': -3.372866, ' ': -8.270187, ' no': -9.035811, ' Generally': -9.6168375}
{' No': -0.060255352, 'No': -2.84696, ' ': -8.768666, ' no': -9.78407, ' Generally': -9.893431}
{' No': -0.071756065, 'No': -2.6906507, ' ': -7.715312, ' Generally': -8.210271, ' Ant': -8.269664}
{' No': -0.057174545, 'No': -2.9323194, ' Generally': -6.9995685, ' Ant': -7.617971, ' ': -8.077713}
{' No': -0.5414631, 'No': -0.88397324, ' Generally': -7.054427, ' ': -7.123083, ' It': -7.431334}
{' No': -0.625371, 'No': -0.7874098, ' AN': -4.9397154, ' ': -7.1567445, '\n': -7.332299}
{' No': -0.5251742, 'No': -0.9245902, ' Ant': -5.495162, ' Generally': -5.9933453, '\n': -6.6916337}
{'No': -0.6238987, ' No': -0.7944958, ' AN': -4.8302126, '\n': -6.6805825, ' ': -6.858794}
{' No': -0.12871027, 'No': -2.134606, '\n': -7.4042087, ' ': -7.4547386, ' An': -7.6388187}
{' No': -0.12811549, 'No': -2.1984642, ' AN': -4.9577928, '\n': -7.332635, ' no': -7.64911}
{' No': -0.17611177, 'No': -1.891356, ' Ant': -5.281445, ' Generally': -6.2566447, ' ': -7.1384664}
{' No': -0.22160617, 'No': -1.6731863, ' AN': -5.5766997, ' Generally': -6.0402293, ' Yes': -6.7741156}
{' No': -0.010953375, 'No': -5.2905536, ' no': -5.691737, ' ': -6.142833, '\n': -8.866648}
{' No': -0.019634748, 'No': -4.449528, ' no': -5.5341225, ' ': -5.9000945, '\n': -7.498568}
{' No': -0.012889517, 'No': -4.978189, ' no': -5.600801, ' ': -6.5282574, '\n': -7.768737}
{' No': -0.025687631, 'No': -4.1814947, ' no': -5.0766635, ' ': -6.063199, '\n': -7.051531}
{' No': -0.097492196, 'No': -2.4490507, ' ': -5.8948684, '\n': -6.43914, ' no': -6.6145906}
{' No': -0.11829456, 'No': -2.244994, '\n': -6.1131387, ' ': -6.1621156, ' no': -7.5773954}
{' No': -0.08536343, 'No': -2.598959, '\n': -5.5594764, ' ': -6.1279025, ' no': -6.993293}
{' No': -0.1241261, 'No': -2.2306857, '\n': -5.4262996, ' ': -5.778854, ' no': -7.2805357}
{' No': -0.16647194, 'No': -2.1339154, '\n': -3.6287694, ' ': -5.228774, ' no': -6.546379}
{' No': -0.2593784, 'No': -1.7312583, '\n': -3.1303232, ' ': -5.130838, ' no': -7.347166}
{' No': -0.19981064, 'No': -2.185849, '\n': -2.8194606, ' ': -5.075316, ' no': -6.8651943}
{' No': -0.2521443, 'No': -1.8402675, '\n': -2.9174254, ' ': -4.8516107, ' no': -7.3333673}
{' No': -0.029842697, 'No': -3.611439, ' ': -6.6958547, ' no': -7.47348, '\n': -7.9178667}
{' No': -0.041281033, 'No': -3.2417526, ' ': -7.285776, '\n': -8.220229, ' no': -8.61819}
{' No': -0.03306276, 'No': -3.4759736, ' no': -7.480553, ' ': -7.534617, '\n': -7.959922}
{' No': -0.050709568, 'No': -3.037928, ' ': -7.452561, ' no': -7.910556, '\n': -8.039313}
{' No': -0.30220985, 'No': -1.5750618, '\n': -3.3691063, ' ': -4.9036703, ' no': -4.931263}
{' No': -0.39436248, 'No': -1.2902861, '\n': -3.1822517, ' ': -5.162108, ' no': -6.259041}
{' No': -0.27270082, 'No': -1.62001, '\n': -3.741736, ' no': -5.082978, ' ': -5.104034}
{' No': -0.28515202, 'No': -1.5545573, '\n': -3.7466652, ' ': -4.9482913, ' no': -5.5654078}
{' No': -0.08845029, 'No': -3.126467, ' no': -3.5338025, ' ': -5.32915, '\n': -5.8239794}
{' No': -0.08573489, 'No': -2.908401, ' no': -4.2494464, ' ': -5.4014173, '\n': -5.6327214}
{' No': -0.10899402, 'No': -2.7712598, ' no': -3.6388116, '\n': -5.1028485, ' ': -5.659397}
{' No': -0.1558786, 'No': -2.388474, ' no': -3.430945, '\n': -5.0091915, ' ': -5.3861146}
{' No': -0.01742632, 'No': -4.622807, '\n': -5.421452, ' ': -5.9742856, ' NO': -9.027465}
{' No': -0.010485737, 'No': -5.118764, '\n': -6.826724, ' ': -7.0403295, ' Generally': -7.091952}
{' No': -0.0131663885, 'No': -5.0621505, '\n': -5.2201056, ' ': -6.743097, ' NO': -10.138535}
{' No': -0.01800857, 'No': -4.4797354, '\n': -5.6733127, ' ': -6.4302115, ' Generally': -7.3949933}
{' No': -0.09505188, 'No': -2.7023458, '\n': -4.0903673, ' ': -5.125146, ' An': -8.142787}
{' No': -0.083095685, 'No': -2.7541602, '\n': -4.565361, ' ': -5.686348, ' An': -7.2167454}
{' No': -0.094269544, 'No': -3.1574123, '\n': -3.193913, ' ': -5.111876, ' Ant': -9.341912}
{' No': -0.093885995, 'No': -2.8033316, '\n': -3.7841685, ' ': -5.390768, ' Generally': -7.2095423}
{' No': -0.09979772, 'No': -2.797025, '\n': -3.663652, ' ': -5.008367, ' An': -7.2106104}
{' No': -0.09213673, 'No': -2.8114016, '\n': -3.9717143, ' ': -5.1049695, ' An': -6.791141}
{' No': -0.108651765, '\n': -2.9873767, 'No': -3.1273265, ' ': -4.9527526, ' Ant': -6.958926}
{' No': -0.0703481, 'No': -3.027398, '\n': -4.3682985, ' ': -5.391137, ' Ant': -6.9443297}
{' No': -0.02719098, 'No': -4.015884, ' ': -5.3425307, '\n': -5.702646, ' An': -7.834693}
{' No': -0.021027243, 'No': -4.23306, ' ': -5.745808, '\n': -6.0390987, ' An': -8.262386}
{' No': -0.026744826, 'No': -4.2115574, '\n': -4.8122725, ' ': -5.7562003, ' Ant': -9.032318}
{' No': -0.029678501, 'No': -3.8696768, '\n': -5.317814, ' ': -5.815294, ' Ant': -8.345785}
{' No': -0.06133184, 'No': -3.0593917, ' ': -5.0342894, '\n': -5.313071, ' An': -7.5295863}
{' No': -0.06783933, 'No': -2.867741, '\n': -5.50487, ' ': -5.529494, ' An': -8.216544}
{' No': -0.060589794, 'No': -3.2878768, '\n': -4.391215, ' ': -4.8183546, ' NO': -8.112072}
{' No': -0.055204865, 'No': -3.1098578, ' ': -5.349478, '\n': -5.682099, ' Ant': -8.302427}
{' No': -0.050702106, 'No': -3.394204, ' ': -4.9692144, '\n': -5.2278557, ' An': -6.539113}
{' No': -0.048725, 'No': -3.6392994, ' ': -5.0809646, '\n': -5.157949, ' An': -5.581657}
{' No': -0.040466268, 'No': -3.5649297, '\n': -5.218208, ' ': -5.4486747, ' Ant': -7.624403}
{' No': -0.04696038, 'No': -3.4000883, ' ': -5.505314, '\n': -5.8045716, ' Ant': -6.434677}
{' Yes': -0.007794076, 'Yes': -5.6046796, ' Generally': -5.7660623, ' No': -8.1705265, ' yes': -8.508629}
{' Yes': -0.019969251, ' Generally': -4.7725444, 'Yes': -5.219344, ' It': -6.0500865, ' No': -6.3846846}
{' Yes': -0.032301515, ' Generally': -4.1447587, ' No': -5.3032117, 'Yes': -5.481241, ' On': -5.935144}
{' Yes': -0.076747626, ' Generally': -3.6014001, ' It': -4.3447037, ' No': -4.5352554, 'Yes': -5.080095}
{' Yes': -0.046775114, ' No': -3.9277391, 'Yes': -4.3084326, ' Generally': -4.738305, 'No': -6.5845327}
{' Yes': -0.054531753, ' Generally': -4.134476, 'Yes': -4.3760514, ' No': -4.490479, ' It': -4.8633924}
{' Yes': -0.05000105, ' No': -4.0990715, 'Yes': -4.299249, ' Generally': -4.5151954, ' Pigs': -5.956167}
{' Yes': -0.05651872, ' No': -4.110325, 'Yes': -4.298151, ' Generally': -4.3953266, ' Pigs': -5.618536}
{' Yes': -0.07364098, ' No': -3.0257185, 'Yes': -4.3860493, 'No': -5.9091625, ' Generally': -6.11453}
{' Yes': -0.042604946, 'Yes': -4.0253587, ' No': -4.250317, ' It': -6.356587, ' Generally': -6.3877716}
{' Yes': -0.24014342, ' No': -1.7391974, 'Yes': -4.4261975, 'No': -4.634011, ' Pigs': -5.2275777}
{' Yes': -0.041113082, 'Yes': -4.06629, ' No': -4.365656, ' Generally': -6.010412, ' Pigs': -6.060879}
{' Yes': -0.014934973, ' Generally': -4.957573, 'Yes': -5.4064846, ' No': -6.5571976, ' A': -7.006857}
{' Yes': -0.028756764, ' Generally': -4.189071, 'Yes': -5.3521705, ' No': -5.9885664, ' It': -6.0135756}
{' Yes': -0.051357783, ' Generally': -3.993666, ' Pigs': -4.6001153, ' No': -4.968554, 'Yes': -5.0434957}
{' Yes': -0.06467423, ' Generally': -3.7518137, ' No': -4.446497, ' Pigs': -4.4680686, 'Yes': -4.9717712}
{' No': -0.3136966, ' Yes': -1.9564596, 'No': -2.5141609, ' Generally': -4.10515, '\n': -4.9219823}
{' Yes': -0.2016908, ' No': -2.5647144, ' It': -3.5561273, 'Yes': -3.9472978, ' Generally': -4.0341473}
{' Yes': -0.11082761, ' No': -3.1580267, 'Yes': -3.8202734, ' Pigs': -4.665612, ' Generally': -4.8352547}
{' Yes': -0.5516193, ' No': -1.2897671, 'No': -3.3243032, 'Yes': -3.75497, ' It': -3.8114676}
{' Yes': -0.21356432, ' No': -2.0292304, ' Generally': -3.5526543, 'Yes': -4.538687, 'No': -4.786707}
{' Yes': -0.03032715, 'Yes': -4.258356, ' Generally': -4.953829, ' A': -5.9631615, ' No': -6.5620785}
{' Yes': -0.06380876, ' No': -3.8542216, 'Yes': -3.9872112, ' Generally': -4.8648233, ' Pigs': -5.3417397}
{' Yes': -0.045245238, 'Yes': -3.5631568, ' yes': -5.615998, ' Generally': -5.69031, ' No': -6.0625105}
{' Yes': -0.0056532193, 'Yes': -5.5111766, ' yes': -7.2402515, ' ': -7.8217063, '\n': -8.501737}
{' Yes': -0.006499127, 'Yes': -5.484999, ' yes': -7.441075, ' ': -7.6916294, ' Generally': -7.814704}
{' Yes': -0.005374525, 'Yes': -5.6868143, ' yes': -7.477685, ' No': -7.5643325, '\n': -8.042304}
{' Yes': -0.012918196, 'Yes': -5.5191836, ' No': -5.9328723, ' Generally': -6.4402018, ' yes': -6.5840755}
{' Yes': -0.6801364, ' No': -0.83944196, 'No': -3.6528916, 'Yes': -4.7363553, ' A': -4.862597}
{' Yes': -0.09391212, ' No': -3.3395076, 'Yes': -4.158134, ' A': -4.59618, ' It': -4.7404156}
{' Yes': -0.10628588, ' No': -2.824107, 'Yes': -4.0722528, ' Pigs': -5.1197305, '\n': -5.2360544}
{' Yes': -0.07951361, ' No': -3.226074, 'Yes': -4.303526, ' Pigs': -5.066393, ' Generally': -5.3345757}
{' Yes': -0.26664755, ' No': -2.443312, '\n': -2.7908478, 'Yes': -3.4050903, ' A': -3.890005}
{' Yes': -0.14987436, '\n': -2.9543192, 'Yes': -3.5701795, ' No': -3.6661172, ' ': -4.162434}
{' Yes': -0.86170614, ' No': -1.3546355, '\n': -1.505791, ' ': -3.287699, 'No': -3.5699198}
{' No': -0.9188869, ' Yes': -1.1346635, '\n': -1.7879417, 'No': -3.2730813, ' ': -3.4817896}
{' Yes': -0.010655969, ' No': -5.3819766, 'Yes': -5.432388, ' ': -7.3471427, ' yes': -7.725591}
{' Yes': -0.0053726076, 'Yes': -5.7254596, ' No': -6.86741, ' yes': -7.831029, ' ': -8.215623}
{' Yes': -0.016688941, ' No': -4.7267337, 'Yes': -5.232673, ' yes': -7.3379626, ' ': -7.4851027}
{' Yes': -0.015483627, ' No': -4.662145, 'Yes': -5.5242496, ' yes': -7.316325, ' ': -8.011127}
{' No': -0.41098347, 'No': -1.5229943, ' Yes': -2.896274, '\n': -3.676596, ' ': -4.255407}
{' Yes': -0.5607037, ' No': -1.5776504, 'Yes': -2.6952386, 'No': -2.7386575, '\n': -3.2870812}
