{'\n': -11.393823, ' ': -10.280131, ' Yes': -0.004631475, ' yes': -10.561475, 'Yes': -5.4026356}
{' No': -0.05295904, '\n': -5.927659, ' ': -6.1676188, 'No': -3.0911403, ' Yes': -6.8671556}
{' No': -0.06864129, '\n': -5.118528, ' ': -5.4965568, 'No': -2.9471507, ' Yes': -5.797671}
{' No': -0.019693287, '\n': -7.3242526, ' ': -5.8878474, 'No': -4.160427, ' Yes': -8.820152}
{' No': -0.09136889, '\n': -5.0415545, ' ': -5.326642, 'No': -2.6133397, ' Yes': -6.1134143}
{' No': -0.29280588, '\n': -4.9076376, ' ': -5.305472, 'No': -3.3996365, ' Yes': -1.6007072}
{' No': -0.027605403, '\n': -9.229137, 'No': -3.6273577, ' Yes': -8.710894, ' February': -8.738043}
{' No': -0.07167788, '\n': -9.025731, ' ': -7.420612, 'No': -2.686424, ' February': -9.033161}
{' No': -0.08434774, '\n': -7.4023137, ' ': -7.324728, 'No': -2.535546, ' February': -8.855266}
{' No': -0.020717883, ' ': -9.741807, 'No': -3.8984072, ' Yes': -10.853529, ' February': -9.256284}
{' No': -0.09891492, '\n': -6.649328, ' ': -6.5856915, 'No': -2.3992498, ' February': -8.073204}
{' No': -0.079295695, '\n': -7.449087, ' ': -7.6013966, 'No': -2.601457, ' February': -8.145898}
{' No': -0.004999756, '\n': -8.2258, ' ': -6.656351, 'No': -5.710793, ' no': -9.762791}
{' No': -0.03432818, '\n': -7.4921274, ' ': -6.6451793, 'No': -3.4526932, ' no': -9.470586}
{' No': -0.054627687, '\n': -5.287795, ' ': -5.7880106, 'No': -3.1114988, ' no': -8.720447}
{' No': -0.006497088, '\n': -10.341544, ' ': -7.0562253, 'No': -5.1970983, ' no': -10.500994}
{' No': -0.15877035, '\n': -5.053147, ' ': -4.941685, 'No': -2.0234573, ' no': -7.9136224}
{' No': -0.042266946, '\n': -7.2351027, ' ': -6.0206246, 'No': -3.3080766, ' no': -6.914301}
{' No': -0.091357395, '\n': -7.561261, ' ': -6.5421867, 'No': -2.5024862, ' no': -5.965576}
{' No': -0.11595383, ' ': -7.4170866, 'No': -2.2233279, 'no': -9.293047, ' no': -8.38348}
{' No': -0.16385004, '\n': -8.033531, ' ': -6.802335, 'No': -1.9035904, ' no': -8.75335}
{' False': -9.6447315, ' No': -0.034773905, ' ': -7.8313236, 'No': -3.400178, ' no': -8.684969}
{' No': -0.4326928, '\n': -7.041298, ' ': -7.248685, 'No': -1.0532049, 'no': -8.293067}
{' No': -0.0749242, ' ': -8.09605, 'No': -2.6400812, 'no': -9.650669, ' no': -8.235338}
{' No': -0.031956594, '\n': -7.353585, ' ': -5.312949, 'No': -4.9529843, ' no': -3.9995143}
{' No': -0.047584392, '\n': -7.2628474, ' ': -6.0224814, 'No': -3.1739004, ' no': -6.6468244}
{' No': -0.10138317, '\n': -5.399641, ' ': -5.500473, 'No': -2.4597263, ' no': -6.3532887}
{' No': -0.021567803, '\n': -7.994615, ' ': -6.3542857, 'No': -4.015104, ' no': -6.8421645}
{' No': -0.23556739, '\n': -3.8847601, ' ': -4.7992153, 'No': -1.7531112, ' no': -5.186708}
{' No': -0.09256793, '\n': -5.4721723, ' ': -5.6034274, 'No': -3.424385, ' no': -3.087548}
{' No': -0.0057442775, '\n': -7.3495946, ' ': -6.7124777, 'No': -5.614396, ' no': -9.06891}
{' No': -0.0399255, '\n': -6.1093187, ' ': -6.2358274, 'No': -3.3637607, ' no': -9.12525}
{' No': -0.04809869, '\n': -5.647328, ' ': -5.8592997, 'No': -3.217389, ' no': -8.912518}
{' No': -0.010765981, '\n': -7.779345, ' ': -6.039834, 'No': -4.861567, ' no': -9.732863}
{' No': -0.053543746, '\n': -5.5206895, ' ': -5.6515164, 'No': -3.118443, ' no': -8.7776785}
{' No': -0.043209765, '\n': -5.591226, ' ': -5.452953, 'No': -3.435559, ' no': -6.77076}
{' No': -0.36382207, 'No': -4.583209, ' April': -6.9549704, ' Yes': -1.2389576, 'Yes': -6.90902}
{' No': -0.05410917, ' ': -7.937551, 'No': -3.0135264, ' Yes': -5.953777, ' It': -8.703912}
{' No': -0.08631101, '\n': -8.042907, ' ': -7.1506763, 'No': -2.562635, ' Yes': -5.50654}
{' No': -0.017076781, ' Not': -9.752767, ' ': -9.388691, 'No': -4.1514416, ' Yes': -7.092331}
{' No': -0.15672372, '\n': -6.025091, ' ': -6.099592, 'No': -2.105431, ' Yes': -4.09631}
{' No': -0.12444169, ' ': -7.3144617, 'No': -2.5926347, ' Yes': -3.2421114, 'Yes': -7.159809}
{' No': -0.005121308, '\n': -8.01609, ' ': -6.8334694, 'No': -5.644773, ' no': -9.980354}
{' No': -0.04076411, '\n': -7.00884, ' ': -6.6044383, 'No': -3.2930603, ' Yes': -8.128374}
{' No': -0.058475614, '\n': -5.019701, ' ': -5.4575157, 'No': -3.0948448, ' Yes': -8.876692}
{' No': -0.006181754, '\n': -10.404606, ' ': -7.451626, 'No': -5.201809, ' no': -10.712038}
{' No': -0.16382462, '\n': -4.5613914, ' ': -4.899969, 'No': -2.0250213, ' no': -7.762615}
{' No': -0.041370053, '\n': -7.1302114, ' ': -6.4344263, 'No': -3.307012, ' no': -7.3076296}
{' No': -0.073851824, ' ': -6.847611, 'No': -2.730832, ' Yes': -7.590743, ' no': -5.8088007}
{' No': -0.1066461, ' ': -7.6497, 'No': -2.3429894, ' Yes': -5.561985, ' no': -8.437332}
{' No': -0.20912644, ' ': -6.633861, 'No': -2.197791, ' Yes': -2.6538, 'Yes': -5.553027}
{' No': -0.04199209, ' ': -8.007125, 'No': -3.2178266, ' Yes': -7.8947463, ' no': -8.660876}
{' No': -0.3121393, ' ': -7.0327897, 'No': -1.3618944, ' Yes': -4.7605186, 'Yes': -6.8709116}
{' No': -0.13588962, ' ': -7.998435, 'No': -2.073737, ' Yes': -7.620076, ' no': -8.265156}
{' No': -0.018904114, '\n': -7.2237697, ' ': -5.3314037, 'No': -5.2635694, ' no': -4.861807}
{' No': -0.046774298, '\n': -7.05031, ' ': -5.9985414, 'No': -3.1940463, ' no': -6.7886}
{' No': -0.115243725, '\n': -4.642612, ' ': -5.0416594, 'No': -2.4099689, ' no': -6.1758723}
{' No': -0.030283775, '\n': -7.148432, ' ': -6.2843976, 'No': -3.6413524, ' no': -7.2559357}
{' No': -0.24027067, '\n': -3.5304632, ' ': -4.641161, 'No': -1.7922649, ' no': -5.1578436}
{' No': -0.085048184, '\n': -4.985875, ' ': -5.721152, 'No': -3.2504768, ' no': -3.5064843}
{' No': -0.004457295, '\n': -8.03736, ' ': -6.976407, 'No': -5.8123465, ' no': -9.342126}
{' No': -0.03663044, '\n': -5.7783422, ' ': -6.13619, 'No': -3.4951398, ' Yes': -9.059318}
{' No': -0.058133982, '\n': -5.412077, ' ': -5.637368, 'No': -3.098684, ' Yes': -5.867784}
{' No': -0.013635102, '\n': -7.229268, ' ': -5.911639, 'No': -4.6102405, ' no': -9.87496}
{' No': -0.0609737, '\n': -5.4054046, ' ': -5.463204, 'No': -3.0003107, ' Yes': -8.458758}
{' No': -0.045145396, '\n': -4.980522, ' ': -5.4893503, 'No': -3.5209296, ' Yes': -6.5176005}
{'\n': -11.223488, ' ': -10.685908, ' Yes': -0.0046441713, ' yes': -10.089545, 'Yes': -5.396669}
{' No': -2.5726712, ' ': -7.7092123, 'No': -5.9103327, ' Yes': -0.09605331, 'Yes': -4.466367}
{' No': -1.9573436, ' ': -6.661752, 'No': -5.0478816, ' Yes': -0.18521458, 'Yes': -3.9653888}
{' No': -5.440371, ' April': -8.643747, ' Yes': -0.007376312, 'Yes': -5.9981675, ' Chron': -8.723974}
{' No': -4.157509, ' ': -6.6261086, 'No': -6.6037498, ' Yes': -0.053133085, 'Yes': -3.4511163}
{' No': -8.938639, ' ': -8.627046, ' Yes': -0.016254118, ' yes': -8.168921, 'Yes': -4.180923}
{' No': -6.0540586, ' ': -7.9638333, ' Yes': -0.004616685, ' yes': -8.582175, 'Yes': -6.4553404}
{' No': -4.992672, '\n': -7.1739154, ' ': -6.650528, ' Yes': -0.027672008, 'Yes': -4.0397573}
{' No': -2.6103392, '\n': -4.4057264, ' ': -4.7158804, ' Yes': -0.13267253, 'Yes': -3.6953669}
{' No': -0.039144654, ' ': -7.2536488, 'No': -5.84894, ' Yes': -3.3658447, 'Yes': -9.192234}
{' No': -0.414006, ' ': -4.311641, 'No': -2.5279949, ' Yes': -1.5512359, 'Yes': -3.9516408}
{' No': -5.4838567, ' ': -6.6661444, ' Yes': -0.023682415, ' yes': -5.968688, 'Yes': -4.270171}
{' No': -4.7808523, ' ': -7.0352693, ' Yes': -0.05002906, ' yes': -4.7589817, 'Yes': -3.5294065}
{' No': -0.35755032, ' ': -7.345183, 'No': -3.0307739, ' Yes': -1.4157168, 'Yes': -4.8044496}
{' No': -0.59444815, ' ': -6.267335, 'No': -3.097557, ' Yes': -0.9639131, 'Yes': -4.0476437}
{' No': -0.041285258, ' ': -7.9185424, 'No': -3.5470986, ' Yes': -4.5313306, 'Yes': -8.554043}
{' No': -1.0937715, ' ': -6.57144, 'No': -2.1785607, ' Yes': -0.71282434, 'Yes': -2.8586888}
{' No': -0.2107468, ' ': -7.3660836, 'No': -2.9214268, ' Yes': -2.0400236, 'Yes': -5.4219}
{' No': -5.7804213, ' ': -5.8668942, ' Yes': -0.054770473, ' yes': -3.1548886, 'Yes': -5.6063294}
{'\n': -6.9662547, ' ': -6.294853, ' Yes': -0.03851156, ' yes': -4.96554, 'Yes': -3.6098022}
{'\n': -4.931343, ' ': -5.125477, ' Yes': -0.08961322, ' yes': -4.7741165, 'Yes': -2.823427}
{' No': -0.06782709, '\n': -7.230764, ' ': -6.3070164, 'No': -4.3170776, ' Yes': -3.0267863}
{' No': -0.5422748, '\n': -3.040453, 'No': -2.1823885, ' Yes': -1.579777, 'Yes': -3.5591605}
{'\n': -5.571231, ' ': -6.177415, ' Yes': -0.13317351, ' yes': -2.3292317, 'Yes': -4.040591}
{' No': -5.339607, '\n': -7.5212793, ' ': -7.359851, ' Yes': -0.008597831, 'Yes': -6.182651}
{' No': -5.653327, '\n': -6.2914495, ' ': -6.6503243, ' Yes': -0.026215538, 'Yes': -3.9954402}
{' No': -5.47623, '\n': -5.3690715, ' ': -5.559278, ' Yes': -0.035770338, 'Yes': -3.8508146}
{' No': -0.17468566, '\n': -6.8863635, ' ': -5.841695, 'No': -5.353032, ' Yes': -1.8932753}
{' No': -1.6980262, '\n': -4.5067325, ' ': -4.609655, ' Yes': -0.27808523, 'Yes': -3.5395727}
{'\n': -5.746147, ' ': -5.9620476, ' Yes': -0.024316985, ' yes': -5.7209787, 'Yes': -4.395853}
{' ': -10.446364, ' Generally': -10.221062, ' Yes': -0.0031210193, ' yes': -10.589943, 'Yes': -5.823517}
{' No': -0.08354353, ' ': -7.5185914, 'No': -2.7296042, ' Yes': -4.3779445, ' It': -7.5217333}
{' No': -0.12332279, '\n': -7.1639214, ' ': -6.758678, 'No': -2.3374207, ' Yes': -4.1330404}
{' No': -0.2714148, 'No': -4.3611994, ' Yes': -1.5285825, ' February': -5.289138, 'Yes': -7.0799656}
{' No': -0.19854596, '\n': -5.7698236, 'No': -2.2001157, ' Yes': -2.8174672, 'Yes': -5.977842}
{' No': -2.040744, 'No': -4.6546526, ' Yes': -0.16853851, ' February': -6.424836, 'Yes': -4.51049}
{' No': -0.007751787, '\n': -7.5107455, ' ': -6.5650024, 'No': -5.3500347, ' Yes': -7.2270737}
{' No': -0.05542648, '\n': -7.052952, ' ': -6.418091, 'No': -2.9780376, ' Yes': -8.324381}
{' No': -0.100684114, '\n': -4.6384764, ' ': -5.257476, 'No': -2.5263758, ' Yes': -8.132838}
{' No': -0.010044447, '\n': -9.943279, ' ': -6.9520574, 'No': -4.720057, ' February': -10.829657}
{' No': -0.20358603, '\n': -4.578274, ' ': -4.8310986, 'No': -1.8042328, ' no': -8.087798}
{' No': -0.071257785, ' ': -6.0665965, 'No': -3.2176106, ' Yes': -3.820615, ' February': -6.159264}
{' No': -0.10330651, ' ': -6.237834, 'No': -2.4658515, ' Yes': -5.058147, ' no': -6.2077794}
{' No': -0.109447025, ' ': -7.7523556, 'No': -2.4010272, ' Yes': -4.497892, 'Yes': -7.903554}
{' No': -0.29555285, ' ': -6.6718707, 'No': -1.9404293, ' Yes': -2.277206, 'Yes': -5.022882}
{' No': -0.04752539, ' ': -7.389214, 'No': -3.1763036, ' Yes': -5.692682, ' no': -8.607242}
{' No': -0.44940272, ' ': -6.7921424, 'No': -1.3195142, ' Yes': -2.5056353, 'Yes': -4.7187257}
{' No': -0.09275149, ' ': -7.753827, 'No': -2.5305777, ' Yes': -4.8827558, 'Yes': -8.280233}
{' No': -0.028802956, '\n': -6.7771745, ' ': -4.933916, 'No': -4.391817, ' no': -4.948784}
{' No': -0.0760216, '\n': -6.796362, ' ': -5.799305, 'No': -2.690451, ' no': -7.3706093}
{' No': -0.16977179, '\n': -4.396504, ' ': -4.979502, 'No': -2.0052876, ' no': -6.9597435}
{' No': -0.036471244, '\n': -7.5918903, ' ': -5.95582, 'No': -3.4374893, ' no': -7.845733}
{' No': -0.26107705, '\n': -3.5862658, ' ': -4.848497, 'No': -1.6713288, ' no': -5.7619267}
{' No': -0.08866194, '\n': -4.852463, 'No': -2.9898937, ' Yes': -5.5532327, ' no': -4.09965}
{' No': -0.010673743, '\n': -7.0347443, ' ': -6.4197965, 'No': -5.2178497, ' Yes': -6.0328875}
{' No': -0.051987268, '\n': -5.705097, ' ': -5.9857183, 'No': -3.1187463, ' Yes': -8.204364}
{' No': -0.074491374, '\n': -5.1117783, ' ': -5.3992305, 'No': -2.8283098, ' Yes': -6.585738}
{' No': -0.016573913, '\n': -7.2102532, ' ': -5.705647, 'No': -4.4193563, ' February': -8.951627}
{' No': -0.08418602, '\n': -5.198646, ' ': -5.451217, 'No': -2.661382, ' Yes': -7.3050547}
{' No': -0.10639467, '\n': -5.229538, ' ': -5.523642, 'No': -3.239348, ' Yes': -3.0146644}
{' No': -0.022512317, ' ': -9.3665495, 'No': -3.8876684, ' Yes': -6.861688, ' February': -8.158592}
{' No': -0.07330138, '\n': -8.84504, ' ': -7.1745663, 'No': -2.668911, ' February': -8.561762}
{' No': -0.067032345, '\n': -7.6057625, ' ': -7.1853905, 'No': -2.7663655, ' February': -7.872695}
{' No': -0.021320198, ' ': -9.42984, 'No': -3.8862302, ' Yes': -9.977994, ' February': -7.967992}
{' No': -0.09866978, '\n': -6.600488, ' ': -6.576893, 'No': -2.4084327, ' February': -7.258989}
{' No': -0.07945624, '\n': -7.84457, ' ': -7.7050033, 'No': -2.6039083, ' February': -7.2923055}
{' No': -0.004709445, '\n': -7.89758, ' ': -6.6159477, 'No': -5.854969, ' no': -10.015764}
{' No': -0.035364244, '\n': -6.8942566, ' ': -6.2767982, 'No': -3.4550972, ' no': -9.465688}
{' No': -0.053005174, '\n': -5.0411983, ' ': -5.4626803, 'No': -3.2117686, ' no': -8.78236}
{' No': -0.0070998413, '\n': -9.918491, ' ': -6.698998, 'No': -5.1617303, ' no': -10.368778}
{' No': -0.16003199, '\n': -4.8649955, ' ': -4.9413257, 'No': -2.026512, ' no': -7.983706}
{' No': -0.039539944, '\n': -7.270719, ' ': -5.9361553, 'No': -3.3869214, ' no': -7.034381}
{' No': -0.0904036, '\n': -7.7467, ' ': -6.5058045, 'No': -2.5056753, ' no': -6.222124}
{' No': -0.09657382, ' ': -7.6324906, 'No': -2.396676, ' Yes': -9.389636, ' no': -8.733263}
{' No': -0.14450958, '\n': -8.227411, ' ': -6.770604, 'No': -2.0224907, ' no': -8.554533}
{' False': -9.776653, ' No': -0.031357028, ' ': -7.690285, 'No': -3.5057871, ' no': -8.813173}
{' No': -0.47333828, '\n': -7.0518084, ' ': -7.22482, 'No': -0.9819348, 'no': -8.463298}
{' No': -0.0790795, '\n': -9.564988, ' ': -7.869049, 'No': -2.5878932, ' no': -8.490926}
{' No': -0.030963492, '\n': -7.0253468, ' ': -5.160474, 'No': -4.994058, ' no': -4.100147}
{' No': -0.048663422, '\n': -6.8656325, ' ': -5.8336673, 'No': -3.1768427, ' no': -6.4507866}
{' No': -0.11275273, '\n': -5.0825825, ' ': -5.3944983, 'No': -2.371351, ' no': -6.2960887}
{' No': -0.020528344, '\n': -7.7836623, ' ': -6.1679525, 'No': -4.085414, ' no': -7.0863085}
{' No': -0.24563937, '\n': -3.8214324, ' ': -4.8926964, 'No': -1.7104219, ' no': -5.2317185}
{' No': -0.07895546, '\n': -5.5551953, ' ': -5.6115494, 'No': -3.4535244, ' no': -3.3636744}
{' No': -0.0069267903, '\n': -7.2534394, ' ': -6.3909674, 'No': -5.4838533, ' no': -8.591295}
{' No': -0.037071746, '\n': -5.878714, ' ': -6.0194077, 'No': -3.4810183, ' no': -9.2342205}
{' No': -0.044575304, '\n': -5.7240415, ' ': -5.7401443, 'No': -3.3102226, ' February': -8.716246}
{' No': -0.011724838, '\n': -7.7356043, ' ': -5.7816377, 'No': -4.834896, ' no': -9.674019}
{' No': -0.049674325, '\n': -5.7762046, ' ': -5.8489456, 'No': -3.1682293, ' no': -8.770942}
{' No': -0.03991682, '\n': -5.5039334, ' ': -5.305459, 'No': -3.583391, ' no': -6.8992906}
{' No': -0.80490565, ' Generally': -7.139487, 'No': -4.806796, ' Yes': -0.6167152, 'Yes': -5.961039}
{' No': -0.060166348, ' ': -7.37528, 'No': -2.9012213, ' Yes': -6.363898, ' It': -8.145615}
{' No': -0.07147421, '\n': -7.7892065, ' ': -6.503758, 'No': -2.7220573, ' Yes': -6.995981}
{' No': -0.028759833, ' ': -9.232323, 'No': -4.1492186, ' Yes': -4.4103436, 'Yes': -9.55198}
{' No': -0.17335555, '\n': -6.043668, ' ': -5.969839, 'No': -2.1227498, ' Yes': -3.4854646}
{' No': -0.14623946, ' ': -6.9349627, 'No': -2.3611977, ' Yes': -3.3047917, 'Yes': -6.851727}
{' No': -0.004450887, '\n': -7.9372773, ' ': -6.5141745, 'No': -6.054797, ' Yes': -9.388904}
{' No': -0.039632402, ' May': -9.222588, '\n': -6.4743543, ' ': -6.0723376, 'No': -3.3649745}
{' No': -0.064206354, '\xa0': -8.478778, '\n': -4.874385, ' ': -5.182887, 'No': -3.0320482}
{' No': -0.0058550676, '\n': -10.702092, ' ': -7.1023836, 'No': -5.3092494, ' no': -11.340937}
{' No': -0.20580895, '\n': -4.2744646, ' ': -4.569023, 'No': -1.830765, ' no': -8.095987}
{' No': -0.04790455, '\n': -7.0148134, ' ': -5.9430666, 'No': -3.1744187, ' no': -7.738368}
{' No': -0.09093782, ' ': -6.581624, 'No': -2.5027955, ' Yes': -7.599112, ' no': -6.312631}
{' No': -0.09164806, ' ': -7.586832, 'No': -2.4666307, ' Yes': -6.477412, ' no': -9.002167}
{' No': -0.16808219, ' ': -6.4639654, 'No': -2.0729094, ' Yes': -3.7229984, 'Yes': -6.4119616}
{' No': -0.038389843, ' ': -7.573323, 'No': -3.3180032, ' Yes': -7.4705234, ' no': -9.142493}
{' No': -0.49091294, '\n': -6.684878, ' ': -6.7607875, 'No': -0.9615646, ' Yes': -6.501392}
{' No': -0.16484825, ' ': -7.6616135, 'No': -1.8906515, ' Yes': -8.665553, ' no': -8.975658}
{' No': -0.018638162, '\n': -7.193857, ' ': -5.020957, 'No': -5.00633, ' no': -5.4927416}
{' No': -0.052874707, '\n': -6.8537126, ' ': -5.604056, 'No': -3.0898142, ' no': -6.9820695}
{' No': -0.14360298, '\n': -4.499683, ' ': -4.7416263, 'No': -2.1924176, ' no': -6.569546}
{' No': -0.030140638, '\n': -7.1582003, ' ': -5.8027544, 'No': -3.6808918, ' no': -7.6517773}
{' No': -0.23648177, '\n': -3.8477466, ' ': -4.621196, 'No': -1.7474853, ' no': -5.6413074}
{' No': -0.07085469, '\n': -5.131932, ' ': -5.56877, 'No': -3.29365, ' no': -3.9357667}
{' No': -0.0049790903, '\n': -7.5158505, ' ': -6.6174536, 'No': -5.8614545, ' no': -9.314705}
{' No': -0.037551805, '\n': -5.739774, ' ': -5.8892703, 'No': -3.4922028, ' Yes': -9.27997}
{' No': -0.055144966, '\n': -5.4280124, ' ': -5.2831106, 'No': -3.1459346, ' Yes': -7.4325156}
{' No': -0.01366495, '\n': -7.4381394, ' ': -5.710711, 'No': -4.655247, ' no': -10.070915}
{' No': -0.051326036, '\n': -5.923558, ' ': -5.5711904, 'No': -3.145444, ' Yes': -8.93838}
{' No': -0.043422204, '\n': -5.3338847, ' ': -5.2220225, 'No': -3.5017333, ' no': -7.336362}
{' No': -6.5091844, ' May': -9.842758, ' ': -10.1444025, ' Yes': -0.0065224054, 'Yes': -5.3580604}
{' No': -0.072260104, ' ': -7.3042984, 'No': -3.2355516, ' Yes': -3.5649414, 'Yes': -7.5057235}
{' No': -0.043170124, '\n': -7.7798047, ' ': -6.634564, 'No': -3.3337545, ' Yes': -5.4520082}
{' No': -0.27995032, ' Not': -8.088281, 'No': -4.6948066, ' Yes': -1.4600707, 'Yes': -6.614885}
{' No': -0.12282046, '\n': -6.360415, ' ': -6.1093535, 'No': -2.6111932, ' Yes': -3.3368745}
{' No': -1.6971774, ' ': -7.258829, 'No': -4.698722, ' Yes': -0.23355052, 'Yes': -4.3439517}
{' No': -0.027009089, '\n': -8.088668, ' ': -6.4789343, 'No': -6.058287, ' Yes': -3.8056495}
{' No': -0.029773675, '\n': -6.678642, ' ': -6.213853, 'No': -3.673519, ' Yes': -7.801648}
{' No': -0.04583344, '\xa0': -8.417455, '\n': -5.0416026, ' ': -5.3771186, 'No': -3.416372}
{' No': -0.003726772, ' May': -10.945815, '\n': -10.608209, ' ': -7.37977, 'No': -5.8018966}
{' No': -0.13966781, '\n': -4.9299264, ' ': -4.6407337, 'No': -2.188658, ' no': -8.160742}
{' No': -0.045740146, '\n': -6.5165353, ' ': -5.8927937, 'No': -3.3275871, ' Yes': -5.8871064}
{' No': -0.08673462, ' ': -6.520469, 'No': -2.5930173, ' Yes': -5.570113, ' no': -6.671968}
{' No': -0.07530561, ' ': -7.6975794, 'No': -2.6582048, ' Yes': -6.423597, ' no': -9.278483}
{' No': -0.118541814, '\n': -8.4109125, ' ': -6.7167997, 'No': -2.2145882, ' Yes': -7.692011}
{' No': -0.03280496, ' ': -7.6524096, 'No': -3.473639, ' Yes': -7.5365777, ' no': -9.468759}
{' No': -0.37097, '\n': -6.6848516, ' ': -6.6783514, 'No': -1.2018015, ' Yes': -5.3274336}
{' No': -0.09739778, ' ': -7.7943106, 'No': -2.4018219, ' Yes': -6.613408, ' no': -8.831996}
{' No': -0.023124738, '\n': -6.7313085, ' ': -4.8733845, 'No': -5.3061504, ' no': -4.845947}
{' No': -0.046152096, '\n': -6.7000976, ' ': -5.6192446, 'No': -3.2659853, ' Yes': -6.7870154}
{' No': -0.11041258, '\n': -4.6992073, ' ': -4.7327366, 'No': -2.4774342, ' no': -6.5826397}
{' No': -0.018654315, '\n': -7.3841443, ' ': -6.120058, 'No': -4.203152, ' no': -7.4825516}
{' No': -0.24310555, '\n': -3.6687293, ' ': -4.650515, 'No': -1.7519232, ' no': -5.4552503}
{' No': -0.071041085, '\n': -4.9740777, ' ': -5.385697, 'No': -3.662939, ' no': -3.6529455}
{' No': -0.010068887, '\n': -6.3915677, ' ': -6.3255463, 'No': -6.112259, ' Yes': -5.502226}
{' No': -0.03015532, '\n': -5.948524, ' ': -5.9896336, 'No': -3.7611809, ' Yes': -7.046718}
{' No': -0.038070172, '\n': -5.4104967, ' ': -5.2809477, 'No': -3.6667724, ' Yes': -6.392068}
{' No': -0.010692177, ' May': -9.525526, '\n': -7.4450984, ' ': -5.743491, 'No': -5.0210013}
{' No': -0.03911701, '\n': -6.268774, ' ': -5.741238, 'No': -3.4191368, ' Yes': -8.8383465}
{' No': -0.045023248, '\n': -5.411999, ' ': -5.31999, 'No': -3.7289183, ' Yes': -4.7737637}
{'\n': -10.756046, ' ': -10.334292, ' Yes': -0.002982193, ' yes': -10.447522, 'Yes': -5.8686075}
{' No': -0.08618022, ' ': -7.4719467, 'No': -2.832255, ' Yes': -3.8828032, ' February': -6.9253507}
{' No': -0.1510453, ' ': -6.633031, 'No': -2.4508042, ' Yes': -3.008507, 'Yes': -6.451247}
{' No': -0.40257946, 'No': -4.5342016, ' Yes': -1.1711818, ' February': -4.891589, 'Yes': -6.807351}
{' No': -0.34437522, '\n': -5.897878, 'No': -2.2181087, ' Yes': -1.7823312, 'Yes': -4.971095}
{' No': -2.6181133, 'No': -5.105637, ' Yes': -0.09978171, ' February': -6.5344815, 'Yes': -4.3680634}
{' No': -0.008075894, '\n': -7.2887306, ' ': -6.407145, 'No': -5.3784065, ' Yes': -7.0495224}
{' No': -0.04804334, '\n': -7.0357184, ' ': -6.5195317, 'No': -3.1289682, ' Yes': -7.9447}
{' No': -0.08983262, '\n': -4.6644382, ' ': -5.289076, 'No': -2.6527522, ' Yes': -7.988632}
{' No': -0.01228513, '\n': -9.6924715, ' ': -6.9265437, 'No': -4.5174537, ' February': -8.8047495}
{' No': -0.20282865, '\n': -4.5356274, ' ': -4.9049797, 'No': -1.8079271, ' no': -7.953772}
{' No': -0.35209346, ' ': -5.704624, 'No': -3.4360566, ' Yes': -1.4032848, ' February': -4.7209115}
{' No': -0.098027475, ' ': -6.180552, 'No': -2.5854485, ' Yes': -4.6201854, ' no': -5.7144074}
{' No': -0.15215543, ' ': -7.682142, 'No': -2.4255261, ' Yes': -3.009911, 'Yes': -6.5214725}
{' No': -0.42295906, ' ': -6.583434, 'No': -2.0596852, ' Yes': -1.602576, 'Yes': -4.3874097}
{' No': -0.052300874, ' ': -7.395854, 'No': -3.1252184, ' Yes': -5.1822486, ' no': -8.599968}
{' No': -0.6660208, 'No': -1.4567199, ' Yes': -1.4918073, ' February': -6.7734504, 'Yes': -3.7434042}
{' No': -0.14092155, ' ': -7.57875, 'No': -2.2138548, ' Yes': -3.9171073, 'Yes': -7.136172}
{' No': -0.031618077, '\n': -6.5164366, ' ': -4.8823657, 'No': -4.3862567, ' no': -4.7328796}
{' No': -0.07305686, '\n': -6.8554077, ' ': -5.9001665, 'No': -2.7344413, ' no': -7.1854258}
{' No': -0.16774927, '\n': -4.2210727, ' ': -4.984605, 'No': -2.0388374, ' no': -6.67682}
{' No': -0.0460463, '\n': -7.2972426, ' ': -5.9861913, 'No': -3.2120142, ' no': -7.1361246}
