{' Yes': -0.00454453, 'Yes': -5.773289, ' Generally': -6.811503, ' yes': -8.638304, ' An': -10.67748}
{' Yes': -0.0073011983, 'Yes': -5.3831573, ' yes': -6.7902546, '\n': -6.8754144, ' ': -7.8778586}
{' Yes': -0.05929969, 'Yes': -3.6974907, '\n': -4.120741, ' No': -4.865841, ' ': -5.2041683}
{' Yes': -0.03214375, 'Yes': -3.8153963, '\n': -5.277423, ' ': -6.1371603, ' yes': -6.551724}
{' Yes': -0.046329636, 'Yes': -3.8397446, '\n': -4.5687313, ' No': -4.776098, ' ': -5.8825717}
{' Yes': -0.029906256, 'Yes': -3.8024416, '\n': -5.3529615, ' ': -6.8146653, ' yes': -6.8836484}
{' Yes': -0.07512376, ' No': -3.7494552, 'Yes': -3.7818112, '\n': -4.2771425, ' ': -4.953063}
{' Yes': -0.05849817, 'Yes': -3.52046, '\n': -4.081821, ' ': -5.2672305, ' yes': -6.1097984}
{' Yes': -0.051616274, 'Yes': -3.8511631, ' No': -4.629358, '\n': -4.6612086, ' ': -5.595191}
{' Yes': -0.027509945, 'Yes': -3.8823586, '\n': -5.763771, ' yes': -6.5657024, ' ': -6.578417}
{' Yes': -0.031315945, ' No': -4.0977144, ' ': -5.3635893, 'Yes': -5.398505, '\n': -5.849794}
{' Yes': -0.010965066, 'Yes': -5.502994, '\n': -5.6711745, ' ': -5.993116, ' yes': -7.529702}
{' Yes': -0.12567803, ' No': -2.355668, '\n': -4.6083155, ' ': -5.1936846, 'Yes': -5.301579}
{' Yes': -0.011589335, 'Yes': -5.130533, '\n': -5.7293515, ' ': -6.481058, ' yes': -7.536246}
{' No': -0.10927907, 'No': -2.9386454, ' Yes': -3.2398565, ' ': -5.3141036, '\n': -5.5238585}
{' Yes': -0.59824634, ' No': -1.0134437, 'No': -3.5299768, 'Yes': -3.6671033, '\n': -3.99474}
{' No': -0.4816313, ' Yes': -1.1264926, 'No': -3.5654805, 'Yes': -4.5577574, ' ': -4.680045}
{' Yes': -0.057588197, 'Yes': -3.4327655, ' No': -4.3330207, ' ': -5.552337, '\n': -5.872766}
{' Yes': -0.032118455, 'Yes': -4.328257, ' yes': -4.7878246, '\n': -5.405233, ' ': -5.5835934}
{' Yes': -0.026444038, 'Yes': -4.486468, ' yes': -5.0797353, '\n': -5.472971, ' ': -5.651699}
{' Yes': -0.030172886, 'Yes': -4.115093, ' yes': -4.9486637, '\n': -5.87978, ' ': -6.1279683}
{' Yes': -0.030508902, 'Yes': -4.1199, ' yes': -4.5658326, '\n': -6.670262, ' ': -6.7064953}
{' No': -0.015072804, 'No': -4.215455, ' Generally': -9.345499, ' ': -10.078451, ' An': -11.118422}
{' No': -0.7298042, ' Yes': -0.829076, ' Generally': -3.2003088, 'No': -4.376382, ' An': -4.872739}
{' No': -0.018260272, 'No': -4.0601873, ' Generally': -7.674306, '\n': -8.715211, ' ': -9.220021}
{' No': -0.05391307, 'No': -3.0400274, ' Generally': -6.105455, ' AN': -7.560049, ' Not': -7.842413}
{' No': -0.08910505, 'No': -2.4736133, ' Generally': -7.9187255, ' ': -8.222524, ' An': -9.692988}
{' No': -0.09144962, 'No': -2.5132577, ' Generally': -5.92003, ' An': -7.2356663, ' Yes': -7.3818955}
{' No': -0.07571385, 'No': -2.626951, ' ': -8.079022, ' Generally': -9.20941, ' Ant': -9.5162525}
{' No': -0.07820011, 'No': -2.602759, ' ': -7.821276, ' AN': -8.402394, ' Generally': -8.484538}
{' No': -0.08132022, 'No': -2.5854878, '\n': -6.6505985, ' ': -7.1011686, ' Generally': -8.5952015}
{' No': -0.060566813, 'No': -2.8933, '\n': -6.9883137, ' ': -7.218768, ' Generally': -7.880339}
{' No': -0.08679203, 'No': -2.5260909, '\n': -6.4705033, ' ': -6.7685065, ' Ant': -8.899373}
{' No': -0.10353602, 'No': -2.3537858, ' ': -6.796371, '\n': -7.0802703, ' AN': -7.673348}
{' No': -0.015184754, 'No': -4.2166467, ' Generally': -8.877378, ' An': -9.592778, ' ': -9.843357}
{' No': -0.044534918, 'No': -3.349241, ' Generally': -5.571647, ' An': -6.30789, ' Yes': -7.2244673}
{' No': -0.020149073, 'No': -3.9363058, ' Generally': -8.528137, ' Ant': -9.195181, ' ': -9.639082}
{' No': -0.047904987, 'No': -3.0746725, ' Generally': -8.492104, ' Ant': -8.645585, ' ': -9.380979}
{' No': -0.16938493, 'No': -1.9320325, '\n': -5.1914086, ' ': -6.0472646, ' An': -7.2087755}
{' No': -0.15501861, 'No': -2.0348918, '\n': -5.748959, ' ': -6.02592, ' Yes': -6.5795827}
{' No': -0.12831071, 'No': -2.201236, ' ': -5.7198043, '\n': -5.791505, ' Ant': -6.737241}
{' No': -0.1546352, 'No': -2.019467, ' AN': -5.6586337, '\n': -5.9902177, ' ': -6.212888}
{' No': -0.0788987, 'No': -2.6308873, ' Generally': -6.520803, ' ': -7.5022254, ' An': -7.772666}
{' No': -0.13531235, 'No': -2.1998456, ' Generally': -5.0995035, ' Yes': -6.16641, ' An': -6.1826735}
{' No': -0.097374976, 'No': -2.4169054, ' Ant': -6.6759496, ' ': -7.038405, ' Generally': -7.396713}
{' No': -0.12082006, 'No': -2.2138586, ' ': -6.8616767, ' Generally': -7.0074162, ' Ant': -7.1407285}
{' No': -0.0082993265, 'No': -4.9861493, ' ': -7.0040607, '\n': -7.907591, ' no': -9.705143}
{' No': -0.021464638, 'No': -4.5505247, ' Yes': -5.465043, ' An': -6.281846, ' Generally': -6.8430834}
{' No': -0.0056468043, 'No': -5.3834577, '\n': -7.6524434, ' ': -7.6801896, ' no': -10.063008}
{' No': -0.01100279, 'No': -4.74949, '\n': -6.7994065, ' ': -6.9630265, ' Generally': -9.610823}
{' No': -0.074515134, 'No': -2.703162, '\n': -5.9616857, ' ': -6.3082585, ' NO': -9.131557}
{' No': -0.074515395, 'No': -2.7141943, '\n': -6.246409, ' ': -6.758691, ' An': -7.2193995}
{' No': -0.046282187, 'No': -3.1514974, ' ': -6.7231426, '\n': -6.916605, ' NO': -9.419808}
{' No': -0.06228476, 'No': -2.8652818, ' ': -6.482431, '\n': -6.681701, ' AN': -7.836056}
{' No': -0.14007165, 'No': -2.3491647, '\n': -3.5354023, ' ': -5.3133, ' NO': -7.705023}
{' No': -0.17728028, 'No': -2.1990662, '\n': -3.1839483, ' ': -5.05821, ' An': -6.5039706}
{' No': -0.17808144, 'No': -2.4069688, '\n': -2.7340124, ' ': -4.968778, ' NO': -8.051199}
{' No': -0.20485719, 'No': -2.1865828, '\n': -2.7447894, ' ': -4.9205513, ' AN': -7.437327}
{' No': -0.0077224737, 'No': -4.938455, ' ': -7.7226877, '\n': -10.442712, ' no': -10.712909}
{' No': -0.015246846, 'No': -4.229692, ' ': -8.142974, ' An': -9.48033, '\n': -9.800891}
{' No': -0.006964785, 'No': -5.015258, ' ': -8.413146, '\n': -10.00212, ' no': -10.964919}
{' No': -0.014964317, 'No': -4.236274, ' ': -8.283099, '\n': -9.551484, ' no': -10.745496}
{' No': -0.3209284, 'No': -1.372772, '\n': -4.50647, ' ': -5.0830383, ' NO': -6.3377805}
{' No': -0.31146586, 'No': -1.3923165, '\n': -4.493085, ' ': -5.139497, ' An': -7.438823}
{' No': -0.26435962, 'No': -1.5492145, '\n': -4.487176, ' ': -5.178149, ' NO': -6.803788}
{' No': -0.30197465, 'No': -1.4241459, '\n': -4.5055876, ' ': -5.092371, ' AN': -7.0503864}
{' No': -0.055588525, 'No': -3.0359392, ' ': -5.8497972, '\n': -6.857393, ' no': -7.1355247}
{' No': -0.07076941, 'No': -2.9745378, ' An': -5.2337008, ' AN': -5.9430137, ' ': -6.000838}
{' No': -0.056609165, 'No': -3.0335076, ' ': -5.7870083, ' no': -6.4595256, '\n': -6.7647023}
{' No': -0.073351346, 'No': -2.8120959, ' ': -5.665939, ' AN': -6.194096, ' no': -6.417189}
{' No': -0.12896535, 'No': -2.1588, ' no': -6.387953, ' ': -6.890507, ' NO': -7.1012225}
{' No': -0.21365908, 'No': -1.9797189, ' AN': -4.0693164, ' Yes': -4.649649, ' An': -5.018677}
{' No': -0.14683081, 'No': -2.065183, ' no': -5.739829, ' ': -6.241831, '\n': -6.6596465}
{' No': -0.18564099, 'No': -1.9107289, ' AN': -4.776356, ' no': -5.9757047, '\n': -6.202516}
{' No': -0.08931984, 'No': -2.467381, ' ': -8.229802, ' no': -8.821673, ' NO': -9.161411}
{' No': -0.14621572, 'No': -2.004496, ' Yes': -8.096009, ' ': -8.176648, ' AN': -8.388714}
{' No': -0.11543698, 'No': -2.2208772, ' ': -8.487845, ' Generally': -8.901604, ' NO': -10.24127}
{' No': -0.20710902, 'No': -1.6849207, ' AN': -7.3509803, ' Generally': -8.139514, ' ': -8.212855}
{' No': -0.17068835, 'No': -1.8588998, ' ': -7.9029136, ' Generally': -8.832105, '\n': -9.1666565}
{' No': -0.17107125, 'No': -1.891324, ' Yes': -5.689904, ' AN': -6.9846997, ' ': -7.5274954}
{' No': -0.15980376, 'No': -1.9304031, ' ': -7.108531, ' Generally': -7.8361864, '\n': -7.931063}
{' No': -0.24714361, 'No': -1.5359161, ' AN': -6.521957, ' ': -7.3685617, '\n': -7.426276}
{' No': -0.027687082, 'No': -3.6166666, ' ': -8.552349, ' no': -9.347006, ' NO': -9.724231}
{' No': -0.0595305, 'No': -2.868845, ' Yes': -7.9851074, ' ': -8.601152, ' Generally': -9.121552}
{' No': -0.03313681, 'No': -3.4400582, ' ': -8.23621, ' no': -9.595801, ' Generally': -9.917564}
{' No': -0.050068285, 'No': -3.0353436, ' ': -8.257718, ' Generally': -9.077737, ' no': -9.402289}
{' No': -0.40571398, 'No': -1.1149044, ' An': -6.753148, ' Generally': -6.928818, ' ': -7.1233144}
{' No': -0.58006525, 'No': -0.8803201, ' AN': -3.9868662, ' An': -6.4735327, ' ': -6.7017736}
{' No': -0.38965586, 'No': -1.1800345, ' Ant': -4.6832232, ' Generally': -6.430434, ' ': -6.729563}
{' No': -0.6068649, 'No': -0.82283217, ' AN': -4.5239735, ' ': -6.8218594, '\n': -6.9536266}
{' No': -0.06993878, 'No': -2.72052, ' no': -7.4411206, ' ': -7.974012, ' An': -8.174322}
{' No': -0.11107876, 'No': -2.5096135, ' AN': -3.9597535, ' Yes': -6.737178, ' An': -6.9862366}
{' No': -0.1366043, 'No': -2.1147802, ' Ant': -5.7767406, ' Generally': -6.508183, ' ': -7.2992735}
{' No': -0.2440183, 'No': -1.5912987, ' AN': -5.5966506, ' Yes': -5.9692073, ' Ant': -6.198741}
{' No': -0.012922725, 'No': -5.2170453, ' no': -5.341553, ' ': -6.1747317, '\n': -8.412462}
{' No': -0.028799338, 'No': -4.074669, ' no': -4.995823, ' ': -5.825848, '\n': -7.028644}
{' No': -0.011430336, 'No': -5.0855575, ' no': -5.736961, ' ': -6.5136604, '\n': -8.393908}
{' No': -0.020741185, 'No': -4.2920117, ' no': -5.478579, ' ': -6.343361, '\n': -7.3041735}
{' No': -0.082913116, 'No': -2.5963407, ' ': -6.100899, '\n': -6.648237, ' no': -6.9278035}
{' No': -0.116815105, 'No': -2.25361, '\n': -6.29202, ' ': -6.325262, ' no': -7.550118}
{' No': -0.08409583, 'No': -2.5863311, '\n': -6.019776, ' ': -6.379544, ' no': -7.013234}
{' No': -0.114073716, 'No': -2.285325, '\n': -5.807422, ' ': -6.1467557, ' no': -7.461543}
{' No': -0.1664773, 'No': -2.0267658, '\n': -4.2693233, ' ': -5.638747, ' no': -6.1454124}
{' No': -0.3155334, 'No': -1.5382277, '\n': -3.0205233, ' ': -5.2591233, ' no': -7.4759474}
{' No': -0.1891961, 'No': -2.0145857, '\n': -3.4800856, ' ': -5.45649, ' no': -6.071106}
{' No': -0.28564063, 'No': -1.6586416, '\n': -2.982124, ' ': -5.232601, ' no': -6.9834604}
{' No': -0.022813084, 'No': -3.8925028, ' ': -6.8271914, ' no': -7.3236637, '\n': -8.29922}
{' No': -0.0494112, 'No': -3.0674603, ' ': -7.3670535, '\n': -8.129747, ' no': -8.312185}
{' No': -0.022168066, 'No': -3.9069088, ' no': -7.239939, ' ': -7.3518586, '\n': -8.034455}
{' No': -0.037645694, 'No': -3.3266568, ' ': -7.7104473, ' no': -8.129108, '\n': -8.575185}
{' No': -0.3734473, 'No': -1.325674, '\n': -3.9001262, ' no': -4.5314198, ' ': -5.0745864}
{' No': -0.3985183, 'No': -1.2066809, '\n': -3.8152966, ' ': -5.5488973, ' no': -6.1856923}
{' No': -0.36762223, 'No': -1.3458079, '\n': -3.6815162, ' no': -4.667359, ' ': -5.167323}
{' No': -0.31666124, 'No': -1.4242281, '\n': -4.006051, ' ': -5.2749653, ' no': -5.3336277}
{' No': -0.08620406, 'No': -3.1309183, ' no': -3.5160804, ' ': -5.7479973, '\n': -6.093228}
{' No': -0.101159714, 'No': -2.7047172, ' no': -4.228788, ' ': -5.56104, '\n': -5.8792872}
{' No': -0.13349007, 'No': -2.6566415, ' no': -3.2338984, '\n': -5.052569, ' ': -5.5402265}
{' No': -0.15601473, 'No': -2.3265812, ' no': -3.5073655, '\n': -5.211581, ' ': -5.4891777}
{' No': -0.013561871, 'No': -4.5915475, '\n': -6.3245134, ' ': -6.636421, ' NO': -9.281743}
{' No': -0.018329356, 'No': -4.846935, ' Yes': -5.8720226, ' An': -6.389766, '\n': -6.3923635}
{' No': -0.01655549, 'No': -4.798843, '\n': -5.0997996, ' ': -6.3376627, ' no': -9.2646885}
{' No': -0.013528822, 'No': -4.721077, '\n': -5.8958626, ' ': -6.6169696, ' Ant': -8.594817}
{' No': -0.08100114, 'No': -2.7996652, '\n': -4.424511, ' ': -5.414602, ' NO': -9.043587}
{' No': -0.07683078, 'No': -2.8330257, '\n': -4.65782, ' ': -5.8376293, ' An': -6.9584975}
{' No': -0.07800928, 'No': -3.0501828, '\n': -3.7631288, ' ': -5.4677835, ' NO': -9.538508}
{' No': -0.0857041, 'No': -2.8277483, '\n': -3.983867, ' ': -5.566087, ' Ant': -8.736264}
{' No': -0.07748384, 'No': -2.83662, '\n': -4.504398, ' ': -5.5441594, ' NO': -8.046422}
{' No': -0.095054045, 'No': -2.729318, '\n': -4.0992923, ' ': -5.3249216, ' An': -6.4463596}
{' No': -0.06395712, 'No': -3.192413, '\n': -4.1481967, ' ': -5.4896636, ' Ant': -7.8254275}
{' No': -0.069308445, 'No': -3.051818, '\n': -4.240432, ' ': -5.5577264, ' AN': -7.612979}
{' No': -0.013386975, 'No': -4.633334, ' ': -6.0455403, '\n': -6.992732, ' An': -9.097617}
{' No': -0.020382823, 'No': -4.185731, ' ': -6.0147843, '\n': -6.279042, ' An': -8.213793}
{' No': -0.01689854, 'No': -4.521285, '\n': -5.798186, ' ': -5.9393125, ' Ant': -9.278522}
{' No': -0.02472875, 'No': -4.051899, '\n': -5.454345, ' ': -6.0033584, ' Ant': -8.895209}
{' No': -0.0530388, 'No': -3.060132, ' ': -5.904572, '\n': -6.430554, ' An': -9.013428}
{' No': -0.06461878, 'No': -2.9056792, '\n': -5.565006, ' ': -5.670593, ' An': -8.621094}
{' No': -0.051481087, 'No': -3.212715, ' ': -5.270204, '\n': -5.4492183, ' Ant': -8.913511}
{' No': -0.0666642, 'No': -2.8481584, ' ': -5.67124, '\n': -6.0805926, ' AN': -8.245828}
{' No': -0.041324705, 'No': -3.500044, ' ': -5.2169003, '\n': -5.6910853, ' no': -7.7704377}
{' No': -0.053637203, 'No': -3.5747514, ' ': -5.090224, ' An': -5.193882, '\n': -5.314272}
{' No': -0.04360598, 'No': -3.5673792, '\n': -4.9993706, ' ': -5.168988, ' Ant': -7.3004856}
{' No': -0.057137247, 'No': -3.1571336, ' ': -5.3681407, '\n': -5.935549, ' Ant': -6.3851204}
{' Yes': -0.009164375, 'Yes': -5.148252, ' No': -6.2328577, ' Generally': -7.081226, ' yes': -8.508435}
{' Yes': -0.009414764, 'Yes': -5.3184166, ' Generally': -6.1199074, ' No': -6.5380936, ' A': -8.534215}
{' Yes': -0.046993174, ' No': -4.0524273, ' Generally': -4.5166836, ' Don': -4.857633, 'Yes': -4.970354}
{' Yes': -0.0373442, ' Generally': -4.5748367, ' No': -4.705271, ' Don': -4.8298283, 'Yes': -5.013645}
{' Yes': -0.048331816, ' No': -3.7194114, 'Yes': -4.148004, ' Generally': -5.551711, 'No': -6.392286}
{' Yes': -0.12161208, ' No': -2.5013938, 'Yes': -4.27482, ' Generally': -4.649669, 'No': -5.484679}
{' Yes': -0.17514288, ' No': -2.2770104, ' Don': -3.8510764, 'Yes': -3.9905035, 'No': -4.625539}
{' Yes': -0.14037305, ' No': -2.4177663, 'Yes': -3.9940014, ' Don': -4.7270656, 'No': -5.0966873}
{' Yes': -0.20740065, ' No': -1.8316855, 'Yes': -4.293344, 'No': -4.852815, ' ': -6.639723}
{' Yes': -0.26904973, ' No': -1.6189299, 'Yes': -4.097163, 'No': -4.6054826, ' A': -6.072181}
{' Yes': -0.699847, ' No': -0.8456218, 'No': -3.4480617, ' Don': -3.7937703, 'Yes': -4.354323}
{' Yes': -0.10692451, ' No': -2.866398, 'Yes': -3.6798403, ' Don': -4.597122, 'No': -5.5104775}
{' Yes': -0.011410864, 'Yes': -5.183511, ' No': -5.7693477, ' Generally': -6.5075693, ' A': -7.3728895}
{' Yes': -0.017191382, ' No': -5.217781, 'Yes': -5.29077, ' Generally': -5.412764, ' A': -6.705662}
{' Yes': -0.11382595, ' Don': -3.0570536, ' No': -3.303775, ' Generally': -4.604974, 'Yes': -4.737384}
{' Yes': -0.054893695, ' No': -3.643488, ' Don': -4.45681, 'Yes': -4.973976, ' Generally': -5.079508}
{' No': -0.4159675, ' Yes': -1.480291, 'No': -2.5782506, '\n': -4.418878, 'Yes': -4.645948}
{' No': -0.53776747, ' Yes': -1.250603, 'No': -2.8736324, ' A': -4.076122, '\n': -4.369072}
{' No': -0.6946608, ' Yes': -1.2228496, ' Don': -2.2459435, 'No': -2.8824852, 'Yes': -4.4036765}
{' Yes': -0.1683824, ' No': -2.7632062, 'Yes': -3.2106776, ' Don': -3.8044145, 'No': -4.813374}
{' Yes': -0.5643388, ' No': -1.0095712, 'No': -3.5972502, ' Generally': -4.1053357, 'Yes': -4.464625}
{' Yes': -0.097358234, ' No': -2.955993, 'Yes': -4.0971313, ' Generally': -4.7750864, ' A': -5.142282}
{' No': -0.69520295, ' Yes': -1.0888187, ' Don': -2.5246572, 'No': -3.0409842, ' Generally': -4.3744955}
{' Yes': -0.13285598, ' No': -2.871345, 'Yes': -3.6751893, ' Don': -3.8764434, ' Generally': -5.1273856}
{' Yes': -0.013227691, 'Yes': -4.6735644, ' yes': -6.455274, '\n': -7.3149643, ' ': -7.4144773}
{' Yes': -0.007998866, 'Yes': -5.251849, ' yes': -6.972724, ' No': -7.607004, ' ': -7.640516}
{' Yes': -0.012930576, 'Yes': -5.277571, ' No': -5.3979535, ' Don': -7.0692754, ' yes': -7.074082}
{' Yes': -0.0072349138, 'Yes': -5.6058593, ' yes': -6.9197516, ' Generally': -7.3339553, ' ': -7.5709805}
{' No': -0.3941465, ' Yes': -1.3755937, 'No': -3.060303, 'Yes': -5.001265, ' A': -5.083462}
{' No': -0.6049188, ' Yes': -0.98586786, 'No': -3.4562464, ' A': -3.9454737, 'Yes': -4.636283}
{' No': -0.34158635, ' Yes': -1.7328885, 'No': -2.8312848, ' Don': -3.2945929, 'Yes': -5.12841}
{' No': -0.24590771, ' Yes': -1.9592102, 'No': -3.3844345, ' Don': -3.593476, ' ': -5.4212365}
{' No': -0.5189782, ' Yes': -1.5286541, 'No': -2.6809387, '\n': -2.8352835, ' A': -3.6023235}
{' No': -0.6806412, ' Yes': -1.1211816, 'No': -2.9506452, '\n': -3.0776367, ' A': -3.4452534}
{' No': -0.45223832, ' Yes': -1.8993741, '\n': -2.4407084, 'No': -2.6293411, ' Don': -3.6484988}
{' No': -0.25416765, '\n': -2.7695103, 'No': -2.8088188, ' Yes': -2.8681104, ' Don': -3.7975962}
{' Yes': -0.017358575, ' No': -4.8000445, 'Yes': -4.9660087, ' yes': -7.367234, ' ': -7.3955626}
{' Yes': -0.148055, ' No': -2.0644503, 'Yes': -5.1705637, 'No': -6.220795, ' ': -6.7637854}
{' Yes': -0.20793018, ' No': -1.8752847, ' Don': -3.8116689, 'Yes': -5.0668855, 'No': -5.701214}
{' Yes': -0.12568964, ' No': -2.2365332, 'Yes': -5.270461, ' Don': -6.0043936, 'No': -6.726232}
{' No': -0.5588183, 'No': -1.5450472, ' Yes': -1.9992822, '\n': -3.699054, 'Yes': -3.7659822}
{' No': -0.39683563, 'No': -1.4865897, ' Yes': -2.9241314, ' A': -4.3320518, '\n': -4.4820585}
{' No': -0.34916535, 'No': -1.4581817, '\n': -3.8593683, ' Don': -4.2601094, ' ': -4.287773}
{' No': -0.33024484, 'No': -1.5546044, ' Yes': -3.9837997, ' Don': -4.101416, '\n': -4.2531676}
{' Yes': -0.10191288, ' No': -2.9575455, 'Yes': -4.0620666, ' yes': -4.5666656, ' A': -5.2334375}
{' Yes': -0.11057973, ' No': -2.8147864, 'Yes': -4.3884478, ' A': -4.449193, ' yes': -5.0305853}
{' Yes': -0.20639867, ' No': -2.161204, 'Yes': -3.8393881, ' Don': -3.9524646, ' yes': -4.7388444}
{' Yes': -0.18536927, ' No': -2.2951257, ' Don': -3.9909055, 'Yes': -4.0673366, ' yes': -4.5142045}
{' Yes': -0.109664105, 'Yes': -3.0769167, ' yes': -3.7926073, ' No': -3.8415098, 'No': -5.599559}
{' Yes': -0.09276993, 'Yes': -3.1729453, ' yes': -4.2329555, ' No': -4.3292675, ' A': -4.914256}
{' Yes': -0.31148797, ' No': -2.2578878, 'Yes': -2.8808239, ' Don': -3.2536101, ' yes': -3.8128603}
{' Yes': -0.13075384, 'Yes': -2.8193676, ' yes': -3.7276812, ' Don': -4.197282, ' No': -4.904477}
{' Yes': -0.27772376, ' No': -1.6147656, 'Yes': -3.7948534, 'No': -4.0511193, ' yes': -6.304861}
{' No': -0.43514183, ' Yes': -1.2511821, 'No': -2.9478047, 'Yes': -4.5280504, ' yes': -7.113641}
{' Yes': -0.2632529, ' No': -1.8840662, 'Yes': -3.0864625, 'No': -3.5494466, ' Generally': -6.1491528}
{' Yes': -0.3224616, ' No': -1.6587521, 'Yes': -3.077392, 'No': -3.5437424, ' Don': -5.4000983}
{' Yes': -0.2288066, ' No': -1.9025697, 'Yes': -3.3778565, 'No': -4.0124903, ' yes': -6.7710276}
{' Yes': -0.32713974, ' No': -1.5773647, 'Yes': -3.1828446, 'No': -3.617087, ' yes': -6.5438504}
{' Yes': -0.23140462, ' No': -2.1554441, 'Yes': -2.8332818, 'No': -3.7320035, ' Don': -6.02169}
{' Yes': -0.16902477, 'Yes': -2.7068818, ' No': -2.7439263, 'No': -4.4491816, ' Don': -5.1176443}
{' Yes': -0.036234442, ' No': -3.8332965, 'Yes': -4.4961114, ' yes': -6.715378, 'No': -7.3235598}
{' Yes': -0.03565705, ' No': -3.687314, 'Yes': -4.7979536, 'No': -7.6026926, ' yes': -7.7121534}
{' Yes': -0.050390318, ' No': -3.6715066, 'Yes': -4.002268, 'No': -6.4434514, ' Don': -6.818648}
{' Yes': -0.020587666, 'Yes': -4.3520617, ' No': -5.663141, ' Don': -6.5941877, ' Generally': -6.7486467}
{' No': -0.6216621, 'No': -1.0448284, ' Yes': -2.6644554, 'Yes': -4.3309402, ' Generally': -4.499325}
{' No': -0.4641489, 'No': -1.3357424, ' Yes': -3.2618706, ' A': -4.077564, ' Generally': -4.4273124}
{' No': -0.55324763, 'No': -1.3713553, ' Don': -2.3932726, ' Yes': -3.0504076, 'Yes': -4.689172}
{' Yes': -0.937249, ' No': -1.5631684, 'No': -2.0004644, ' Don': -2.2090747, 'Yes': -2.4866073}
{' No': -0.21387585, ' Yes': -2.17525, 'No': -2.75768, ' Generally': -4.9739714, 'Yes': -5.723325}
{' No': -0.11544427, ' Yes': -2.9909973, 'No': -3.0476034, ' A': -6.0875454, ' Generally': -6.2590103}
{' No': -0.5599151, ' Yes': -1.2953181, 'No': -2.4167857, ' Don': -3.3772442, 'Yes': -4.086592}
{' Yes': -0.2799132, ' No': -2.083523, ' Don': -2.9945965, 'Yes': -3.3845809, 'No': -4.3133373}
{' Yes': -0.04286435, ' yes': -3.4257112, 'Yes': -5.0654187, ' ': -6.516175, 'yes': -7.624041}
{' Yes': -0.04057284, ' yes': -3.4612346, 'Yes': -5.1610293, ' ': -6.72746, 'yes': -7.7628055}
{' Yes': -0.043439884, ' yes': -3.4704206, 'Yes': -5.1209636, ' No': -5.7022734, ' ': -6.9479923}
{' Yes': -0.04139838, ' yes': -3.460231, 'Yes': -4.985845, ' ': -6.8975277, ' YES': -7.7513456}
{' Yes': -0.060676623, 'Yes': -3.5297642, ' yes': -4.617243, ' No': -4.6689453, ' A': -5.845359}
{' Yes': -0.079272464, 'Yes': -3.6439183, ' No': -3.966676, ' yes': -4.611535, ' A': -4.9678698}
{' Yes': -0.24868718, ' No': -1.9227097, 'Yes': -3.4452448, 'No': -4.0713034, ' Don': -4.8402796}
{' Yes': -0.07027475, 'Yes': -3.4523182, ' No': -4.356789, ' yes': -4.823265, ' Don': -5.2823205}
{' Yes': -0.5751592, ' No': -1.3668406, '\n': -2.6931117, 'Yes': -3.2127, 'No': -3.3587074}
{' Yes': -0.20684005, 'Yes': -2.772531, ' No': -3.1084857, '\n': -3.2277293, ' A': -4.3212824}
{' Yes': -0.86193836, ' No': -1.0315112, '\n': -2.2997358, 'No': -2.9067419, 'Yes': -3.3723123}
{' Yes': -0.28412452, '\n': -2.2963467, 'Yes': -2.6899757, ' No': -3.469023, ' ': -4.1286755}
{' Yes': -0.022204572, 'Yes': -4.3070383, ' No': -5.6635256, ' yes': -5.796563, ' ': -7.1986895}
{' Yes': -0.015893182, 'Yes': -4.580962, ' yes': -5.7021737, ' No': -7.0228734, ' ': -7.751425}
{' Yes': -0.25232235, ' No': -1.6208451, 'Yes': -4.619687, 'No': -4.9155416, ' Don': -5.9336047}
{' Yes': -0.0138232745, 'Yes': -4.618672, ' yes': -6.0917, ' Don': -7.943593, ' No': -8.125085}
{' No': -0.40890497, 'No': -1.437313, ' Yes': -3.2303843, '\n': -3.3457038, ' ': -4.7922273}
{' No': -0.4211162, 'No': -1.4157013, ' Yes': -2.990986, '\n': -3.6115685, 'Yes': -4.6616545}
{' No': -0.3229795, 'No': -1.5076642, '\n': -3.4737418, ' Yes': -4.715591, ' ': -4.9661565}
{' No': -0.6810044, 'No': -1.6841078, ' Yes': -1.7733009, '\n': -2.641057, 'Yes': -3.4439685}
{' Yes': -0.12478384, ' yes': -2.6799576, 'Yes': -3.7264016, ' No': -4.4552655, ' ': -5.7605305}
{' Yes': -0.11984883, ' yes': -2.537356, 'Yes': -4.082083, ' ': -5.7616076, ' A': -5.785593}
