{'actual_primer': True, 'actual_word': True, 'primer': 'left', 'question': 'right', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'otter', 'question': 'ghost', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'blouse', 'question': 'shirt', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'human', 'question': 'shirt', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'slacks', 'question': 'pants', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'spree', 'question': 'pants', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'bulletin', 'question': 'board', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'brittle', 'question': 'board', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'vacate', 'question': 'leave', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'trot', 'question': 'leave', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'here', 'question': 'there', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'security', 'question': 'there', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'escargot', 'question': 'snail', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'happiness', 'question': 'snail', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'groom', 'question': 'bride', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'belong', 'question': 'bride', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'toss', 'question': 'throw', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'knight', 'question': 'throw', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'men', 'question': 'women', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'suffocate', 'question': 'women', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sprain', 'question': 'ankle', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'term', 'question': 'ankle', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'winner', 'question': 'loser', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'vent', 'question': 'loser', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'circus', 'question': 'clown', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'medical', 'question': 'clown', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'jaws', 'question': 'shark', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'bouillon', 'question': 'shark', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'lime', 'question': 'lemon', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'escape', 'question': 'lemon', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'loose', 'question': 'tight', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'check', 'question': 'tight', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'above', 'question': 'below', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'stamp', 'question': 'below', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'stench', 'question': 'smell', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'attitude', 'question': 'smell', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'mine', 'question': 'yours', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'rules', 'question': 'yours', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'correct', 'question': 'wrong', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'harvest', 'question': 'wrong', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'demon', 'question': 'devil', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'almanac', 'question': 'devil', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'hue', 'question': 'color', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'hanger', 'question': 'color', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'minor', 'question': 'major', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'fury', 'question': 'major', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'best', 'question': 'worst', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'hydrogen', 'question': 'worst', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'ounce', 'question': 'pound', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'grief', 'question': 'pound', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'clean', 'question': 'dirty', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'gymnastics', 'question': 'dirty', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'astronaut', 'question': 'space', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'fighter', 'question': 'space', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'volcano', 'question': 'erupt', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'mediocre', 'question': 'erupt', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'marsh', 'question': 'swamp', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'drugs', 'question': 'swamp', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'knight', 'question': 'armor', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'week', 'question': 'armor', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'precise', 'question': 'exact', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'wear', 'question': 'exact', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'motionless', 'question': 'still', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'flow', 'question': 'still', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'goodbye', 'question': 'hello', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'male', 'question': 'hello', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pocketbook', 'question': 'purse', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'grind', 'question': 'purse', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'actress', 'question': 'actor', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'coast', 'question': 'actor', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'cigar', 'question': 'smoke', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'lane', 'question': 'smoke', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'below', 'question': 'above', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'postage', 'question': 'above', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'untrue', 'question': 'false', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'rung', 'question': 'false', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'observe', 'question': 'watch', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'wasp', 'question': 'watch', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'oregano', 'question': 'spice', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'knock', 'question': 'spice', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'beneath', 'question': 'under', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'tricycle', 'question': 'under', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'crevice', 'question': 'crack', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'annoy', 'question': 'crack', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'debate', 'question': 'argue', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'treasure', 'question': 'argue', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'kid', 'question': 'child', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'ruler', 'question': 'child', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'late', 'question': 'early', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'core', 'question': 'early', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'gander', 'question': 'goose', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'crescent', 'question': 'goose', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sea', 'question': 'ocean', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'salute', 'question': 'ocean', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'garbage', 'question': 'trash', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'chapter', 'question': 'trash', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'disgusting', 'question': 'gross', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'astrology', 'question': 'gross', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'dial', 'question': 'phone', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'husk', 'question': 'phone', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sentry', 'question': 'guard', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'underground', 'question': 'guard', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'honey', 'question': 'sweet', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'physician', 'question': 'sweet', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'weed', 'question': 'grass', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'complain', 'question': 'grass', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'mustache', 'question': 'beard', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'weights', 'question': 'beard', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'guys', 'question': 'girls', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'reprimand', 'question': 'girls', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': '.'}
