{' Right': -0.019237828, ' right': -3.9719508, 'Right': -9.226725, ' "': -9.861021, 'right': -10.116972}
{' Right': -0.022006223, ' right': -3.8612607, 'Right': -7.4797826, 'right': -9.101636, ' RIGHT': -10.632512}
{' Left': -0.08694091, ' left': -2.5065768, 'left': -7.0558624, 'Left': -7.0630493, ' "': -13.263228}
{' Right': -0.0728744, ' right': -2.6911528, 'Right': -6.509443, 'right': -6.9787, ' RIGHT': -10.39572}
{' Left': -0.2100531, ' left': -1.6946284, 'Left': -5.8109994, 'left': -5.9290133, ' Right': -9.184763}
{' Right': -0.045570824, ' right': -3.1546173, 'Right': -6.654621, 'right': -7.64579, ' RIGHT': -9.820984}
{' Left': -0.15014374, ' left': -1.9955378, 'left': -6.2860303, 'Left': -6.4383245, ' "': -11.952779}
{' right': -0.37562606, ' Right': -1.1653428, 'right': -6.9648285, 'Right': -7.986269, ' ': -10.792473}
{' left': -0.41379708, ' Left': -1.0907267, 'left': -6.260736, 'Left': -7.1449065, ' right': -9.284994}
{' right': -0.48973617, ' Right': -0.95254666, 'right': -7.11722, 'Right': -7.5355616, ' RIGHT': -10.04481}
{' left': -0.2719316, ' Left': -1.4450159, 'left': -6.252476, 'Left': -7.7783628, ' ': -12.864934}
{' Right': -0.24032108, ' right': -1.5764436, 'Right': -5.592324, 'right': -5.793553, ' ': -9.443808}
{' Left': -0.46240377, ' left': -1.0249362, 'left': -5.1407046, 'Left': -5.223947, ' Right': -9.04699}
{' Right': -0.09517263, ' right': -2.4545038, 'Right': -5.643054, 'right': -6.803277, ' ': -9.339992}
{' Left': -0.47323132, ' left': -0.99217135, 'left': -5.5976453, 'Left': -5.982245, ' ': -11.76347}
{' Right': -0.03222925, ' right': -3.4669921, 'Right': -7.963654, 'right': -8.909975, ' ': -11.509931}
{' Left': -0.120654136, ' left': -2.1920366, 'Left': -6.8985887, 'left': -7.0025797, ' Right': -10.151686}
{' Right': -0.031890072, ' right': -3.4835653, 'Right': -7.7179613, 'right': -8.921947, ' RIGHT': -9.661937}
{' Left': -0.05644178, ' left': -2.9169152, 'Left': -7.804185, 'left': -7.9247046, ' ': -12.432747}
{' Right': -0.47405717, ' right': -1.1151247, 'right': -3.604144, 'Right': -3.8036985, ' ': -9.006675}
{' left': -0.49320835, ' Left': -1.0197471, 'left': -4.0778065, 'Left': -4.454266, ' ': -10.249687}
{' Right': -0.72199315, ' right': -0.7292487, 'right': -3.9544933, 'Right': -4.37957, ' ': -8.915575}
{' left': -0.26433802, ' Left': -1.6257557, 'left': -3.5964665, 'Left': -4.8211713, ' ': -10.192343}
{' Left': -0.66047907, ' left': -0.7311978, 'left': -6.678667, ' Right': -7.626398, 'Left': -8.588003}
{' Right': -0.09214066, ' right': -2.4373727, 'Right': -8.082104, 'right': -8.20277, ' Left': -10.96163}
{' Left': -0.47968498, ' left': -0.98006636, ' Right': -5.672132, 'left': -6.7854533, ' right': -7.0797253}
{' Right': -0.21445699, ' right': -1.6484532, 'right': -7.8522873, 'Right': -8.37804, ' Left': -10.654346}
{' Left': -0.5441998, ' left': -0.88201785, 'left': -5.3259435, 'Left': -7.0605307, ' Right': -11.000636}
{' Right': -0.06607852, ' right': -2.7747195, 'Right': -6.945699, 'right': -7.510369, ' RIGHT': -10.654315}
{' Left': -0.2143838, ' left': -1.6709497, 'left': -5.806215, 'Left': -6.450835, ' Right': -8.295206}
{' Right': -0.10537562, ' right': -2.337948, 'right': -6.4850955, 'Right': -6.6606617, ' Left': -7.6324706}
{' left': -0.48843575, ' Left': -0.9645328, 'left': -5.3864975, 'Left': -7.334226, ' Right': -11.781848}
{' Right': -0.10781227, ' right': -2.304929, 'Right': -6.5505376, 'right': -7.0053244, ' RIGHT': -10.119657}
{' Left': -0.5220874, ' left': -0.915148, 'left': -5.462441, 'Left': -6.22568, ' ': -10.977935}
{' Right': -0.17223403, ' right': -1.8624786, 'right': -6.516409, 'Right': -6.578886, ' ': -10.500904}
{' left': -0.24263403, ' Left': -1.5500586, 'left': -5.9665294, 'Left': -8.321451, ' right': -8.405016}
{' Right': -0.59728444, ' right': -0.80508053, 'right': -6.355097, 'Right': -7.248985, ' left': -9.651491}
{' left': -0.22703028, ' Left': -1.6233336, 'left': -5.8170757, ' right': -6.421915, ' Right': -7.1240234}
{' right': -0.402342, ' Right': -1.1152003, 'right': -5.937586, 'Right': -7.661915, ' left': -8.631569}
{' left': -0.38231817, ' Left': -1.1747643, 'left': -4.8782535, 'Left': -6.7299, ' ': -11.514904}
{' Right': -0.36621398, ' right': -1.2002537, 'right': -5.9092717, 'Right': -5.9710774, ' ': -9.012132}
{' left': -0.44496804, ' Left': -1.0606736, 'left': -4.603642, 'Left': -5.8650417, ' ': -9.814803}
{' Right': -0.2820089, ' right': -1.4227542, 'right': -6.0718207, 'Right': -6.084776, ' ': -9.599689}
{' Left': -0.13117273, ' left': -2.1067357, 'left': -6.9529037, 'Left': -8.0352, ' Right': -11.119521}
{' Right': -0.03420451, ' right': -3.4249437, 'Right': -7.3615255, 'right': -7.9998827, ' Left': -10.266074}
{' Left': -0.2619962, ' left': -1.4785907, 'left': -6.298529, 'Left': -7.3266377, ' ': -10.778288}
{' Right': -0.08013853, ' right': -2.5717368, 'right': -8.109868, 'Right': -8.254153, ' ': -10.844096}
{' left': -0.17635527, ' Left': -1.9526441, 'left': -4.063358, 'Left': -6.3519125, ' right': -7.6038036}
{' Right': -0.4637192, ' right': -1.0537345, 'right': -4.295619, 'Right': -4.9139104, ' left': -7.4638124}
{' left': -0.51771533, ' Left': -0.9480838, 'left': -4.6826973, 'Left': -5.333282, ' Right': -6.7440486}
{' Right': -0.36269936, ' right': -1.2554663, 'right': -4.484401, 'Right': -5.059768, ' Left': -7.186515}
{' Left': -0.04404932, ' left': -3.1588218, ' Right': -8.256986, 'Left': -8.355282, 'left': -9.094535}
{' Right': -0.023824692, ' right': -3.760122, 'Right': -8.586449, 'right': -9.807188, ' RIGHT': -11.072463}
{' Left': -0.101491824, ' left': -2.3440359, 'Left': -8.267452, 'left': -8.423939, ' Right': -9.355974}
{' Right': -0.019944927, ' right': -3.9535346, 'Right': -8.136037, ' Left': -9.163199, 'right': -9.388266}
{' Left': -0.09267052, ' left': -2.491602, ' Right': -5.817907, 'Left': -6.5989947, 'left': -6.8239303}
{' Right': -0.14655396, ' right': -2.0192633, 'Right': -6.406314, 'right': -6.4326696, ' Left': -8.756678}
{' Left': -0.22793765, ' left': -1.6045454, 'left': -6.4147396, 'Left': -6.7625437, ' ': -10.254819}
{' Right': -0.064067304, ' right': -2.8412793, 'Right': -6.0353785, 'right': -6.922359, ' Left': -9.256473}
{' Left': -0.12473961, ' left': -2.1820612, 'Left': -6.282502, 'left': -6.5420365, ' Right': -7.001086}
{' Right': -0.25376585, ' right': -1.5285803, 'right': -5.4406385, 'Right': -6.004896, ' ': -8.402872}
{' Left': -0.32495463, ' left': -1.2983166, 'left': -5.925559, 'Left': -6.4248896, ' ': -9.5495}
{' Right': -0.08882764, ' right': -2.5196784, 'Right': -6.0653863, 'right': -6.4856534, ' "': -8.411831}
{' Left': -0.613576, ' left': -0.87975603, ' Right': -3.7634764, ' right': -4.0881987, 'left': -6.1547875}
{' right': -0.29084152, ' Right': -1.4239478, 'right': -5.3318434, ' left': -5.4840364, ' Left': -6.5728674}
{' left': -0.38526314, ' Left': -1.1515805, 'left': -5.940082, 'Left': -7.0866423, ' right': -9.93473}
{' Right': -0.56074333, ' right': -0.8623639, 'right': -5.6014767, 'Right': -6.1112494, ' left': -7.7312827}
{' Left': -0.05881458, ' left': -2.9626896, 'Left': -5.5164003, 'left': -6.7339296, ' Right': -8.869166}
{' Right': -0.09403129, ' right': -2.5333376, 'Right': -5.1971745, 'right': -5.5562234, ' Left': -7.78662}
{' Left': -0.17884581, ' left': -1.8400377, 'Left': -5.9605036, 'left': -6.086936, ' ': -9.55857}
{' Right': -0.053905964, ' right': -3.070271, 'Right': -5.53574, 'right': -6.476406, ' ': -8.217794}
{' Left': -0.092249684, ' left': -2.6582897, ' Right': -4.1832547, 'Left': -7.015122, ' right': -7.1908693}
{' Right': -0.073227756, ' right': -2.664399, 'Right': -7.5334616, 'right': -7.8781233, ' ': -10.509753}
{' Left': -0.04674276, ' left': -3.101024, 'Left': -7.929143, 'left': -8.269658, ' Right': -10.071685}
{' Right': -0.018473184, ' right': -4.0802426, 'Right': -7.0007057, 'right': -8.302572, ' Left': -9.4720955}
{' Left': -0.55500937, ' left': -1.0815996, 'left': -3.4411788, 'Left': -3.560153, ' Right': -4.281879}
{' right': -0.5627292, 'right': -1.6334937, ' Right': -1.6467305, 'Right': -3.4455624, ' left': -5.4146976}
{' left': -0.48288137, ' Left': -1.1374892, 'left': -3.110647, 'Left': -4.0607243, ' ': -7.7369714}
{' right': -0.6614967, ' Right': -0.9985061, 'right': -2.4750154, 'Right': -3.66744, ' left': -5.9192405}
{' left': -0.56426525, ' Left': -1.0827112, ' Right': -3.0492296, ' right': -3.147544, 'left': -6.3403063}
{' Left': -0.5986228, ' left': -1.4378486, ' Right': -1.7665954, ' right': -3.2048697, 'left': -6.874776}
{' left': -0.4822345, ' Left': -1.2269894, ' Right': -3.0607944, ' right': -3.2098267, 'left': -6.273465}
{' left': -0.89246404, ' Left': -1.3234925, ' right': -1.7597221, ' Right': -1.8953937, 'left': -6.81529}
{' Left': -0.31393114, ' left': -1.4063325, ' Right': -4.3861184, 'left': -4.843434, ' right': -5.8777065}
{' Left': -0.32699266, ' Right': -1.5106702, ' left': -3.0570185, ' right': -4.7452416, 'left': -6.584709}
{' Left': -0.3342775, ' left': -1.9240354, ' Right': -2.1223538, ' right': -4.283187, 'left': -5.6895843}
{' Left': -0.38810694, ' Right': -1.5842493, ' left': -2.3952155, ' right': -3.8116376, 'left': -6.1764402}
{' Left': -0.34097883, ' Right': -1.6633207, ' left': -2.4709513, ' right': -4.5472813, 'left': -5.9774036}
{' Left': -0.08985146, ' left': -2.706049, ' Right': -4.1420918, 'left': -6.442322, 'Left': -7.076509}
{' Left': -0.15500484, ' left': -2.1221316, ' Right': -3.963057, 'left': -6.0374374, ' right': -6.548126}
{' Left': -0.20924519, ' left': -2.111444, ' Right': -2.8274875, ' right': -5.2435527, 'left': -6.1110168}
{' left': -0.8147445, ' Left': -0.92863613, ' Right': -2.4730163, ' right': -2.6051135, 'left': -5.914592}
{' Left': -0.5754813, ' left': -1.1784037, ' Right': -2.3826084, ' right': -3.375753, 'left': -6.0939302}
{' left': -0.5792295, ' Left': -1.4509698, ' right': -2.124447, ' Right': -2.5010033, 'left': -5.9088836}
{' left': -0.7465672, ' Left': -1.0960449, ' right': -2.2245793, ' Right': -2.5309854, 'left': -5.8820496}
{' Left': -0.2018934, ' left': -2.0657487, ' Right': -3.0993888, ' right': -5.399508, 'left': -5.4798126}
{' Left': -0.13718402, ' left': -2.226175, ' Right': -4.311613, 'left': -5.637455, 'Left': -6.1452875}
{' Left': -0.30520916, ' left': -1.4313974, ' Right': -4.252082, 'left': -5.2059216, ' right': -6.145003}
{' Left': -0.17920989, ' left': -1.8804351, ' Right': -5.0772924, 'left': -5.8051977, 'Left': -6.5371695}
{' Left': -0.12161073, ' left': -2.4728928, ' Right': -3.640928, 'left': -6.3257804, ' right': -6.70601}
{' Left': -0.12742934, ' left': -2.454158, ' Right': -3.5088134, 'left': -6.468387, ' right': -6.4743814}
{' Left': -0.2628367, ' left': -1.9658813, ' Right': -2.5038967, ' right': -5.0840073, 'left': -6.0760264}
{' Left': -0.2446395, ' left': -2.1702738, ' Right': -2.3754227, ' right': -4.824622, 'left': -6.653151}
{' Left': -0.3183875, ' left': -1.4364829, ' Right': -4.0391474, 'left': -4.8919897, ' right': -5.369369}
{' Left': -0.2122046, ' left': -2.3169792, ' Right': -2.5720775, ' right': -5.0017133, 'Left': -5.4403353}
{' Left': -0.34802714, ' left': -1.3922431, ' Right': -3.644898, 'left': -4.905228, ' right': -4.937344}
{' Left': -0.35445508, ' left': -1.5052997, ' Right': -2.9641886, ' right': -4.3058653, 'left': -5.0337477}
{' Right': -0.064998895, ' right': -2.7833652, ' Left': -7.941183, 'Right': -7.9416804, 'right': -8.0810795}
{' Left': -0.35534257, ' left': -1.2453077, ' Right': -4.9097, ' right': -6.247798, 'left': -6.4333644}
{' Right': -0.5170309, ' right': -0.9105456, 'right': -6.776537, 'Right': -8.479719, ' Left': -10.622962}
{' Left': -0.39861536, ' left': -1.2255408, ' Right': -3.7181382, ' right': -4.7023377, 'left': -6.5230446}
{' Right': -0.046131812, ' right': -3.226895, ' Left': -5.85335, 'Right': -6.7517304, 'right': -6.878155}
{' Left': -0.25384563, ' left': -1.5439457, ' Right': -5.349024, 'left': -5.4772243, ' right': -7.0163174}
{' Right': -0.19754373, ' right': -1.7463604, 'right': -5.985519, ' Left': -6.7902713, 'Right': -7.0621867}
{' Left': -0.1722741, ' left': -1.9696832, ' Right': -4.3011956, 'left': -5.8535295, ' right': -6.4840035}
{' Right': -0.01633772, ' right': -4.4347963, ' Left': -5.9637084, 'Right': -6.815942, 'right': -7.8107}
{' Left': -0.13299601, ' left': -2.121306, 'left': -5.762318, 'Left': -6.9675446, ' Right': -7.608568}
{' Right': -0.08257494, ' right': -2.5795078, 'right': -6.4382706, 'Right': -6.855461, ' Left': -7.4240394}
{' Left': -0.15142734, ' left': -2.0799341, ' Right': -4.531686, 'left': -5.893042, ' right': -6.89947}
{' Right': -0.39622855, ' right': -1.1507471, ' Left': -5.195274, ' left': -5.8810606, 'right': -6.499646}
{' Left': -0.49619853, ' left': -1.1370428, ' Right': -3.2033997, ' right': -3.628582, 'left': -6.054474}
{' right': -0.416215, ' Right': -1.0901023, 'right': -5.7278886, 'Right': -7.6504188, ' left': -8.25464}
{' Left': -0.73175114, ' left': -0.8239429, ' right': -3.2654693, ' Right': -3.2663276, 'left': -5.83285}
{' Right': -0.016103161, ' right': -4.431493, 'Right': -6.315999, ' Left': -6.4004655, 'right': -7.844779}
{' Left': -0.08695424, ' left': -2.5253716, 'left': -6.292398, 'Left': -6.7963676, ' Right': -8.358326}
{' Right': -0.04689716, ' right': -3.148261, 'Right': -6.33343, 'right': -6.931721, ' ': -9.83373}
{' Left': -0.08988949, ' left': -2.5817146, ' Right': -5.0891533, 'left': -6.066257, 'Left': -6.5971427}
{' Right': -0.018884677, ' right': -4.0707436, ' Left': -6.863271, 'Right': -8.083742, 'right': -8.835861}
{' Left': -0.08800531, ' left': -2.5036907, ' Right': -6.5522766, 'left': -7.2693653, 'Left': -8.375376}
{' Right': -0.06887011, ' right': -2.7243454, 'right': -7.6632, 'Right': -8.126988, ' Left': -8.781773}
{' Left': -0.12443474, ' left': -2.2989476, ' Right': -4.260478, 'left': -6.8246675, ' right': -6.908589}
{' Right': -0.12182172, ' right': -2.333234, 'Right': -4.748172, 'right': -4.889638, ' Left': -6.7952857}
{' Left': -0.69255966, ' left': -0.85669076, ' Right': -3.6370726, 'left': -3.6953995, ' right': -4.0998626}
{' Right': -0.38710654, ' right': -1.2137667, 'right': -4.067017, 'Right': -5.022227, ' ': -9.187668}
{' Left': -0.46359694, ' left': -1.097716, ' Right': -4.2153783, 'left': -4.4576917, ' right': -5.0253396}
{' Right': -0.049793407, ' right': -3.0368595, 'Right': -7.9958878, 'right': -8.618769, ' Left': -9.966509}
{' Left': -0.20753832, ' left': -1.701532, ' Right': -5.760318, 'left': -7.101926, 'Left': -7.3778205}
{' Right': -0.08218078, ' right': -2.5453231, 'Right': -8.24144, 'right': -9.049283, ' RIGHT': -10.504159}
{' Left': -0.27122205, ' left': -1.443057, 'left': -7.0087476, 'Left': -7.7382894, ' Right': -11.908488}
{' Right': -0.20872055, ' right': -1.6849035, 'right': -6.4778323, 'Right': -6.6460834, ' Left': -10.374755}
{' Left': -0.3504753, ' left': -1.2434883, 'left': -5.544437, 'Left': -6.1756854, ' Right': -6.848602}
{' Right': -0.03422406, ' right': -3.4218962, 'Right': -7.2036934, 'right': -8.613759, ' RIGHT': -10.2528}
{' Left': -0.16258532, ' left': -1.9121829, 'left': -6.6373143, 'Left': -6.923112, ' ': -13.614175}
{' Right': -0.24947657, ' right': -1.5364295, 'right': -5.784753, 'Right': -6.0392504, ' RIGHT': -9.545451}
{' Left': -0.42915767, ' left': -1.0821651, 'left': -5.1864324, 'Left': -5.560948, ' Right': -7.711657}
{' Right': -0.11037989, ' right': -2.291, 'Right': -6.2296286, 'right': -6.790273, ' RIGHT': -9.330833}
{' Left': -0.33048445, ' left': -1.288702, 'left': -5.590193, 'Left': -6.1925464, ' "': -11.6127825}
{' right': -0.301743, ' Right': -1.3521198, 'right': -6.626475, 'Right': -7.825674, ' ': -10.82114}
{' left': -0.6062786, ' Left': -0.82524985, ' Right': -4.864896, ' right': -5.141984, 'left': -6.148252}
{' right': -0.6247086, ' Right': -0.7701057, 'right': -6.997444, 'Right': -7.456341, ' ': -9.975537}
{' left': -0.23308957, ' Left': -1.5831014, 'left': -6.11677, 'Left': -7.9123363, ' right': -12.825329}
{' Right': -0.41198558, ' right': -1.1115572, 'right': -5.2875195, 'Right': -5.695751, ' ': -9.098337}
{' Left': -0.54564035, ' left': -0.8988775, 'left': -4.8971853, 'Left': -5.271636, ' Right': -7.306293}
{' Right': -0.089184865, ' right': -2.5106955, 'Right': -5.8352537, 'right': -6.932967, ' ': -9.496597}
{' Left': -0.6242874, ' left': -0.7835835, 'left': -5.3090444, 'Left': -5.9412217, ' ': -11.683922}
{' Right': -0.088866204, ' right': -2.4791117, 'Right': -7.380219, 'right': -7.5787053, ' Left': -10.576428}
{' Left': -0.20577109, ' left': -1.7109284, ' Right': -6.026957, 'left': -6.4104295, 'Left': -6.90062}
{' Right': -0.031340975, ' right': -3.5027363, 'Right': -7.5996466, 'right': -8.808169, ' RIGHT': -10.215439}
{' Left': -0.087902024, ' left': -2.489706, 'left': -7.312519, 'Left': -7.5278444, ' ': -12.329977}
{' Right': -0.47538358, ' right': -1.1056764, 'right': -3.7235656, 'Right': -3.770769, ' ': -8.83706}
{' left': -0.59984964, ' Left': -0.8576068, 'left': -4.266422, 'Left': -4.3784637, ' Right': -8.716616}
{' Right': -0.69812196, ' right': -0.7523403, 'right': -4.0069995, 'Right': -4.3589797, ' ': -8.907214}
{' left': -0.29670626, ' Left': -1.5193528, 'left': -3.524783, 'Left': -4.780888, ' ': -10.430084}
{' Left': -0.6620807, ' left': -0.73003954, 'left': -6.2097435, 'Left': -8.303217, ' Right': -9.789311}
{' Right': -0.09197355, ' right': -2.4395306, 'Right': -8.008763, 'right': -8.132079, ' RIGHT': -11.200215}
{' Left': -0.41613358, ' left': -1.0834329, 'left': -6.534011, 'Left': -7.6336527, ' Right': -10.65433}
{' Right': -0.09993339, ' right': -2.359474, 'right': -8.110091, 'Right': -8.121966, ' RIGHT': -11.183419}
{' Left': -0.6377, ' left': -0.7668505, 'left': -5.0983286, 'Left': -7.0415945, ' Right': -10.604596}
{' Right': -0.11737778, ' right': -2.2227645, 'Right': -6.7201204, 'right': -6.7775073, ' Left': -10.558759}
{' Left': -0.3201399, ' left': -1.3362743, 'left': -4.993817, 'Left': -6.0922437, ' Right': -6.3682156}
{' Right': -0.48512965, ' Left': -1.5251782, ' right': -2.3839047, ' left': -2.6888363, 'right': -5.7853894}
{' left': -0.34920222, ' Left': -1.2476206, 'left': -4.9796877, 'Left': -7.3202105, ' Right': -11.7155}
{' Right': -0.23376818, ' right': -1.5840644, 'right': -6.332563, 'Right': -6.5672545, ' ': -9.898639}
{' left': -0.5400195, ' Left': -0.8973289, 'left': -4.856611, 'Left': -6.3327055, ' ': -10.674703}
{' Right': -0.32047567, ' right': -1.3084995, 'right': -5.991858, 'Right': -6.592894, ' RIGHT': -10.268882}
{' left': -0.17240788, ' Left': -1.8702058, 'left': -5.5647535, 'Left': -8.226583, ' right': -9.119717}
{' Right': -0.6671441, ' right': -0.7266744, 'right': -6.0519533, 'Right': -7.301671, ' left': -8.946414}
{' left': -0.21696128, ' Left': -1.6690065, 'left': -5.3810544, ' right': -6.939777, 'Left': -7.480116}
{' right': -0.32179877, ' Right': -1.3038203, 'right': -5.81136, 'Right': -7.646748, ' left': -9.050966}
{' left': -0.23867166, ' Left': -1.5845846, 'left': -5.0239654, 'Left': -7.2553334, ' ': -12.670418}
{' Right': -0.4623987, ' right': -1.009802, 'right': -5.6777415, 'Right': -6.105854, ' ': -8.910765}
{' left': -0.36668494, ' Left': -1.2365845, 'left': -4.2548323, 'Left': -6.0675116, ' ': -9.770278}
{' Right': -0.4579978, ' right': -1.0131049, 'right': -5.9519987, 'Right': -6.3955603, ' ': -9.675857}
{' Left': -0.25340348, ' left': -1.5062264, 'left': -6.3901906, 'Left': -7.793484, ' Right': -12.374233}
{' Right': -0.067876205, ' right': -2.7448113, 'Right': -7.24335, 'right': -7.466344, ' RIGHT': -10.437661}
