{'\n': -9.868756, ' ': -9.318076, ' Yes': -0.0024784687, ' yes': -8.480762, 'Yes': -6.177218}
{'\n': -4.483814, ' ': -5.2748556, ' Yes': -0.048012946, ' yes': -5.989711, 'Yes': -3.6163719}
{'\n': -6.1970587, ' ': -5.750413, ' Yes': -0.011662724, ' yes': -6.8297477, 'Yes': -5.2912455}
{'\n': -3.170648, ' ': -5.0028462, ' Yes': -0.10492273, ' yes': -6.1856527, 'Yes': -3.0477443}
{'\n': -4.8751974, ' ': -5.0549574, ' Yes': -0.04857363, ' yes': -4.157277, 'Yes': -4.1658716}
{' No': -0.009892073, '\n': -8.351411, ' ': -7.551305, 'No': -4.7119966, ' no': -10.483243}
{' No': -0.033561904, '\n': -8.142665, ' ': -6.459526, 'No': -3.4806464, ' no': -9.476782}
{' No': -0.06338566, '\xa0': -8.823735, '\n': -6.3645463, ' ': -6.548416, 'No': -2.853642}
{' No': -0.011080112, '\n': -9.931358, ' ': -7.614612, 'No': -4.570408, ' no': -10.479774}
{' No': -0.08735393, '\n': -5.924093, ' ': -6.0206895, 'No': -2.5564508, ' no': -8.771007}
{' No': -0.054507393, '\n': -7.5160265, ' ': -6.913831, 'No': -2.9773204, ' no': -8.471987}
{' No': -0.010331068, '\n': -5.7221837, ' ': -5.511044, 'No': -5.9686036, ' no': -8.52591}
{' No': -0.04555704, '\n': -5.34361, ' ': -5.519076, 'No': -3.3591592, ' no': -7.683964}
{' No': -0.11392361, '\n': -3.3465362, ' ': -4.5399084, 'No': -2.8175309, ' no': -7.505728}
{' No': -0.005649322, '\n': -8.321879, ' ': -6.5036006, 'No': -5.598554, ' no': -9.25787}
{' No': -0.20602527, '\n': -3.714549, ' ': -4.3082194, 'No': -1.9341747, ' no': -6.806346}
{' No': -0.045957867, '\n': -6.1303706, ' ': -5.4106245, 'No': -3.3900187, ' no': -5.72642}
{' No': -0.07725503, '\n': -6.6833034, ' ': -6.024736, 'No': -2.798532, ' no': -4.827967}
{' No': -0.07370559, '\n': -8.703286, ' ': -6.2388687, 'No': -2.6915662, ' no': -7.554542}
{' No': -0.17006578, '\n': -6.92527, ' ': -6.0717626, 'No': -1.8966968, ' no': -6.596364}
{' No': -0.017681396, '\t': -9.197066, ' ': -6.8047643, 'No': -4.1656284, ' no': -7.749251}
{' No': -0.32030016, '\n': -6.532883, ' ': -6.1795545, 'No': -1.316909, ' no': -6.7753005}
{' No': -0.13918595, ' ': -7.180681, 'No': -2.0571852, 'no': -8.040426, ' no': -7.2606134}
{' No': -0.06638186, '\n': -5.0858035, ' ': -5.0442986, 'No': -4.424775, ' no': -3.287447}
{' No': -0.093785174, '\n': -4.0849714, ' ': -4.515762, 'No': -2.9642649, ' no': -4.85835}
{' No': -0.11029657, '\n': -3.7601273, ' ': -4.7507415, 'No': -2.78591, ' no': -4.812784}
{' No': -0.025125466, '\n': -5.71495, ' ': -5.5806236, 'No': -4.192114, ' no': -6.135059}
{' No': -0.20948055, '\n': -3.0907824, ' ': -4.4305167, 'No': -2.280413, ' no': -3.8066049}
{' No': -0.16659044, '\n': -4.277288, ' ': -4.7744613, 'No': -3.6454396, ' no': -2.3155944}
{' No': -0.020765409, '\n': -5.0503, ' ': -5.123764, 'No': -4.9378567, ' no': -7.313537}
{' No': -0.061218146, '\n': -4.192516, ' ': -4.7967854, 'No': -3.3758845, ' no': -7.262298}
{' No': -0.101654455, '\n': -3.314106, ' ': -4.290748, 'No': -3.128674, ' no': -7.001067}
{' No': -0.030360576, '\n': -4.7919974, ' ': -4.67183, 'No': -4.4754653, ' no': -7.8968205}
{' No': -0.114651695, '\n': -3.0186117, ' ': -4.118905, 'No': -3.245282, ' no': -6.227898}
{' No': -0.0643652, '\n': -4.2360983, ' ': -4.624815, 'No': -3.5257814, ' no': -5.1538434}
{' No': -0.007959272, '\n': -7.9904075, ' ': -7.3944793, 'No': -5.1443176, ' Yes': -6.835689}
{' No': -0.036357813, '\n': -8.836538, ' ': -6.976778, 'No': -3.4096487, ' Yes': -6.642593}
{' No': -0.036148477, '\n': -6.9411983, ' ': -6.5091553, 'No': -3.4952836, ' Yes': -6.063804}
{' No': -0.004620218, '\n': -11.444118, ' ': -8.35606, 'No': -5.5457883, ' Yes': -7.7602677}
{' No': -0.048805922, '\n': -6.6926656, ' ': -5.8940854, 'No': -3.1663654, ' Yes': -6.928125}
{' No': -0.062633336, '\n': -7.255947, ' ': -6.844934, 'No': -2.9704757, ' Yes': -4.993566}
{' No': -0.0054653157, '\n': -7.1654015, ' ': -5.7423897, 'No': -6.7439847, ' Yes': -8.829342}
{' No': -0.02114607, '\n': -6.165168, ' ': -5.8931036, 'No': -4.1574354, ' no': -8.836203}
{' No': -0.07327637, '\n': -3.7050073, ' ': -4.2589893, 'No': -3.5039442, '  ': -7.979471}
{' No': -0.0026985623, '\n': -9.294259, ' ': -6.785289, 'No': -6.5601153, ' no': -10.622197}
{' No': -0.14912108, '\n': -4.0905976, ' ': -4.437424, 'No': -2.2287986, ' no': -7.409673}
{' No': -0.025767317, '\n': -6.647308, ' ': -5.5380077, 'No': -4.0560193, ' no': -6.3407}
{' No': -0.07751475, ' ': -5.88163, 'No': -3.0389025, ' Yes': -4.1046, ' no': -5.334507}
{' False': -9.269766, ' No': -0.05451652, ' ': -6.9673567, 'No': -2.968018, ' no': -8.400068}
{' No': -1.0953678, 'No': -3.6982737, ' Yes': -0.51322395, ' yes': -4.789561, 'Yes': -3.659523}
{' No': -0.012790079, ' ': -7.2377577, 'No': -4.567371, ' Yes': -6.8746586, ' no': -7.9656353}
{' No': -0.2700209, '\n': -6.834397, ' ': -6.5098033, 'No': -1.4574924, ' no': -7.9096065}
{' No': -0.062246446, ' ': -8.000264, 'No': -2.82094, 'no': -9.151267, ' no': -8.260757}
{' No': -0.019056043, '\n': -6.5436187, ' ': -4.96009, 'No': -5.684643, ' no': -5.073635}
{' No': -0.042356737, '\n': -5.2041397, ' ': -4.9562836, 'No': -3.6377566, ' no': -6.158457}
{' No': -0.09329574, '\n': -3.4890702, ' ': -4.4029326, 'No': -3.214971, ' no': -5.5052466}
{' No': -0.014129362, '\n': -6.5122485, ' ': -5.760778, 'No': -4.7810607, ' no': -7.088477}
{' No': -0.20797803, '\n': -3.007634, ' ': -4.3594913, 'No': -2.1410568, ' no': -5.332373}
{' No': -0.11185317, '\n': -4.2521377, ' ': -4.807646, 'No': -3.9541306, ' no': -2.8392909}
{' No': -0.01262081, '\n': -5.596973, ' ': -5.281622, 'No': -5.7482867, ' Yes': -8.080552}
{' No': -0.031251926, '\n': -5.1436825, ' ': -5.203657, 'No': -3.9759102, ' no': -8.724993}
{' No': -0.05834374, '\n': -3.934469, ' ': -4.400448, 'No': -3.7612722, ' no': -7.784567}
{' No': -0.013628274, '\n': -6.07332, ' ': -5.0173974, 'No': -5.4575067, ' Yes': -9.279947}
{' No': -0.063131414, '\n': -3.9115582, ' ': -4.9206686, 'No': -3.417862, ' no': -7.9159007}
{' No': -0.055528354, '\n': -4.162228, ' ': -4.4010673, 'No': -4.15931, ' Yes': -5.4630213}
{'\n': -9.312398, ' ': -8.869026, ' Yes': -0.004008, ' yes': -8.988244, 'Yes': -5.6226926}
{'\n': -9.9552145, ' ': -7.780794, ' Yes': -0.0155261215, ' yes': -7.6396747, 'Yes': -4.245257}
{'\n': -8.012267, ' ': -7.5598474, ' Yes': -0.026472008, ' yes': -7.1720695, 'Yes': -3.719259}
{'\n': -10.568772, ' ': -8.657054, ' Yes': -0.0036133437, ' yes': -8.545374, 'Yes': -5.7543726}
{'\n': -7.8015566, ' ': -7.269376, ' Yes': -0.022805644, ' yes': -7.4544153, 'Yes': -3.8816442}
{'\n': -8.00345, ' ': -7.720689, ' Yes': -0.021814125, ' yes': -6.6375265, 'Yes': -3.9527946}
{'\n': -7.1260643, ' ': -6.5495696, ' Yes': -0.0054917475, ' yes': -7.5049534, 'Yes': -5.96982}
{'\n': -6.9353495, ' ': -6.7545996, ' Yes': -0.019168561, ' yes': -7.0376043, 'Yes': -4.1569057}
{'\n': -4.2660275, ' ': -5.290628, ' Yes': -0.06931119, ' yes': -6.3695774, 'Yes': -3.0978467}
{'\n': -8.862693, ' ': -7.0899935, ' Yes': -0.004032059, ' yes': -8.175465, 'Yes': -5.9115405}
{'\n': -4.6002564, ' ': -5.1608396, ' Yes': -0.112530254, ' yes': -5.238194, 'Yes': -2.4849954}
{'\n': -6.7636824, ' ': -6.200791, ' Yes': -0.022803325, ' yes': -5.313506, 'Yes': -4.289119}
{' ': -6.7458334, ' Yes': -0.049222402, ' yes': -4.1149817, 'Yes': -3.5589192, 'yes': -7.202612}
{' YES': -8.531747, ' ': -7.1701603, ' Yes': -0.03864989, ' yes': -6.0627337, 'Yes': -3.374923}
{' ': -6.6399403, ' Yes': -0.06910653, ' yes': -4.8895698, 'Yes': -2.8833287, 'yes': -7.1641784}
{' YES': -8.909985, ' ': -7.284181, ' Yes': -0.015285457, ' yes': -6.2741866, 'Yes': -4.41134}
{' ': -7.1082726, ' Yes': -0.11174651, ' yes': -5.769322, 'Yes': -2.2978694, 'yes': -7.3188353}
{' ': -8.241779, ' Yes': -0.030084495, ' yes': -5.2602305, 'Yes': -3.7409987, 'yes': -8.009442}
{'\n': -5.5504804, ' ': -5.4170685, ' Yes': -0.04885305, ' yes': -3.5969124, 'Yes': -4.5886326}
{'\n': -5.2449083, ' ': -5.3556304, ' Yes': -0.04827182, ' yes': -4.98882, 'Yes': -3.5362308}
{'\n': -3.7112288, ' ': -4.8914485, ' Yes': -0.108030185, ' yes': -3.99151, 'Yes': -3.0179381}
{'\n': -7.3397536, ' ': -6.8228188, ' Yes': -0.014645216, ' yes': -6.003216, 'Yes': -4.600098}
{'\n': -2.9473321, ' ': -4.8189044, ' Yes': -0.1996554, ' yes': -3.9797435, 'Yes': -2.3476713}
{'\n': -4.845583, ' ': -5.6822762, ' Yes': -0.11436677, ' yes': -2.567919, 'Yes': -4.072998}
{'\n': -5.6655445, ' ': -6.156961, ' Yes': -0.012543006, ' yes': -6.823969, 'Yes': -5.2084312}
{'\n': -5.469119, ' ': -6.0759463, ' Yes': -0.026793804, ' yes': -6.4164634, 'Yes': -4.0330515}
{'\n': -4.321398, ' ': -5.2157803, ' Yes': -0.052015588, ' yes': -5.87785, 'Yes': -3.5778332}
{'\n': -5.5642076, ' ': -5.45509, ' Yes': -0.016304523, ' yes': -7.1252007, 'Yes': -4.957957}
{'\n': -3.6806476, ' ': -5.066233, ' Yes': -0.08374507, ' yes': -5.6369643, 'Yes': -3.1316442}
{'\n': -4.6111813, ' ': -5.1686077, ' Yes': -0.04423141, ' yes': -4.457376, 'Yes': -4.234558}
{'\n': -10.080368, ' ': -9.261542, ' Yes': -0.0037878582, ' yes': -8.971883, 'Yes': -5.659826}
{' ': -8.35012, ' Yes': -0.0134087205, ' yes': -7.4275284, 'Yes': -4.4067683, ' True': -8.917806}
{'\n': -9.5647745, ' ': -8.270365, ' Yes': -0.016564762, ' yes': -7.668401, 'Yes': -4.1676397}
{' ': -10.331432, ' Yes': -0.001287288, ' yes': -9.695701, 'Yes': -6.7623262, ' True': -11.0925865}
{'\n': -8.784429, ' ': -7.518036, ' Yes': -0.016544826, ' yes': -8.067196, 'Yes': -4.185099}
{' YES': -8.904467, ' ': -8.1299515, ' Yes': -0.016865078, ' yes': -6.860624, 'Yes': -4.201132}
{'\n': -9.048974, ' ': -7.313113, ' Yes': -0.0026889422, ' yes': -7.9188704, 'Yes': -6.552352}
{'\n': -7.3991704, ' ': -6.7279196, ' Yes': -0.014349856, ' yes': -6.90508, 'Yes': -4.5202856}
{'\n': -4.408349, ' ': -5.3122587, ' Yes': -0.0496819, ' yes': -6.2372193, 'Yes': -3.5521135}
{' YES': -9.961591, ' ': -7.404472, ' Yes': -0.0025975027, ' yes': -8.019422, 'Yes': -6.465837}
{'\n': -5.0086164, ' ': -5.3704576, ' Yes': -0.11654979, ' yes': -5.3048763, 'Yes': -2.3899167}
{' YES': -7.5128245, ' ': -6.563232, ' Yes': -0.024143621, ' yes': -4.5758038, 'Yes': -4.5580044}
{' ': -7.0132637, ' Yes': -0.054346964, ' yes': -3.7378201, 'Yes': -3.6296792, 'yes': -7.0689807}
{' No': -7.359526, ' ': -8.009296, ' Yes': -0.025673565, ' yes': -6.003887, 'Yes': -3.8459325}
{' ': -7.4073467, ' Yes': -0.06360675, ' yes': -4.2320504, 'Yes': -3.1208863, 'yes': -6.819376}
{' ': -8.1975, ' Yes': -0.009431973, ' yes': -6.5307746, 'Yes': -4.9117637, ' True': -9.4855995}
{' ': -7.154829, ' Yes': -0.109365575, ' yes': -6.4904037, 'Yes': -2.2995472, 'yes': -7.6725936}
{' ': -9.198619, ' Yes': -0.017503351, ' yes': -6.244777, 'Yes': -4.1930785, 'yes': -8.907996}
{'\n': -7.4635363, ' ': -6.013851, ' Yes': -0.04420057, ' yes': -3.3760521, 'Yes': -5.37034}
{'\n': -5.719743, ' ': -5.468076, ' Yes': -0.03969188, ' yes': -4.7488422, 'Yes': -3.8509617}
{'\n': -3.8408365, ' ': -5.0850267, ' Yes': -0.09115889, ' yes': -4.4208937, 'Yes': -3.094422}
{'\n': -7.961186, ' ': -6.8804293, ' Yes': -0.013314125, ' yes': -5.633797, 'Yes': -4.8362856}
{'\n': -3.1841161, ' ': -4.9264956, ' Yes': -0.20248783, ' yes': -4.1964345, 'Yes': -2.1947114}
{'\n': -5.696258, ' Yes': -0.18282415, ' yes': -1.9340485, 'Yes': -4.4582033, 'yes': -5.7491713}
{'\n': -7.1293087, ' ': -6.920921, ' Yes': -0.0061913477, ' yes': -7.24786, 'Yes': -5.6717486}
{'\n': -6.111037, ' ': -6.1631613, ' Yes': -0.018992804, ' yes': -6.863444, 'Yes': -4.3578825}
{'\n': -4.800049, ' ': -5.4118905, ' Yes': -0.03688867, ' yes': -6.2641397, 'Yes': -3.8701003}
{'\n': -7.2235303, ' ': -6.0397334, ' Yes': -0.0070452746, ' yes': -7.5271688, 'Yes': -5.7443967}
{'\n': -4.184378, ' ': -5.438347, ' Yes': -0.06029771, ' yes': -6.4008875, 'Yes': -3.3124146}
{'\n': -5.4537807, ' ': -5.4318795, ' Yes': -0.044168863, ' yes': -3.9742682, 'Yes': -4.3023133}
{' No': -0.009466571, '\n': -9.251927, ' ': -8.02024, 'No': -4.7145386, ' no': -11.1138735}
{' No': -0.032374594, '\n': -9.399678, ' ': -6.6618376, 'No': -3.4959135, ' no': -10.054733}
{' No': -0.049675696, '\xa0': -9.714897, '\n': -7.9831614, ' ': -6.8581796, 'No': -3.0614974}
{' No': -0.010164323, '\n': -11.0880375, ' ': -7.8558707, 'No': -4.641561, ' no': -10.623737}
{' No': -0.044826552, '\n': -7.7810607, ' ': -6.387745, 'No': -3.1867404, ' no': -9.49594}
{' No': -0.048455186, '\n': -8.360098, ' ': -7.2337875, 'No': -3.0818737, ' no': -8.406366}
{' No': -0.006849851, '\n': -6.9457917, ' ': -5.6493497, 'No': -6.1611505, ' no': -8.771672}
{' No': -0.03381527, '\n': -6.084989, ' ': -5.4385314, 'No': -3.6495302, ' no': -8.1075115}
{' No': -0.06640976, '\n': -4.018781, ' ': -4.4882216, 'No': -3.3896537, ' no': -7.8419976}
{' No': -0.0063015306, '\n': -9.148543, ' ': -5.923394, 'No': -5.692077, ' no': -9.572421}
{' No': -0.15303141, '\n': -4.21175, ' ': -4.3616076, 'No': -2.2022905, ' no': -6.4298086}
{' No': -0.042015404, '\n': -6.7355223, ' ': -5.325304, 'No': -3.463814, ' no': -5.77294}
{' No': -0.07836396, '\n': -7.528106, ' ': -6.0724893, 'No': -2.747994, ' no': -4.907408}
{' No': -0.080139756, ' ': -6.61726, 'No': -2.5939965, 'no': -8.879736, ' no': -7.689995}
{' No': -0.13900284, '\n': -8.212016, ' ': -6.3682876, 'No': -2.0681715, ' no': -7.337173}
{' No': -0.01514197, ' ': -7.0915194, 'No': -4.3032885, 'no': -9.940343, ' no': -7.758522}
{' No': -0.3324945, '\n': -7.292771, ' ': -6.171785, 'No': -1.2777671, ' no': -7.5416226}
{' No': -0.098042265, ' ': -7.2990465, 'No': -2.387381, 'no': -8.590343, ' no': -7.6140194}
{' No': -0.06483664, '\n': -6.201792, ' ': -4.9519987, 'No': -4.5711565, ' no': -3.1718862}
{' No': -0.076208055, '\n': -4.9432845, ' ': -4.5916705, 'No': -2.9940279, ' no': -5.315642}
{' No': -0.11695251, '\n': -3.66448, ' ': -4.4605427, 'No': -2.764402, ' no': -4.8398213}
{' No': -0.023914669, '\n': -6.783755, ' ': -5.4747734, 'No': -4.1041718, ' no': -6.459505}
{' No': -0.22132427, '\n': -3.0076487, ' ': -4.135789, 'No': -2.1828015, ' no': -4.1646633}
{' No': -0.2046528, '\n': -4.810068, ' ': -4.8745832, 'No': -3.7561738, ' no': -1.9574527}
{' No': -0.012120956, '\n': -6.0952606, ' ': -5.529884, 'No': -5.200647, ' no': -8.475167}
{' No': -0.044458516, '\n': -4.9502125, ' ': -5.0183086, 'No': -3.5445652, ' no': -7.8469777}
{' No': -0.07368153, '\n': -3.8743062, ' ': -4.470803, 'No': -3.2978272, ' no': -7.267888}
{' No': -0.01881908, '\n': -6.034051, ' ': -5.068425, 'No': -4.64717, ' no': -8.646091}
{' No': -0.060140077, '\n': -4.0349383, ' ': -4.4371037, 'No': -3.6470463, ' no': -6.4095907}
{' No': -0.05573737, '\n': -4.7219033, ' ': -4.882712, 'No': -3.4872808, ' no': -5.1662765}
{' No': -0.008738821, '\n': -8.319411, ' ': -7.8415403, 'No': -4.8345675, ' Yes': -9.69434}
{' No': -0.051180042, '\n': -9.002716, ' ': -7.2662153, 'No': -3.0215986, ' Yes': -9.001316}
{' No': -0.033753004, '\n': -7.5183225, ' ': -6.9525766, 'No': -3.4741843, ' Yes': -7.7696676}
{' No': -0.0052375426, ' ': -8.7885475, 'No': -5.3359394, ' Yes': -8.48312, ' no': -11.647341}
{' No': -0.04078857, '\n': -6.9513927, ' ': -6.127956, 'No': -3.3257327, ' Yes': -7.7252135}
{' No': -0.058341015, '\n': -7.3807135, ' ': -7.1002693, 'No': -2.9439168, ' Yes': -6.42921}
{' No': -0.0039628777, '\n': -7.8454967, ' ': -6.096719, 'No': -6.762509, ' no': -9.29991}
{' No': -0.023624802, '\n': -6.1678567, ' ': -5.862654, 'No': -4.018515, ' no': -8.7232}
{' No': -0.073675305, '\n': -3.5544147, ' ': -4.383377, 'No': -3.5578804, ' no': -8.123146}
{' No': -0.0033696038, '\n': -9.582408, ' ': -6.756116, 'No': -6.1838217, ' no': -10.045164}
{' No': -0.17144878, '\n': -3.8745003, ' ': -4.382187, 'No': -2.1108541, ' no': -6.893065}
{' No': -0.02588463, '\n': -6.890445, ' ': -5.762666, 'No': -4.021717, ' no': -6.0272727}
{' No': -0.06667318, ' ': -6.287911, 'No': -2.914802, ' Yes': -6.4657683, ' no': -5.2061763}
{' No': -0.059529364, '\n': -9.696869, ' ': -7.0578966, 'No': -2.8761854, ' no': -8.312055}
{' No': -0.73533803, 'No': -3.2889724, ' Yes': -0.7989062, ' yes': -5.2320533, 'Yes': -3.8901308}
{' No': -0.015335572, ' ': -7.567524, 'No': -4.2659, ' Yes': -8.692893, ' no': -8.092734}
{' No': -0.28276795, '\n': -7.008003, ' ': -6.478009, 'No': -1.4174075, ' no': -7.78197}
{' No': -0.065522015, ' ': -8.024768, 'No': -2.7696788, 'no': -9.256569, ' no': -8.372823}
{' No': -0.019486986, '\n': -7.2215433, ' ': -5.2537665, 'No': -5.7837706, ' no': -4.6245646}
{' No': -0.044611324, '\n': -5.7143884, ' ': -5.4077744, 'No': -3.4185658, ' no': -5.943333}
{' No': -0.10999438, '\n': -3.1001675, ' ': -4.5699806, 'No': -3.1407804, ' no': -5.501631}
{' No': -0.013495534, '\n': -7.0996766, ' ': -6.1722093, 'No': -4.63288, ' no': -7.3269773}
{' No': -0.2574912, '\n': -2.6923685, ' ': -4.532192, 'No': -1.9709616, ' no': -5.1405706}
{' No': -0.11963625, '\n': -4.6632123, ' ': -5.1083407, 'No': -4.0340304, ' no': -2.600183}
{' No': -0.009953355, '\n': -6.028479, ' ': -5.631091, 'No': -5.621281, ' no': -8.8213625}
{' No': -0.032582395, '\n': -4.8903794, ' ': -5.391675, 'No': -3.9424121, ' no': -8.531014}
{' No': -0.05900519, '\n': -3.7778275, ' ': -4.5952024, 'No': -3.7748199, ' no': -7.697617}
{' No': -0.010762546, '\n': -6.864179, ' ': -5.367879, 'No': -5.3514013, ' no': -9.017853}
{' No': -0.04749014, '\n': -4.171897, ' ': -5.099259, 'No': -3.7454324, ' no': -7.4454575}
{' No': -0.05740789, '\n': -4.2899337, ' ': -4.5659823, 'No': -4.0757003, ' Yes': -5.0043244}
{'\n': -9.701386, ' ': -8.884276, ' Yes': -0.0048574344, ' yes': -8.847363, 'Yes': -5.4110556}
{'\n': -9.817129, ' ': -7.710091, ' Yes': -0.017412247, ' yes': -7.6914897, 'Yes': -4.1241336}
{'\n': -8.442628, ' ': -7.731035, ' Yes': -0.018358616, ' yes': -7.404869, 'Yes': -4.0909023}
{' YES': -10.818837, ' ': -9.010799, ' Yes': -0.0028510985, ' yes': -8.842266, 'Yes': -5.9774985}
{'\n': -7.784954, ' ': -7.178937, ' Yes': -0.019612866, ' yes': -7.6518207, 'Yes': -4.0471926}
{'\n': -8.015941, ' ': -7.6909223, ' Yes': -0.018508885, ' yes': -6.954868, 'Yes': -4.11833}
{'\n': -7.512964, ' ': -6.537618, ' Yes': -0.0059146644, ' yes': -7.332729, 'Yes': -5.7840514}
{'\n': -6.8518195, ' ': -6.7489786, ' Yes': -0.016878115, ' yes': -7.234718, 'Yes': -4.305952}
{'\n': -4.367254, ' ': -5.535789, ' Yes': -0.052085537, ' yes': -6.611445, 'Yes': -3.445272}
{'\n': -8.786927, ' ': -6.752476, ' Yes': -0.0055287853, ' yes': -8.019921, 'Yes': -5.5783644}
{'\n': -4.9416113, ' ': -5.361944, ' Yes': -0.104270935, ' yes': -5.474159, 'Yes': -2.512577}
{'\n': -6.945615, ' ': -6.2756, ' Yes': -0.02263016, ' yes': -5.2159877, 'Yes': -4.3237944}
{' ': -7.0792375, ' Yes': -0.048683885, ' yes': -4.2386155, 'Yes': -3.4908283, 'yes': -7.3023834}
{' YES': -8.538843, ' ': -7.479169, ' Yes': -0.037571423, ' yes': -6.2630143, 'Yes': -3.3843825}
{' ': -6.84171, ' Yes': -0.060278017, ' yes': -5.103531, 'Yes': -2.9982986, 'yes': -7.508565}
{' YES': -8.896005, ' ': -7.6280518, ' Yes': -0.015782788, ' yes': -6.385028, 'Yes': -4.3337965}
{' ': -7.362254, ' Yes': -0.11943157, ' yes': -6.2656717, 'Yes': -2.2160807, 'yes': -7.564019}
{' ': -8.729548, ' Yes': -0.026830908, ' yes': -5.376093, 'Yes': -3.848097, 'yes': -8.181545}
{'\n': -6.1529927, ' ': -5.6327066, ' Yes': -0.05631616, ' yes': -3.338329, 'Yes': -4.4835258}
{'\n': -5.5262985, ' ': -5.4835205, ' Yes': -0.05241399, ' yes': -4.9621983, 'Yes': -3.3643322}
{'\n': -3.6918905, ' ': -5.051695, ' Yes': -0.09448813, ' yes': -4.3572993, 'Yes': -3.1349447}
{'\n': -7.5258217, ' ': -6.686905, ' Yes': -0.019241778, ' yes': -5.7408905, 'Yes': -4.293221}
{'\n': -3.4889476, ' ': -5.1689754, ' Yes': -0.1759672, ' yes': -4.044098, 'Yes': -2.2800741}
{'\n': -5.1599007, ' ': -5.8205442, ' Yes': -0.13582148, ' yes': -2.3150377, 'Yes': -4.1595902}
{'\n': -5.5903215, ' ': -5.9424963, ' Yes': -0.015126963, ' yes': -6.45691, 'Yes': -5.0279574}
{'\n': -5.2925363, ' ': -6.004658, ' Yes': -0.027201086, ' yes': -6.6404233, 'Yes': -4.049397}
{'\n': -4.441443, ' ': -5.360293, ' Yes': -0.04543946, ' yes': -6.14189, 'Yes': -3.7102742}
{'\n': -6.0434895, ' ': -5.5897527, ' Yes': -0.013897067, ' yes': -7.1278114, 'Yes': -5.014267}
{'\n': -3.890859, ' ': -5.196243, ' Yes': -0.067250736, ' yes': -6.107856, 'Yes': -3.3401463}
{'\n': -5.0519795, ' ': -5.4421372, ' Yes': -0.04137086, ' yes': -4.2933335, 'Yes': -4.2595525}
{'\n': -10.333844, ' ': -9.391508, ' Yes': -0.0032323592, ' yes': -9.224895, 'Yes': -5.8132825}
{' ': -8.427254, ' Yes': -0.012094954, ' yes': -7.6259747, 'Yes': -4.513212, ' True': -8.287222}
{' ': -8.278431, ' Yes': -0.019813476, ' yes': -7.61622, 'Yes': -3.9834783, ' True': -9.672539}
{' ': -10.345274, ' Yes': -0.0014063595, ' yes': -9.569859, 'Yes': -6.696333, ' True': -9.864563}
{'\n': -9.159084, ' ': -7.8176913, ' Yes': -0.018477857, ' yes': -8.211781, 'Yes': -4.0517035}
{' YES': -9.2476015, ' ': -8.343646, ' Yes': -0.016779793, ' yes': -7.0083833, 'Yes': -4.1842294}
{'\n': -8.928991, ' ': -6.995622, ' Yes': -0.0030194987, ' yes': -7.885433, 'Yes': -6.545257}
{'\n': -7.6380677, ' ': -6.9671717, ' Yes': -0.015449001, ' yes': -7.041362, 'Yes': -4.363559}
{'\n': -4.781489, ' ': -5.537514, ' Yes': -0.04501402, ' yes': -6.4621935, 'Yes': -3.5208936}
{' YES': -10.258294, ' ': -7.816401, ' Yes': -0.0022501189, ' yes': -8.074872, 'Yes': -6.532085}
{'\n': -5.257909, ' ': -5.400224, ' Yes': -0.11980623, ' yes': -5.6475554, 'Yes': -2.3214931}
{' YES': -8.029951, ' ': -6.729597, ' Yes': -0.024426308, ' yes': -4.9926043, 'Yes': -4.2094827}
{' ': -6.9185133, ' Yes': -0.05900494, ' yes': -3.689744, 'Yes': -3.5249226, 'yes': -7.0999475}
{' ': -7.8003836, ' Yes': -0.029608263, ' yes': -5.980475, 'Yes': -3.6659322, ' True': -8.470431}
{' ': -7.371874, ' Yes': -0.060199138, ' yes': -4.4494295, 'Yes': -3.1159906, 'yes': -7.084279}
{' ': -8.224868, ' Yes': -0.010949217, ' yes': -6.626904, 'Yes': -4.711352, ' True': -9.253846}
{' ': -7.3464427, ' Yes': -0.10529032, ' yes': -6.4825273, 'Yes': -2.3325927, 'yes': -7.8028073}
{' No': -7.4542766, ' ': -8.625793, ' Yes': -0.02357696, ' yes': -6.00819, 'Yes': -3.9197025}
{' YES': -7.507835, ' ': -6.0361266, ' Yes': -0.052878354, ' yes': -3.1781604, 'Yes': -5.227666}
{'\n': -6.1622815, ' ': -5.773364, ' Yes': -0.040246077, ' yes': -4.744578, 'Yes': -3.7105453}
{'\n': -3.8614867, ' ': -5.0542564, ' Yes': -0.098162115, ' yes': -4.2859325, 'Yes': -2.9939308}
{'\n': -8.178064, ' ': -7.1118674, ' Yes': -0.015586539, ' yes': -5.474302, 'Yes': -4.621429}
{'\n': -3.2119029, ' ': -5.0555434, ' Yes': -0.21237037, ' yes': -4.2788925, 'Yes': -2.0804026}
{'\n': -5.696722, ' Yes': -0.23234193, ' yes': -1.738617, 'Yes': -4.0218716, 'yes': -5.378248}
{'\n': -7.0508432, ' ': -6.8298335, ' Yes': -0.0072875703, ' yes': -6.960325, 'Yes': -5.5077257}
{'\n': -6.29008, ' ': -6.3694615, ' Yes': -0.019259641, ' yes': -6.944087, 'Yes': -4.2657194}
