{' !': -8.781245e-05, '!': -9.38345, ' @': -12.985971, ' ': -13.820295, '!.': -15.134049}
{' $': -0.0007911004, '$': -8.231273, ' $\\': -8.318353, '$.': -8.698327, ' ': -9.598409}
{' $': -0.00104489, '$': -7.6348567, ' $\\': -8.257495, '$.': -8.95717, ' ': -9.224377}
{' $': -0.0005365965, ' $\\': -8.162119, '$.': -9.513341, ' ': -9.545414, '$': -9.7151575}
{' $': -0.00076771673, ' $\\': -7.9426775, '$': -8.918445, ' ': -9.139171, '$.': -9.35011}
{' $': -0.0004000998, ' $\\': -8.580537, '$': -9.215873, ' ': -9.941499, ' $$': -10.710624}
{' $': -0.0005411302, ' $\\': -8.609395, '$': -8.6797, ' ': -9.604363, ' $$': -10.065598}
{' @': -0.0021368593, '@': -6.196257, ' ': -9.40608, '\n': -12.170233, '  ': -13.017969}
{' @': -0.001981984, '@': -6.2702694, ' ': -9.536621, '\n': -11.848201, ' @@': -12.910395}
{' #': -8.3045044e-05, '#': -9.651135, ' ': -11.234307, ' "#': -12.986727, '\n': -13.4674015}
{' #': -8.268835e-05, '#': -9.642633, ' ': -11.221829, ' "#': -13.333199, '\n': -13.431842}
{' $': -0.0011533718, '$': -7.0089884, ' $\\': -8.510531, ' ': -10.673698, ' $$': -11.101495}
{' $': -0.0013182644, '$': -6.7709756, ' $\\': -8.985291, ' ': -10.780025, ' $$': -11.002051}
{' !': -0.00019380587, '!': -8.583102, ' ': -12.720502, ' @': -12.985817, '!.': -14.902819}
{' !': -0.0002484729, '!': -8.352922, ' @': -11.88561, ' ': -12.350542, ' !!': -14.741188}
{' #': -0.00010569845, '#': -9.373649, ' ': -11.365867, '\n': -12.548189, ' @': -13.1351385}
{' #': -0.00011714342, '#': -9.313684, ' ': -11.161763, ' @': -12.131027, '\n': -12.38694}
{' $': -0.0024571961, '$': -6.1720695, ' $\\': -8.505764, ' $$': -9.18595, ' ': -10.75762}
{' $': -0.003094831, '$': -5.90478, ' $\\': -8.838303, ' $$': -9.039746, ' @': -10.272578}
{' !': -0.00013252322, '!': -8.958219, ' ': -13.079955, ' #': -13.666149, ' !!': -15.625958}
{' !': -0.00016495361, '!': -8.75081, ' #': -12.745456, ' ': -12.755746, ' !!': -14.885766}
{' @': -0.0011850595, '@': -6.855534, ' ': -9.570781, ' #': -10.544579, ' @@': -11.207308}
{' @': -0.0012613268, '@': -6.9322743, ' #': -8.62684, ' ': -9.516838, '\n': -11.249403}
{' $': -0.0011184614, '$': -7.192656, ' #': -8.72548, ' $\\': -9.066657, ' $$': -9.832221}
{' $': -0.0015948735, '$': -7.0067368, ' #': -7.614872, ' $$': -9.354944, ' $\\': -9.586519}
{' !': -0.0003575263, '!': -7.94994, ' ': -12.952275, ' $': -13.801814, '!.': -14.544411}
{' !': -0.0004000998, '!': -7.838954, ' ': -12.453972, ' $': -13.887212, '!.': -14.998724}
{' @': -0.0010251408, '@': -6.97716, ' ': -9.815169, ' @@': -11.091186, '\n': -11.627039}
{' @': -0.0008955563, '@': -7.1743207, ' ': -9.359665, ' @@': -11.052549, '\n': -11.378234}
{' #': -5.6818186e-05, '#': -10.287503, ' ': -11.433355, ' \\': -11.96088, '\n': -13.04398}
{' #': -4.966285e-05, '#': -10.819292, ' ': -11.067444, ' \\': -11.765514, ' $': -12.665302}
{' @': -0.003990047, '@': -5.562179, ' ': -9.026386, '\n': -11.753951, '  ': -12.643449}
{' @': -0.0032910227, '@': -5.7483773, ' ': -9.393396, '\n': -12.0156975, ' @@': -13.198934}
{' #': -0.00013740796, '#': -9.102021, ' ': -10.849825, ' "#': -12.831578, '\n': -13.545185}
{' #': -0.000111301255, '#': -9.297129, ' ': -11.048465, ' "#': -13.534687, '\n': -13.706927}
{' $': -0.0015398929, '$': -6.7981706, ' $\\': -7.961106, ' ': -10.392032, ' $$': -10.4886055}
{' $': -0.0021560332, '$': -6.2283006, ' $\\': -9.048161, ' ': -10.468148, ' $$': -10.70659}
{' !': -0.0002977211, '!': -8.135218, ' ': -12.58497, ' @': -15.04753, '!.': -15.28478}
{' !': -0.00040534776, '!': -7.83138, ' ': -12.235597, ' @': -13.167672, ' <': -15.043763}
{' #': -0.00024072528, '#': -8.45141, ' ': -11.037643, '\n': -12.194448, ' \\': -13.388431}
{' #': -0.00015601015, '#': -8.928365, ' ': -11.209097, ' @': -12.214421, '\n': -12.730063}
{' $': -0.003217827, '$': -5.8354263, ' $\\': -8.619367, ' $$': -9.66203, ' ': -10.978354}
{' $': -0.0032174075, '$': -5.8141875, ' $\\': -9.243757, ' $$': -9.438411, ' ': -10.871073}
{' !': -0.00013562171, '!': -8.935047, ' ': -13.044415, ' #': -13.560288, ' <': -15.884903}
{' !': -0.00023154433, '!': -8.498558, ' #': -10.723945, ' ': -12.238238, ' !!': -15.203582}
{' @': -0.0011921605, '@': -6.844887, ' #': -9.790089, ' ': -9.824564, '\n': -12.122656}
{' @': -0.0019914203, '@': -6.8739886, ' #': -7.0373383, ' ': -9.737985, '\n': -11.790971}
{' $': -0.0012527916, '$': -6.985639, ' #': -9.018943, ' $\\': -9.07142, ' $$': -9.730594}
{' $': -0.0040011173, '$': -6.047063, ' #': -6.600121, ' $$': -8.842612, ' $\\': -9.714877}
{' !': -0.00021324158, '!': -8.467486, ' ': -12.981249, '!.': -15.449092, ' $': -15.975763}
{' !': -0.00015958735, '!': -8.766408, ' ': -12.760333, '!.': -15.352513, ' <': -15.843486}
{' @': -0.0013948404, '@': -6.6791615, ' ': -9.195791, '\n': -11.389603, ' $': -11.867463}
{' @': -0.0016249054, '@': -6.5071564, ' ': -9.387928, '\n': -11.043559, ' $': -11.131848}
{' #': -0.00010259808, '#': -9.836811, ' \\': -10.6986065, ' ': -10.824415, '\n': -12.801459}
{' #': -7.922942e-05, '#': -10.046883, ' ': -10.932882, ' \\': -11.4285, '\n': -12.831862}
{' !': -0.2285184, ' @': -1.5895089, '@': -8.448209, '!': -10.337886, ' ': -11.168468}
{' !': -0.089254014, ' @': -2.462522, '@': -9.053637, '!': -10.014239, ' ': -12.370807}
{' #': -0.278508, ' !': -1.4159744, '#': -7.9635034, '!': -10.116643, ' ': -11.645471}
{' #': -0.20167351, ' !': -1.7018832, '#': -8.201423, '!': -10.96943, ' ': -12.087961}
{' $': -0.055123616, ' !': -3.0777407, '$': -4.902972, ' $\\': -9.272595, ' ': -10.989277}
{' $': -0.14883743, ' !': -2.0333989, '$': -4.9270678, ' $\\': -9.4642725, ' ': -10.639132}
{' !': -0.24271046, ' @': -1.5369742, '@': -7.9003315, '!': -9.4226265, ' ': -11.049994}
{' @': -0.5334283, ' !': -0.8856393, '@': -7.030376, '!': -10.111723, ' ': -10.540392}
{' #': -0.6104029, ' @': -0.78526485, '@': -7.2059717, '#': -9.894664, ' ': -9.995158}
{' #': -0.68347615, ' @': -0.7049148, '@': -7.052748, '#': -9.867745, ' ': -10.191155}
{' @': -0.6114472, ' $': -0.78693855, '@': -6.69624, '$': -7.2839804, ' $$': -9.147951}
{' $': -0.4194675, ' @': -1.077293, '@': -6.972249, '$': -7.1665926, ' $$': -8.5760145}
{' #': -0.42826566, ' !': -1.0548449, '#': -9.526005, '!': -10.215531, ' ': -12.271584}
{' #': -0.1582704, ' !': -1.9225221, '#': -9.018997, '!': -11.01956, ' ': -12.301598}
{' #': -0.11057587, ' @': -2.2591088, '@': -8.928775, '#': -9.5388365, ' ': -10.700395}
{' #': -0.02630139, ' @': -3.65693, '#': -9.261235, '@': -10.408311, ' ': -11.05104}
{' #': -0.20926495, ' $': -1.6682417, '$': -9.416084, '#$': -9.975092, '#': -10.016048}
{' #': -0.13888888, ' $': -2.045133, '#': -9.242961, '$': -9.388375, '#$': -9.646169}
{' !': -0.018407976, ' $': -4.0229034, '!': -8.159811, '$': -10.194054, ' ': -11.804432}
{' !': -0.013772692, ' $': -4.306524, '!': -8.710064, '$': -10.6122875, ' ': -12.598501}
{' @': -0.15250456, ' $': -1.9598737, '@': -8.424116, ' ': -8.838859, '$.': -9.878646}
{' @': -0.19858907, ' $': -1.7174392, '@': -8.451451, ' ': -8.97206, ' $$': -9.54382}
{' #': -0.055772092, ' $': -2.917703, ' ': -9.703064, '#': -10.065022, '$': -10.554799}
{' #': -0.10686748, ' $': -2.2912889, ' ': -9.810731, '#': -9.872621, '$': -9.905956}
{' @': -0.5015289, ' !': -0.932172, '@': -7.356978, ' ': -10.4164915, '!': -10.537283}
{' !': -0.35423782, ' @': -1.2111008, '@': -7.9364467, '!': -9.936585, ' ': -11.207553}
{' #': -0.06734789, ' !': -2.7378001, '#': -7.8382106, '!': -11.390775, ' ': -11.514934}
{' #': -0.057851013, ' !': -2.884326, '#': -8.102194, '!': -11.894621, ' ': -12.007144}
{' $': -0.032708082, ' !': -3.6349933, '$': -5.17203, ' $\\': -9.444129, ' ': -10.967964}
{' $': -0.10436183, ' !': -2.3856385, '$': -4.9707117, ' $\\': -9.642323, ' ': -10.759112}
{' !': -0.2420458, ' @': -1.5392812, '@': -8.017455, '!': -9.389569, ' ': -10.563168}
{' @': -0.41314173, ' !': -1.0862966, '@': -7.038542, ' ': -10.060099, '!': -10.248349}
{' #': -0.24760091, ' @': -1.5192053, '@': -8.081022, '#': -9.400112, ' ': -10.264078}
{' #': -0.4951596, ' @': -0.9424042, '@': -7.3072586, '#': -9.412443, ' ': -9.899969}
{' $': -0.44603845, ' @': -1.0275661, '$': -6.8750515, '@': -7.2844954, ' $$': -9.290925}
{' $': -0.3609349, ' @': -1.2010763, '$': -6.8516893, '@': -7.2455263, ' $$': -8.841378}
{' #': -0.68820745, ' !': -0.698385, '#': -9.593391, '!': -9.701007, ' ': -12.103679}
{' #': -0.31958702, ' !': -1.2968134, '#': -9.105729, '!': -10.405105, ' ': -11.98947}
{' #': -0.31344736, ' @': -1.3144697, '@': -8.031831, '#': -9.479337, ' ': -10.127919}
{' #': -0.07315395, ' @': -2.6550229, '#': -8.876542, '@': -9.530717, ' ': -10.592864}
{' #': -0.48947522, ' $': -0.9499569, '$': -8.8728485, '#': -10.214172, '#$': -10.405213}
{' #': -0.2520947, ' $': -1.5029206, '$': -8.904457, '#': -9.230698, '#$': -10.175703}
{' !': -0.004618542, ' $': -5.4207044, '!': -8.688292, '$': -11.684402, ' ': -12.688263}
{' !': -0.004595667, ' $': -5.431018, '!': -8.568765, '$': -11.436232, ' ': -12.800187}
{' @': -0.043257132, ' $': -3.1700096, '@': -8.754044, ' ': -9.395036, ' $$': -10.727003}
{' @': -0.10571675, ' $': -2.3058243, '@': -8.164195, ' ': -8.823567, ' $$': -9.586483}
{' #': -0.012262506, ' $': -4.4164014, ' ': -9.941487, '#': -10.299411, ' $\\': -12.091405}
{' #': -0.04503628, ' $': -3.1272447, '#': -9.620167, ' ': -9.890331, '$': -10.482607}
{' @': -0.01945903, ' !': -4.061098, '@': -6.2188625, ' ': -10.107468, '!': -13.290635}
{' @': -0.044673715, ' !': -3.1814742, '@': -6.1532874, ' ': -10.555006, '!': -12.363456}
{' #': -0.0066202614, ' !': -5.102096, '#': -7.597192, ' ': -11.651701, '!': -13.60398}
{' #': -0.0054218066, ' !': -5.2781553, '#': -8.1212845, ' ': -12.181353, '\n': -13.930788}
{' $': -0.029267514, ' !': -3.919883, '$': -4.733878, ' $\\': -8.754792, ' ': -10.979583}
{' $': -0.028652608, ' !': -4.0018334, '$': -4.6303277, ' $\\': -8.849916, ' $$': -10.704732}
{' !': -0.04784503, ' @': -3.0705252, '!': -8.628474, '@': -8.942669, ' ': -11.656633}
{' !': -0.04304647, ' @': -3.1723797, '!': -9.091519, '@': -9.130191, ' ': -12.062453}
{' #': -0.027408615, ' @': -3.6208363, '#': -8.616894, '@': -9.690783, ' ': -10.832577}
{' #': -0.015393434, ' @': -4.1987677, '#': -8.589799, '@': -10.182244, ' ': -10.749389}
{' $': -0.15032177, ' @': -1.994598, '$': -5.9410663, '@': -7.5713806, ' $$': -8.924964}
{' $': -0.0631697, ' @': -2.846409, '$': -5.9918113, '@': -8.444246, ' $$': -8.543469}
{' !': -0.29547632, ' #': -1.3638834, '!': -9.078048, '#': -10.16779, ' ': -12.647782}
{' #': -0.5691661, ' !': -0.8351058, '#': -9.158154, '!': -9.693784, ' ': -12.197788}
{' @': -0.21751907, ' #': -1.6382878, '@': -6.8489103, ' ': -9.85439, '#': -10.457776}
{' @': -0.5426372, ' #': -0.87267333, '@': -7.122751, '#': -9.576805, ' ': -10.014565}
{' $': -0.3003642, ' #': -1.3523529, '$': -7.393816, ' $\\': -9.669199, '#$': -10.396984}
{' #': -0.6166136, ' $': -0.77723724, '$': -7.9799175, '#': -9.6842, ' $\\': -10.065767}
{' !': -0.019432105, ' $': -3.9747195, '!': -7.8376346, '$': -9.8421955, ' ': -12.413124}
{' !': -0.07563683, ' $': -2.6298018, '!': -7.7238526, '$': -8.228855, '$.': -10.890608}
{' @': -0.020415246, ' $': -3.9378135, '@': -7.504553, ' ': -9.723754, ' $$': -10.228042}
{' @': -0.023688337, ' $': -3.7909517, '@': -7.391482, ' $$': -9.599575, ' ': -9.6333685}
{' #': -0.029130353, ' $': -3.5592036, '#': -9.009315, ' ': -10.224379, '$': -10.4224615}
{' #': -0.013080994, ' $': -4.359389, '#': -9.057127, ' ': -10.454248, '$': -11.118583}
{' @': -0.039704777, ' !': -3.3124077, '@': -6.0111113, ' ': -10.21647, '!': -12.739503}
{' @': -0.21399331, ' !': -1.6567365, '@': -6.299482, ' ': -10.562366, '!': -11.216082}
{' #': -0.05580392, ' !': -2.9248013, '#': -7.452505, '!': -11.5703335, ' ': -11.67752}
{' #': -0.05532625, ' !': -2.9301925, '#': -7.7755027, ' ': -11.848226, '!': -11.878632}
{' $': -0.32786494, ' !': -1.309972, '$': -4.6675177, ' $\\': -8.828484, '!': -9.086013}
{' $': -0.20296627, ' !': -1.7416224, '$': -4.8076963, ' $\\': -8.793334, '!': -9.986526}
{' !': -0.22293119, ' @': -1.6127036, '@': -7.9533877, '!': -9.020898, ' ': -11.887035}
{' !': -0.0508385, ' @': -3.0101488, '@': -8.720972, '!': -9.109066, ' ': -11.932648}
{' #': -0.14186682, ' @': -2.0270176, '@': -8.081671, '#': -8.745103, ' ': -10.158017}
{' #': -0.04119755, ' @': -3.218451, '#': -8.552315, '@': -9.092936, ' ': -10.821856}
{' $': -0.46027112, ' @': -1.0081476, '$': -6.050306, '@': -6.772824, ' $$': -8.427089}
{' $': -0.4068022, ' @': -1.1087123, '$': -6.061021, '@': -6.636351, ' $$': -8.027049}
{' #': -0.34645742, ' !': -1.2287148, '#': -9.217131, '!': -10.149904, ' ': -12.6657295}
{' #': -0.07821325, ' !': -2.588654, '#': -9.220242, '!': -11.775785, ' ': -12.549667}
{' #': -0.61565655, ' @': -0.7787655, '@': -7.4226327, '#': -9.5119505, ' ': -10.206441}
{' #': -0.32535824, ' @': -1.2830055, '@': -7.871644, '#': -9.250691, ' ': -10.479773}
{' #': -0.23116621, ' $': -1.5796483, '$': -8.851096, '#': -9.440375, '#$': -9.722814}
{' #': -0.1360998, ' $': -2.0646486, '#': -9.000142, '$': -9.016127, '#$': -9.512967}
{' !': -0.07599208, ' $': -2.6266074, '!': -7.5652995, '$': -8.124537, ' ': -11.283939}
{' !': -0.4274816, ' $': -1.0634164, '$': -6.2909055, '!': -7.5208797, '$.': -9.158254}
{' @': -0.083142, ' $': -2.5409722, '@': -7.4484034, ' ': -8.989356, '$': -9.250643}
{' @': -0.050006375, ' $': -3.0402637, '@': -7.3355093, ' $$': -9.225977, ' ': -9.436001}
{' #': -0.28557938, ' $': -1.395929, '$': -7.870996, '#': -8.855121, ' ': -9.427485}
{' #': -0.091016695, ' $': -2.4485204, '#': -8.518823, '$': -8.728202, ' $$': -9.847169}
{' @': -0.002592603, ' !': -6.53244, '@': -6.8577523, ' ': -9.65965, '\n': -11.949674}
{' @': -0.0018943159, '@': -6.7295833, ' !': -7.3654404, ' ': -10.001388, '\n': -11.832735}
{' #': -0.00011285097, '#': -9.770304, ' !': -9.961567, ' ': -11.962255, ' "#': -14.202195}
{' #': -0.0001290643, ' !': -9.659495, '#': -9.7467375, ' ': -12.216978, ' "#': -14.243143}
{' $': -0.0012576877, '$': -6.8777924, ' $\\': -8.692572, ' !': -10.668488, ' $$': -10.922849}
{' $': -0.0014763171, '$': -6.748821, ' $\\': -8.951811, ' !': -9.022229, ' $$': -10.169014}
{' !': -0.00019809927, '!': -9.170455, ' @': -9.299855, ' ': -13.289191, '\n': -15.412349}
{' !': -0.00024477651, ' @': -8.824634, '!': -9.267233, ' ': -13.1803465, ' !!': -14.879641}
{' #': -0.00083954044, ' @': -7.2645836, '#': -9.043509, ' ': -11.357549, '\n': -12.5971365}
{' #': -0.0012219354, ' @': -6.8123636, '#': -9.228717, ' ': -11.398906, '\n': -12.502342}
{' $': -0.0033549515, ' @': -6.2990203, ' $$': -7.3484664, '$': -7.5460925, ' $\\': -8.145908}
{' $': -0.0045287227, ' @': -6.1837807, ' $$': -6.4171968, '$': -7.5254555, ' $\\': -8.363711}
{' !': -0.0011610676, ' #': -6.8044214, '!': -9.913655, ' ': -13.608745, ' !!': -15.173821}
{' !': -0.0029663506, ' #': -5.8496456, '!': -9.465385, ' ': -13.311975, ' !!': -14.4924345}
{' @': -0.00945303, ' #': -4.742695, '@': -7.390148, ' ': -10.5199, '@#': -10.70919}
{' @': -0.023354849, ' #': -3.7991593, '@': -7.4592066, '@#': -10.010568, ' ': -10.29705}
{' $': -0.004100464, ' #': -5.636968, '$': -8.606268, ' $\\': -8.653388, ' $$': -8.834448}
{' $': -0.013003095, ' #': -4.4306855, ' $$': -7.802273, '$': -7.9986362, ' $\\': -8.427593}
{' !': -0.00044094422, '!': -7.8664727, ' $': -9.820414, ' ': -13.339528, ' !!': -14.457673}
{' !': -0.00036337037, '!': -8.036218, ' $': -10.204377, ' ': -13.511534, ' !!': -14.597238}
{' @': -0.0015084923, ' $': -6.895204, '@': -7.9408584, ' ': -9.878542, ' $$': -10.180574}
{' @': -0.0013444631, ' $': -7.246597, '@': -7.686813, ' @@': -9.730142, ' ': -9.901763}
{' #': -0.00025574747, ' $': -8.494235, '#': -10.735064, ' ': -10.915985, ' \\': -12.650151}
{' #': -0.00021717734, ' $': -8.66701, '#': -11.034809, ' ': -11.190026, ' \\': -11.770847}
{' @': -0.0014449193, '@': -7.1230245, ' !': -7.4423285, ' ': -10.267459, '\n': -11.979296}
{' @': -0.002320435, ' !': -6.5510206, '@': -7.0830336, ' ': -10.366419, ' @@': -11.77223}
{' #': -0.000101643476, ' !': -9.946156, '#': -10.014009, ' ': -11.933704, '\n': -13.995024}
{' #': -0.000102479804, ' !': -9.855956, '#': -10.085215, ' ': -12.040952, '\n': -13.763265}
{' $': -0.0013290665, '$': -6.7674513, ' $\\': -9.155166, ' !': -9.9788885, ' $$': -11.227677}
{' $': -0.0014981051, '$': -6.6981015, ' !': -8.762515, ' $\\': -9.687564, ' $$': -10.346807}
{' !': -0.0002376249, ' @': -8.735997, '!': -9.5151205, ' ': -13.189306, ' !!': -14.759286}
{' !': -0.00054303755, ' @': -7.7744646, '!': -9.0453005, ' ': -12.971603, ' !!': -14.199063}
{' #': -0.0009216273, ' @': -7.099627, '#': -9.466932, ' ': -11.568191, '\n': -12.702253}
{' #': -0.001047276, ' @': -6.9592857, '#': -9.50992, ' ': -11.39608, '\n': -12.342057}
{' $': -0.004000879, ' @': -6.213401, ' $$': -6.756732, '$': -7.6092916, ' $\\': -8.197549}
{' $': -0.007854976, ' @': -5.5009694, ' $$': -5.8295555, '$': -7.6028543, ' $\\': -8.373783}
{' !': -0.0013308565, ' #': -6.672736, '!': -9.696053, ' ': -13.11428, ' !!': -14.37698}
{' !': -0.0028008292, ' #': -5.909684, '!': -9.442315, ' ': -12.877364, ' !!': -14.051366}
{' @': -0.00896282, ' #': -4.8054485, '@': -7.321491, ' ': -10.361218, '@#': -11.09939}
{' @': -0.00937343, ' #': -4.7440953, '@': -7.5673146, ' ': -10.109379, ' @@': -10.525738}
{' $': -0.0037106187, ' #': -5.805489, ' $$': -8.230899, '$': -8.330667, ' $\\': -8.808634}
{' $': -0.01113918, ' #': -4.594269, ' $$': -7.6054993, '$': -8.362049, ' $\\': -8.588663}
{' !': -0.00021896455, '!': -8.5621, ' $': -10.599988, ' ': -13.709947, ' !!': -14.041685}
{' !': -0.00032562626, '!': -8.180753, ' $': -10.065812, ' ': -13.534793, ' !!': -14.221465}
{' @': -0.00064275606, '@': -7.7304115, ' $': -8.958731, ' ': -10.178338, ' @@': -10.681577}
{' @': -0.00085981993, '@': -7.8803988, ' $': -8.126328, ' @@': -9.341865, ' ': -9.874156}
{' #': -0.0001390797, ' $': -9.159722, ' ': -11.221506, '#': -11.265584, ' \\': -12.59089}
{' #': -0.00013228387, ' $': -9.359236, '#': -11.027812, ' ': -11.186895, ' \\': -11.500244}
{' !': -7.350647e-05, '!': -9.579686, ' ': -12.595149, ' @': -14.858542, ' !!': -15.37323}
{' !': -7.75605e-05, '!': -9.519763, ' ': -12.743775, ' @': -14.432983, ' !!': -15.166148}
{' !': -6.599631e-05, '!': -9.790013, ' #': -11.901636, ' ': -12.843478, ' !!': -15.959442}
{' !': -7.11223e-05, '!': -9.598053, ' ': -13.1419525, ' #': -13.971274, ' !!': -15.404801}
{' !': -0.00016006512, '!': -8.923382, ' $': -10.676518, ' ': -12.847037, '\n': -15.535414}
{' !': -0.00020298682, '!': -8.827884, ' $': -9.871659, ' ': -12.716831, '$': -14.976376}
{' @': -0.004504174, ' !': -5.7652206, '@': -6.683983, ' ': -9.576171, '\n': -11.33617}
{' @': -0.008267653, ' !': -4.9394083, '@': -6.98126, ' ': -9.390826, '\n': -10.637961}
{' @': -0.007478093, ' #': -5.1932216, '@': -6.3431325, ' ': -9.605762, '\n': -10.561671}
{' @': -0.004643513, ' #': -5.7904863, '@': -6.557484, ' ': -9.5143385, ' @@': -10.153123}
{' @': -0.01004577, ' $': -4.8105807, '@': -6.652532, ' $$': -8.136632, ' @@': -9.048531}
{' @': -0.012696991, ' $': -4.5437636, '@': -7.0230308, ' $$': -7.2914762, ' @@': -8.33722}
{' #': -0.00015100244, ' !': -9.024422, '#': -10.663902, ' ': -12.124187, ' "#': -14.555595}
{' #': -0.00033510666, ' !': -8.096347, '#': -10.6562195, ' ': -12.199058, '\n': -14.413332}
{' #': -8.709908e-05, ' @': -9.94645, '#': -10.5618925, ' ': -11.582903, '\n': -13.395939}
{' #': -0.00011571198, ' @': -9.560479, '#': -10.318053, ' ': -11.717783, '\n': -13.371034}
{' #': -0.0018118488, ' $': -6.3618426, '#': -10.3081455, '#$': -10.6753025, ' ': -11.353583}
{' #': -0.004649677, ' $': -5.399764, '#': -10.105567, '#$': -10.1164875, ' ': -11.349471}
{' $': -0.0013442237, ' !': -7.509141, '$': -7.6346197, '$.': -9.006778, ' $\\': -9.185258}
{' $': -0.0010188171, ' !': -7.931242, '$': -8.096899, '$.': -8.809956, ' $\\': -9.123989}
{' $': -0.001057957, ' $\\': -7.6978803, ' $$': -8.367015, '$': -8.428615, ' ': -9.322672}
{' $': -0.0012484955, ' $\\': -7.4853406, ' $$': -8.006088, '$': -8.824538, ' ': -9.471583}
{' $': -0.0009905946, '$': -8.12664, ' $\\': -8.276981, ' #': -8.522333, ' $$': -8.965887}
{' $': -0.0017375689, ' #': -6.835019, '$': -8.519506, ' $\\': -8.62077, ' $$': -8.653828}
{' !': -7.136165e-05, '!': -9.653479, ' ': -12.013537, ' !!': -15.022347, '\n': -15.2268095}
{' !': -6.194322e-05, '!': -9.775841, ' ': -12.343222, ' !!': -15.370007, '\n': -15.419415}
{' !': -6.838237e-05, '!': -9.645643, ' ': -12.757144, ' !!': -15.408519, '\n': -15.611892}
{' !': -8.7337496e-05, '!': -9.393693, ' ': -12.670556, ' !!': -15.202257, '\n': -15.455471}
{' !': -0.00010748563, '!': -9.21311, ' ': -12.270644, ' $': -13.27906, '\n': -14.973402}
{' !': -0.0001395556, '!': -8.951832, ' ': -12.292504, ' $': -12.463503, '\n': -14.776646}
{' @': -0.0017790066, '@': -6.429759, ' ': -9.166617, '\n': -10.737934, ' !': -11.045199}
{' @': -0.0012917034, '@': -6.76722, ' ': -9.4950075, '\n': -10.632559, ' !': -10.755246}
{' @': -0.0012601318, '@': -6.8473806, ' #': -9.423158, ' ': -9.528012, '\n': -10.897284}
{' @': -0.001346851, '@': -6.8164787, ' #': -8.91428, ' ': -9.609325, '\n': -10.737641}
{' @': -0.0015794138, '@': -6.8201084, ' $': -8.049089, ' @@': -9.717669, ' ': -10.004633}
{' @': -0.0016210843, '@': -7.1622233, ' $': -7.4231544, ' @@': -9.183229, '\n': -9.978134}
{' #': -3.988961e-05, '#': -10.843996, ' !': -11.093247, ' ': -12.581189, ' "#': -14.053371}
{' #': -2.6538237e-05, '#': -10.954086, ' ': -12.399699, ' !': -12.693496, ' "#': -14.122568}
{' #': -2.5941252e-05, '#': -10.979955, ' ': -12.142067, ' @': -13.696437, '\n': -13.806127}
{' #': -2.5703772e-05, '#': -11.086484, ' ': -11.978843, ' @': -13.225943, '\n': -13.888727}
